gameid,time,roundNum,redH,redW,redX,redY,blueH,blueW,blueX,blueY,plazaD,plazaX,plazaY,lilyX,lilyY,mouseX, mouseY
0296-6,1479513850480,1,86, 137, 401, 139, 131, 194, 231, 237, 100, 363, 215, 363, 265, 359, 271
0296-6,1479513871347,2,85, 109, 179, 204, 249, 276, 316, 112, 100, 321, 222, 424, 191, 455, 192
0296-6,1479513897089,3,56, 128, 60, 66, 200, 53, 400, 149, 100, 62, 187, 450, 130, 451, 149
0296-6,1479513930800,4,163, 66, 358, 228, 152, 163, 61, 53, 100, 274, 113, 200, 250, 219, 213
0296-6,1479513972315,5,222, 105, 173, 128, 291, 226, 368, 89, 100, 391, 155, 290, 300, 323, 348
0296-6,1479513995375,6,98, 82, 507, 293, 285, 63, 210, 107, 100, 65, 299, 540, 326, 568, 345
0296-6,1479514015804,7,163, 66, 358, 228, 152, 163, 61, 53, 100, 274, 113, 220, 100, 230, 109
0296-6,1479514052131,8,118, 77, 311, 134, 62, 289, 181, 307, 100, 307, 175, 323, 200, 329, 211
0296-6,1479514066985,9,87, 246, 243, 256, 153, 233, 331, 58, 100, 78, 122, 78, 172, 77, 180
0296-6,1479514102273,10,118, 77, 311, 134, 62, 289, 181, 307, 100, 307, 175, 382, 314, 391, 315
0296-6,1479514127686,11,298, 289, 153, 54, 92, 79, 474, 263, 100, 184, 71, 164, 190, 157, 207
0296-6,1479514150926,12,285, 206, 289, 80, 134, 59, 65, 134, 100, 438, 230, 91, 206, 117, 257
0296-6,1479514181866,13,118, 77, 311, 134, 62, 289, 181, 307, 100, 307, 175, 400, 225, 433, 252
0296-6,1479514199067,14,64, 155, 121, 228, 207, 133, 318, 80, 100, 360, 67, 380, 150, 407, 168
0296-6,1479514261439,15,54, 178, 161, 310, 233, 122, 429, 51, 100, 438, 188, 491, 339, 492, 370
0296-6,1479514300840,16,140, 278, 304, 199, 251, 176, 90, 75, 100, 487, 150, 250, 150, 275, 189
0296-6,1479514312369,17,163, 66, 358, 228, 152, 163, 61, 53, 100, 274, 113, 250, 100, 271, 112
0296-6,1479514345675,18,54, 178, 161, 310, 233, 122, 429, 51, 100, 438, 188, 400, 150, 415, 171
0296-6,1479514370212,19,140, 278, 304, 199, 251, 176, 90, 75, 100, 487, 150, 400, 190, 442, 213
0296-6,1479514411645,20,87, 246, 243, 256, 153, 233, 331, 58, 100, 78, 122, 311, 250, 333, 260
0296-6,1479514454649,21,56, 128, 60, 66, 200, 53, 400, 149, 100, 62, 187, 180, 60, 206, 83
0296-6,1479514530466,22,86, 52, 418, 165, 56, 303, 116, 106, 100, 279, 86, 390, 209, 407, 234
0296-6,1479514553320,23,183, 132, 209, 94, 78, 181, 114, 319, 100, 265, 221, 199, 340, 220, 364
0296-6,1479514580977,24,87, 246, 243, 256, 153, 233, 331, 58, 100, 78, 122, 120, 130, 127, 167
0296-6,1479514622329,25,54, 178, 161, 310, 233, 122, 429, 51, 100, 438, 188, 470, 210, 491, 225
0296-6,1479514638749,26,163, 66, 358, 228, 152, 163, 61, 53, 100, 274, 113, 355, 277, 405, 283
0296-6,1479514684996,27,298, 289, 153, 54, 92, 79, 474, 263, 100, 184, 71, 200, 80, 219, 106
0296-6,1479514718147,28,56, 128, 60, 66, 200, 53, 400, 149, 100, 62, 187, 110, 100, 124, 117
0296-6,1479514749872,29,56, 128, 60, 66, 200, 53, 400, 149, 100, 62, 187, 50, 200, 61, 222
0296-6,1479514773635,30,298, 289, 153, 54, 92, 79, 474, 263, 100, 184, 71, 500, 300, 503, 322
0296-6,1479514800225,31,53, 269, 294, 290, 115, 251, 294, 120, 100, 401, 255, 419, 125, 420, 141
0296-6,1479514843436,32,107, 56, 425, 163, 88, 134, 161, 123, 100, 262, 215, 262, 300, 263, 284
0296-6,1479514882439,33,96, 63, 142, 246, 165, 136, 309, 139, 100, 442, 109, 500, 200, 531, 302
0296-6,1479514907271,34,118, 77, 311, 134, 62, 289, 181, 307, 100, 307, 175, 300, 200, 311, 221
0296-6,1479514928764,35,96, 63, 142, 246, 165, 136, 309, 139, 100, 442, 109, 357, 181, 370, 200
0296-6,1479514950521,36,183, 132, 209, 94, 78, 181, 114, 319, 100, 265, 221, 239, 254, 262, 270
0296-6,1479514966619,37,64, 155, 121, 228, 207, 133, 318, 80, 100, 360, 67, 360, 100, 383, 108
0296-6,1479514980874,38,183, 132, 209, 94, 78, 181, 114, 319, 100, 265, 221, 260, 300, 295, 319
0296-6,1479514999854,39,87, 246, 243, 256, 153, 233, 331, 58, 100, 78, 122, 410, 100, 490, 95
0296-6,1479515020339,40,140, 278, 304, 199, 251, 176, 90, 75, 100, 487, 150, 120, 269, 106, 304
0296-6,1479515037749,41,64, 155, 121, 228, 207, 133, 318, 80, 100, 360, 67, 310, 70, 329, 98
0296-6,1479515058519,42,163, 66, 358, 228, 152, 163, 61, 53, 100, 274, 113, 300, 150, 322, 150
0296-6,1479515079729,43,64, 155, 121, 228, 207, 133, 318, 80, 100, 360, 67, 300, 100, 318, 94
0296-6,1479515094135,44,85, 109, 179, 204, 249, 276, 316, 112, 100, 321, 222, 310, 250, 316, 271
0296-6,1479515107463,45,87, 271, 113, 53, 60, 69, 272, 335, 100, 318, 75, 320, 100, 352, 113
0296-6,1479515119274,46,140, 278, 304, 199, 251, 176, 90, 75, 100, 487, 150, 500, 166, 522, 185
0296-6,1479515134731,47,85, 109, 179, 204, 249, 276, 316, 112, 100, 321, 222, 250, 279, 277, 275
0296-6,1479515148595,48,64, 155, 121, 228, 207, 133, 318, 80, 100, 360, 67, 348, 236, 324, 273
0296-6,1479515168125,49,54, 178, 161, 310, 233, 122, 429, 51, 100, 438, 188, 190, 360, 249, 382
0296-6,1479515186074,50,96, 63, 142, 246, 165, 136, 309, 139, 100, 442, 109, 180, 340, 142, 356
