iterationName	gameid	time	trialNum	currStrokeNum	intendedName	condition	family	intendedMember	shapenet_id	shiftKeyUsed	svg	eventType
pilot0	4259-f435c767-c24f-44ae-b31d-dd12f9b19743	1501557216563	1	1	far_101_a_9c7c3478edebfc1031d38697	far	101	a	9c7c3478edebfc1031d38697be8abe58.png	0	M88,138,6875c0,-16,64666 -21,32875,-32,01374 -14,-54c3,73705,-11,21114 14,14234,-18,14234 21,-25c3,41923,-3,41923 12,14707,-0,14707 15,-3c2,08178,-2,08178 5,75513,0,08162 9,-1c28,64251,-9,5475 35,95137,18,95137 49,32c0,2357,0,2357 0,66667,0 1,0	stroke
pilot0	4259-f435c767-c24f-44ae-b31d-dd12f9b19743	1501557219302	1	2	far_101_a_9c7c3478edebfc1031d38697	far	101	a	9c7c3478edebfc1031d38697be8abe58.png	0	M165,83,6875c0,5,37238 1,55312,9,55312 5,13c0,2357,0,2357 0,0,66667 0,1c0,14,99085 -3,28,94553 -3,43	stroke
pilot0	4259-f435c767-c24f-44ae-b31d-dd12f9b19743	1501557220661	1	3	far_101_a_9c7c3478edebfc1031d38697	far	101	a	9c7c3478edebfc1031d38697be8abe58.png	0	M90,138,6875c0,9,66667 0,19,33333 0,29	stroke
pilot0	4259-f435c767-c24f-44ae-b31d-dd12f9b19743	1501557225717	1	4	far_101_a_9c7c3478edebfc1031d38697	far	101	a	9c7c3478edebfc1031d38697be8abe58.png	0	M78,157,6875c17,45424,0 36,91954,33,93965 49,43c2,90982,2,18236 1,08613,7,08613 3,9c0,7216,0,7216 17,3885,-17,46283 22,-19c7,37735,-2,45912 49,-12,00618 49,-19c0,-1,97407 -9,59994,-4,59994 -11,-6c-1,76178,-1,76178 -4,60582,-6,25728 -6,-8c-5,08193,-6,35242 -28,90264,-37,54868 -34,-35c-19,40348,9,70174 -32,78113,17,94528 -53,23c-0,53333,0,13333 -2,63333,-0,36667 -3,0c-2,22296,2,22296 -5,00681,9 -8,9	stroke
pilot0	4259-f435c767-c24f-44ae-b31d-dd12f9b19743	1501557227019	1	5	far_101_a_9c7c3478edebfc1031d38697	far	101	a	9c7c3478edebfc1031d38697be8abe58.png	0	M93,174,6875c-1,49071,1,49071 -1,58655,3,93275 -2,6c-2,80173,14,00866 -15,36,15396 -15,49	stroke
pilot0	4259-f435c767-c24f-44ae-b31d-dd12f9b19743	1501557227885	1	6	far_101_a_9c7c3478edebfc1031d38697	far	101	a	9c7c3478edebfc1031d38697be8abe58.png	0	M122,206,6875c0,12,33333 0,24,66667 0,37	stroke
pilot0	4259-f435c767-c24f-44ae-b31d-dd12f9b19743	1501557228746	1	7	far_101_a_9c7c3478edebfc1031d38697	far	101	a	9c7c3478edebfc1031d38697be8abe58.png	0	M195,178,6875c0,12,8453 9,33,65962 9,50	stroke
pilot0	4259-f435c767-c24f-44ae-b31d-dd12f9b19743	1501557230181	1	8	far_101_a_9c7c3478edebfc1031d38697	far	101	a	9c7c3478edebfc1031d38697be8abe58.png	0	M89,76,6875c0,12,52515 2,70698,22,55193 7,34c0,43443,1,15847 7,49028,23,50972 8,23c6,12689,-6,12689 1,17026,-26,34053 5,-34	stroke
pilot0	4259-f435c767-c24f-44ae-b31d-dd12f9b19743	1501557231301	1	9	far_101_a_9c7c3478edebfc1031d38697	far	101	a	9c7c3478edebfc1031d38697be8abe58.png	0	M107,69,6875c4,67906,14,03718 3,50308,28,50925 8,42c1,60113,4,80338 0,84479,9,37916 2,14c0,2915,1,16601 1,6,94318 1,5	stroke
pilot0	4259-f435c767-c24f-44ae-b31d-dd12f9b19743	1501557232026	1	10	far_101_a_9c7c3478edebfc1031d38697	far	101	a	9c7c3478edebfc1031d38697be8abe58.png	0	M123,73,6875c13,38227,50,44086 5,44281,64,11438 15,45	stroke
