iterationName	gameid	time	trialNum	currStrokeNum	intendedName	condition	family	intendedMember	shapenet_id	shiftKeyUsed	svg	eventType
pilot0	2914-2a3df33c-0616-4b12-a04a-3992263d1783	1501544813196	1	1	close_28_a_c79532846cee59c35a4549f761d78642	close	28	a	c79532846cee59c35a4549f761d78642.png	0	M88,5,76,79688c0,20,66667 0,41,33333 0,62c0,1,89953 -1,72986,7,27014 -1,8c0,4714,0,4714 1,33333,0 2,0c20,72352,0 34,6783,4 55,4c0,66667,0 1,5286,-0,4714 2,0c5,89888,5,89888 -3,04477,22,91046 1,31c1,06667,2,13333 -1,06667,5,86667 0,8c1,31705,2,63409 4,45511,21,54489 2,24c-5,72749,5,72749 -46,40693,-3 -58,-3c-0,01492,0 -8,-1 -8,-1c0,0 7,4639,-3,4639 8,-4c3,74232,-3,74232 10,85919,-10,42959 16,-13c1,78666,-0,89333 8,39539,1,39539 9,2c4,23073,4,23073 23,03066,0 29,0	stroke
pilot0	2914-2a3df33c-0616-4b12-a04a-3992263d1783	1501544818530	1	2	close_28_a_c79532846cee59c35a4549f761d78642	close	28	a	c79532846cee59c35a4549f761d78642.png	0	M87,5,77,79688c22,23528,0 34,10284,-23 56,-23c0,39452,0 8,-2 8,-2c0,0 1,4,71527 1,6c0,15,0546 7,27,43924 7,44c0,0,78301 -0,49898,4,50102 0,5c3,73586,3,73586 40,73726,-2,26274 47,4c0,4714,0,4714 1,33333,0 2,0c1,00245,0 7,1 7,1c0,0 -3,68831,0 -4,0c-5,81636,0 -17,29412,1,14706 -23,4c-11,82613,5,91306 -28,76276,17,76276 -37,26c-0,75588,0,75588 -2,0,43381 -2,2	stroke
pilot0	2914-2a3df33c-0616-4b12-a04a-3992263d1783	1501544821376	1	3	close_28_a_c79532846cee59c35a4549f761d78642	close	28	a	c79532846cee59c35a4549f761d78642.png	0	M215,5,106,79688c0,26,03562 -5,49,74003 -5,77c0,1,27188 0,80955,7,19045 0,8c-15,82487,15,82487 -36,25716,25 -59,25	stroke
pilot0	2914-2a3df33c-0616-4b12-a04a-3992263d1783	1501544835310	2	1	close_58_a_6cf3b41688dfc4b4707cdefe012d	close	58	a	6cf3b41688dfc4b4707cdefe012d0353.png	0	M87,5,47,79688c26,76487,0 50,79973,3 78,3c4,00883,0 24,09356,-9,90644 26,-8c0,4714,0,4714 0,1,33333 0,2c0,31,94171 -3,67,72806 -3,102c0,4,75291 -0,36283,32 0,32	stroke
pilot0	2914-2a3df33c-0616-4b12-a04a-3992263d1783	1501544837550	2	2	close_58_a_6cf3b41688dfc4b4707cdefe012d	close	58	a	6cf3b41688dfc4b4707cdefe012d0353.png	0	M90,5,52,79688c-4,89323,0 -4,27,97566 -4,32c0,28,02767 11,52,66952 11,78c0,4,60586 -2,01507,14,96987 0,19c1,02409,2,04817 2,55079,0,2754 4,1c4,47826,2,23913 62,23074,6,76926 66,3c2,60794,-2,60794 19,40538,-8 23,-8	stroke
pilot0	2914-2a3df33c-0616-4b12-a04a-3992263d1783	1501544839346	2	3	close_58_a_6cf3b41688dfc4b4707cdefe012d	close	58	a	6cf3b41688dfc4b4707cdefe012d0353.png	0	M97,5,179,79688c6,25651,0 15,84815,15,84815 20,20c1,10149,1,10149 0,26252,4 2,4	stroke
pilot0	2914-2a3df33c-0616-4b12-a04a-3992263d1783	1501544840658	2	4	close_58_a_6cf3b41688dfc4b4707cdefe012d	close	58	a	6cf3b41688dfc4b4707cdefe012d0353.png	0	M190,5,177,79688c0,11,93717 18,21,92787 18,31	stroke
pilot0	2914-2a3df33c-0616-4b12-a04a-3992263d1783	1501544842406	2	5	close_58_a_6cf3b41688dfc4b4707cdefe012d	close	58	a	6cf3b41688dfc4b4707cdefe012d0353.png	0	M120,5,199,79688c0,5,17472 0,34092,11,34092 4,15c5,9508,5,9508 77,13779,-10 84,-10	stroke
pilot0	2914-2a3df33c-0616-4b12-a04a-3992263d1783	1501544844341	2	6	close_58_a_6cf3b41688dfc4b4707cdefe012d	close	58	a	6cf3b41688dfc4b4707cdefe012d0353.png	0	M126,5,215,79688c4,16404,0 7,24,91695 7,31	stroke
pilot0	2914-2a3df33c-0616-4b12-a04a-3992263d1783	1501544846626	2	7	close_58_a_6cf3b41688dfc4b4707cdefe012d	close	58	a	6cf3b41688dfc4b4707cdefe012d0353.png	0	M209,5,204,79688c0,3,32647 3,60332,28,39668 2,30c-5,80277,5,80277 -21,7166,6,7166 -28,13c-2,46743,2,46743 -45,83373,3,16627 -48,1c-0,96695,-0,96695 -3,-0,21767 -3,-2	stroke
