iterationName	gameid	time	trialNum	currStrokeNum	intendedName	condition	family	intendedMember	shapenet_id	shiftKeyUsed	svg	eventType
pilot0	8843-ec1b61f4-42ed-4fbb-a2ca-fc45eb4def32	1501543775731	1	1	split_117_a_665bfb42a0362f71d577f4b88a77dd38	split	117	a	665bfb42a0362f71d577f4b88a77dd38.png	0	M72,64,375c17,04761,0 19,33472,26,66943 25,38c0,44721,0,89443 -0,89443,2,55279 0,3c6,03309,3,01655 20,80616,12,80616 26,18c1,38714,1,38714 4,9394,-4,29293 6,-5c9,90582,-6,60388 22,84679,-29,84679 33,-40c4,89635,-4,89635 -3,39136,-8,39136 -4,-9c-6,45457,-6,45457 -18,17048,-9,17048 -25,-16c-1,72681,-1,72681 -10,83,1 -13,1c-21,23474,0 -42,-7,80729 -42,17	stroke
pilot0	8843-ec1b61f4-42ed-4fbb-a2ca-fc45eb4def32	1501543777795	1	2	split_117_a_665bfb42a0362f71d577f4b88a77dd38	split	117	a	665bfb42a0362f71d577f4b88a77dd38.png	0	M115,114,375c11,54556,0 23,27,13142 23,40	stroke
pilot0	8843-ec1b61f4-42ed-4fbb-a2ca-fc45eb4def32	1501543778858	1	3	split_117_a_665bfb42a0362f71d577f4b88a77dd38	split	117	a	665bfb42a0362f71d577f4b88a77dd38.png	0	M142,108,375c1,73984,3,47968 22,47392,19,52608 13,29c-1,66667,1,66667 -8,33333,-1,66667 -10,0c-1,90385,1,90385 -2,24466,6 -6,6	stroke
pilot0	8843-ec1b61f4-42ed-4fbb-a2ca-fc45eb4def32	1501543783571	1	4	split_117_a_665bfb42a0362f71d577f4b88a77dd38	split	117	a	665bfb42a0362f71d577f4b88a77dd38.png	0	M180,102,375c5,23067,0 4,05494,6,10988 6,10c9,15895,18,31791 -15,19957,30,09978 -25,35c-17,41775,8,70887 -32,83164,12,94388 -51,19c-18,99753,6,33251 -35,66066,-11,33934 -51,4c-7,49628,7,49628 22,75303,52,75303 28,58c5,03968,5,03968 21,44578,3,81526 28,6c8,38256,2,79419 59,37958,14,62042 64,10c6,70039,-6,70039 18,42341,-16,2117 28,-21c4,7906,-2,3953 13,65368,-30,65368 20,-37c2,31056,-2,31056 0,34731,-8,52096 2,-11c16,05009,-24,07514 -10,31171,-37,93514 -13,-46c-3,19624,-9,58873 -14,21705,-23 -21,-23c-4,14495,0 -15,-3,04046 -15,-6	stroke
pilot0	8843-ec1b61f4-42ed-4fbb-a2ca-fc45eb4def32	1501543787786	1	5	split_117_a_665bfb42a0362f71d577f4b88a77dd38	split	117	a	665bfb42a0362f71d577f4b88a77dd38.png	0	M114,232,375c0,9,7658 -29,11056,11,66583 -40,28c-1,47646,2,21468 5,5,67849 5,8	stroke
pilot0	8843-ec1b61f4-42ed-4fbb-a2ca-fc45eb4def32	1501543788986	1	6	split_117_a_665bfb42a0362f71d577f4b88a77dd38	split	117	a	665bfb42a0362f71d577f4b88a77dd38.png	0	M71,202,375c0,6,32295 -5,87038,11,30557 -9,16c-1,71783,2,57674 -0,26325,12,78975 -1,15c-1,86195,5,58585 -0,31676,23 -6,23	stroke
pilot0	8843-ec1b61f4-42ed-4fbb-a2ca-fc45eb4def32	1501543791185	1	7	split_117_a_665bfb42a0362f71d577f4b88a77dd38	split	117	a	665bfb42a0362f71d577f4b88a77dd38.png	0	M204,217,375c21,62105,0 28,21,58953 28,43	stroke
pilot0	8843-ec1b61f4-42ed-4fbb-a2ca-fc45eb4def32	1501543792489	1	8	split_117_a_665bfb42a0362f71d577f4b88a77dd38	split	117	a	665bfb42a0362f71d577f4b88a77dd38.png	0	M224,177,375c10,24335,0 27,21,55259 27,31c0,1,59184 0,85788,7 -1,7	stroke
pilot0	8843-ec1b61f4-42ed-4fbb-a2ca-fc45eb4def32	1501543815578	2	1	split_39_a_20b36bbb42d36e0771dcb8deedb6c8d	split	39	a	20b36bbb42d36e0771dcb8deedb6c8d.png	0	M78,111,375c-2,17269,0 -0,76767,3,8485 0,5c4,1507,6,22606 6,5,97141 6,16c0,18,08073 2,9348,54,1304 -4,68c-2,14614,4,29228 17,33952,10 25,10c0,33333,0 0,85093,-0,29814 1,0c2,03885,4,0777 9,17165,12,17165 13,16c0,47056,0,47056 4,45383,0,13654 5,0c12,71583,-3,17896 55,11366,-9,11366 62,-16c0,99492,-0,99492 31,70167,-4,40335 34,-9c2,1391,-4,2782 0,27105,-21,86448 -2,-23c-1,70948,-0,85474 4,72517,-18,27483 4,-19c-10,87269,-10,87269 -24,7467,-17,7467 -34,-27c-4,37838,-4,37838 -26,83405,3,33189 -27,3c-4,51978,-9,03955 1,36108,-38,63892 -5,-45c-2,12437,-2,12437 -10,4234,1,36936 -12,2c-2,68606,1,07442 -9,91544,-1,08456 -12,1c-4,94177,4,94177 -60,80755,25 -68,25	stroke
pilot0	8843-ec1b61f4-42ed-4fbb-a2ca-fc45eb4def32	1501543820897	2	2	split_39_a_20b36bbb42d36e0771dcb8deedb6c8d	split	39	a	20b36bbb42d36e0771dcb8deedb6c8d.png	0	M170,196,375c1,51387,0 -17,37721,10,37721 -19,12c-2,19515,2,19515 7,47567,7,47567 8,8c5,06419,5,06419 1,29674,21,90109 16,17c17,70949,-5,90316 2,1249,-14,8751 -6,-23c-1,66551,-1,66551 -2,-11,61006 -2,-18	stroke
