iterationName	gameid	time	trialNum	currStrokeNum	intendedName	condition	family	intendedMember	shapenet_id	shiftKeyUsed	svg	eventType
pilot0	4954-4773ec62-ae75-4f1e-991e-9342af7e075a	1501629829605	1	1	far_89_a_537924063294eb5f46ed025f8f85	far	89	a	537924063294eb5f46ed025f8f85e067.png	0	M86,105,34375c14,36689,-1,79586 74,21717,-11,55997 84,-3c10,53611,9,2191 7,36,18223 7,49	stroke
pilot0	4954-4773ec62-ae75-4f1e-991e-9342af7e075a	1501629830706	1	2	far_89_a_537924063294eb5f46ed025f8f85	far	89	a	537924063294eb5f46ed025f8f85e067.png	0	M91,106,34375c3,28155,14,76699 11,35,58695 11,50	stroke
pilot0	4954-4773ec62-ae75-4f1e-991e-9342af7e075a	1501629833464	1	3	far_89_a_537924063294eb5f46ed025f8f85	far	89	a	537924063294eb5f46ed025f8f85e067.png	0	M181,147,34375c20,55341,4,56742 35,82996,-6,20749 55,-11c0,1854,-0,04635 4,68994,-0,31006 5,0c5,70927,5,70927 6,62,18716 6,74	stroke
pilot0	4954-4773ec62-ae75-4f1e-991e-9342af7e075a	1501629835770	1	4	far_89_a_537924063294eb5f46ed025f8f85	far	89	a	537924063294eb5f46ed025f8f85e067.png	0	M108,147,34375c11,27398,2,8185 21,20521,0,6987 32,-2c1,96705,-0,49176 4,95681,-2,73864 6,-1c0,4295,0,71584 7,63,29818 7,69	stroke
pilot0	4954-4773ec62-ae75-4f1e-991e-9342af7e075a	1501629838046	1	5	far_89_a_537924063294eb5f46ed025f8f85	far	89	a	537924063294eb5f46ed025f8f85e067.png	0	M117,170,34375c21,7147,5,42868 58,99852,1,00059 79,-7	stroke
pilot0	4954-4773ec62-ae75-4f1e-991e-9342af7e075a	1501629845848	1	6	far_89_a_537924063294eb5f46ed025f8f85	far	89	a	537924063294eb5f46ed025f8f85e067.png	0	M148,204,34375c16,38966,-4,09742 31,69267,-9,73853 48,-13c19,35407,-3,87081 35,60837,-0,86946 54,-7c6,03424,-2,01141 13,48702,-18,71817 9,-25c-3,59682,-5,03555 -25,98245,-0,43359 -31,1c-12,81653,3,66187 -82,31691,22,84306 -86,26c-5,27328,4,51995 -1,43916,8,12168 1,13	stroke
pilot0	4954-4773ec62-ae75-4f1e-991e-9342af7e075a	1501629847655	1	7	far_89_a_537924063294eb5f46ed025f8f85	far	89	a	537924063294eb5f46ed025f8f85e067.png	0	M109,167,34375c3,90003,15,60012 1,18331,50,18331 13,62	stroke
pilot0	4954-4773ec62-ae75-4f1e-991e-9342af7e075a	1501629865437	2	1	close_2_a_46c7367eede2d9c5ca2e	close	2	a	46c7367eede2d9c5ca2ed12df13a916a.png	0	M90,73,34375c2,03247,8,12987 42,92262,88,87679 50,91c7,41353,2,22406 17,32636,-3,77545 24,-6c27,42858,-9,14286 55,12383,-2,23702 76,14c10,33398,8,03754 20,53605,14,14421 24,28	stroke
pilot0	4954-4773ec62-ae75-4f1e-991e-9342af7e075a	1501629872273	2	2	close_2_a_46c7367eede2d9c5ca2e	close	2	a	46c7367eede2d9c5ca2ed12df13a916a.png	0	M261,192,34375c-6,00502,7,50628 -22,32161,33,2976 -34,32c-4,82729,-0,53637 -30,4167,-28,60417 -44,-32c-16,43282,-4,10821 -64,07081,-0,55311 -74,-8c-0,21578,-0,16184 -46,18156,-82,36311 -50,-90	stroke
pilot0	4954-4773ec62-ae75-4f1e-991e-9342af7e075a	1501629873038	2	3	close_2_a_46c7367eede2d9c5ca2e	close	2	a	46c7367eede2d9c5ca2ed12df13a916a.png	0	M76,96,34375c9,72286,-3,24095 16,83831,-6,83831 24,-14	stroke
