iterationName	gameid	time	trialNum	currStrokeNum	intendedName	condition	family	intendedMember	shapenet_id	shiftKeyUsed	svg	eventType
pilot0	8288-fceecdc5-32af-4853-8ecc-671dfed01bcd	1501543595069	1	1	close_62_a_93ee27f70b593cee7b11ae648ea92233	close	62	a	93ee27f70b593cee7b11ae648ea92233.png	0	M91,33331,183,46875c0,9,66667 0,19,33333 0,29	stroke
pilot0	8288-fceecdc5-32af-4853-8ecc-671dfed01bcd	1501543597234	1	2	close_62_a_93ee27f70b593cee7b11ae648ea92233	close	62	a	93ee27f70b593cee7b11ae648ea92233.png	0	M73,33331,161,46875c0,1,33333 0,2,66667 0,4	stroke
pilot0	8288-fceecdc5-32af-4853-8ecc-671dfed01bcd	1501543600841	1	3	close_62_a_93ee27f70b593cee7b11ae648ea92233	close	62	a	93ee27f70b593cee7b11ae648ea92233.png	0	M153,33331,170,46875c0,4,33333 0,8,66667 0,13	stroke
pilot0	8288-fceecdc5-32af-4853-8ecc-671dfed01bcd	1501543607275	1	4	close_62_a_93ee27f70b593cee7b11ae648ea92233	close	62	a	93ee27f70b593cee7b11ae648ea92233.png	0	M89,33331,183,46875c9,07143,0 64,25098,-8,25098 68,-12c1,37639,-1,37639 -1,60834,-3,21667 -2,-4c-3,95612,-7,91224 -10,-16,48476 -10,-28	stroke
pilot0	8288-fceecdc5-32af-4853-8ecc-671dfed01bcd	1501543609659	1	5	close_62_a_93ee27f70b593cee7b11ae648ea92233	close	62	a	93ee27f70b593cee7b11ae648ea92233.png	0	M93,33331,179,46875c-1,93709,0 -19,39251,-20,39251 -23,-24	stroke
pilot0	8288-fceecdc5-32af-4853-8ecc-671dfed01bcd	1501543612137	1	6	close_62_a_93ee27f70b593cee7b11ae648ea92233	close	62	a	93ee27f70b593cee7b11ae648ea92233.png	0	M71,33331,157,46875c1,19475,0 1,30329,-3,30329 2,-4c2,58795,-2,58795 3,-52,20907 3,-60	stroke
pilot0	8288-fceecdc5-32af-4853-8ecc-671dfed01bcd	1501543614369	1	7	close_62_a_93ee27f70b593cee7b11ae648ea92233	close	62	a	93ee27f70b593cee7b11ae648ea92233.png	0	M146,33331,140,46875c0,78453,0 -2,53083,-18,53083 -4,-20c-5,45677,-5,45677 2,-26,14118 2,-33	stroke
pilot0	8288-fceecdc5-32af-4853-8ecc-671dfed01bcd	1501543615734	1	8	close_62_a_93ee27f70b593cee7b11ae648ea92233	close	62	a	93ee27f70b593cee7b11ae648ea92233.png	0	M144,33331,87,46875c0,-1,01118 -8,14538,-2 -9,-2	stroke
pilot0	8288-fceecdc5-32af-4853-8ecc-671dfed01bcd	1501543616973	1	9	close_62_a_93ee27f70b593cee7b11ae648ea92233	close	62	a	93ee27f70b593cee7b11ae648ea92233.png	0	M75,33331,95,46875c0,-1,85442 -0,52313,-4 2,-4	stroke
pilot0	8288-fceecdc5-32af-4853-8ecc-671dfed01bcd	1501543618888	1	10	close_62_a_93ee27f70b593cee7b11ae648ea92233	close	62	a	93ee27f70b593cee7b11ae648ea92233.png	0	M76,33331,93,46875c2,19612,0 7,1,06724 7,-2	stroke
