iterationName	gameid	time	trialNum	currStrokeNum	intendedName	condition	family	intendedMember	shapenet_id	shiftKeyUsed	svg	eventType
pilot0	2312-1b37e900-22ea-460f-8992-2091dbd75cbc	1501893948044	1	1	split_38_a_a66d78cbf360	split	38	a	a66d78cbf3603e8bba9df3ea0397b1a6.png	0	M186,128,64999c0,5,59106 -10,06461,6,12922 -12,10	stroke
pilot0	2312-1b37e900-22ea-460f-8992-2091dbd75cbc	1501893960026	1	2	split_38_a_a66d78cbf360	split	38	a	a66d78cbf3603e8bba9df3ea0397b1a6.png	0	M54,129,64999c0,-19,77353 4,88946,-64,59297 22,-76c27,19845,-18,1323 112,13629,-1,86371 130,16c3,69489,3,69489 0,27,76971 0,33c0,12 0,24 0,36c0,1,33333 1,19257,3,40372 0,4c-3,23027,1,61514 -8,44712,-2 -12,-2c-7,15946,0 -17,70942,1,14529 -24,-2c-0,84327,-0,42164 -1,15673,-1,57836 -2,-2c-5,73983,-2,86991 5,75535,-9,5107 7,-12c2,13364,-4,26729 -3,7519,-48,7519 -5,-50c-0,50323,-0,50323 -6,51302,0 -7,0c-18,48487,0 -43,30451,-4,42387 -61,0c-6,99919,1,7498 -11,4545,3,72725 -16,6c-1,96035,0,98018 1,40536,14,12619 0,16c-5,81044,7,74725 -12,44869,18,89738 -16,26c-1,35507,2,71015 2,3105,16,45967 0,18c-12,90541,8,60361 -16,-7,62656 -16,-16	stroke
pilot0	2312-1b37e900-22ea-460f-8992-2091dbd75cbc	1501893965425	1	3	split_38_a_a66d78cbf360	split	38	a	a66d78cbf3603e8bba9df3ea0397b1a6.png	0	M54,134,64999c0,6,12589 -2,36819,21,63181 2,26c14,98249,14,98249 90,18719,8 114,8c15,26602,0 47,95394,0,72808 56,-10c7,06428,-9,41904 -25,85866,-20,35689 -28,-20c-10,37308,1,72885 -28,79038,11,19359 -36,16c-4,32972,2,88648 -47,7265,0 -56,0c-8,99161,0 -31,86665,-1,86665 -36,-6c-1,56987,-1,56987 -7,79971,-10 -7,-10	stroke
pilot0	2312-1b37e900-22ea-460f-8992-2091dbd75cbc	1501893967532	1	4	split_38_a_a66d78cbf360	split	38	a	a66d78cbf3603e8bba9df3ea0397b1a6.png	0	M60,164,64999c-5,28229,0 -10,81127,21,62254 -13,26c-3,96441,7,92882 -25,30,80854 -25,36	stroke
pilot0	2312-1b37e900-22ea-460f-8992-2091dbd75cbc	1501893969358	1	5	split_38_a_a66d78cbf360	split	38	a	a66d78cbf3603e8bba9df3ea0397b1a6.png	0	M156,168,64999c-0,94281,0 -2,1,05719 -2,2c0,4,95934 8,35443,58,35443 9,59c1,1 1,58579,3 3,3	stroke
pilot0	2312-1b37e900-22ea-460f-8992-2091dbd75cbc	1501893971479	1	6	split_38_a_a66d78cbf360	split	38	a	a66d78cbf3603e8bba9df3ea0397b1a6.png	0	M182,168,64999c5,90089,5,90089 40,83001,22 48,22	stroke
pilot0	2312-1b37e900-22ea-460f-8992-2091dbd75cbc	1501894006420	2	1	close_68_a_98f923c006fdd918e6d	close	68	a	98f923c006fdd918e6d206b2ed87676.png	0	M50,84,64999c-6,56705,0 -11,31,8509 -11,42c0,26,50906 12,28704,74,28704 28,90c2,72114,2,72114 12,29798,3,29798 15,6c1,0287,1,0287 8,51066,4,32623 12,2c34,74142,-23,16095 8,08437,-113,91563 -12,-134c-6,30178,-6,30178 -23,95765,-14,04235 -32,-6c-1,4687,1,4687 -4,-1,01527 -4,2	stroke
pilot0	2312-1b37e900-22ea-460f-8992-2091dbd75cbc	1501894012582	2	2	close_68_a_98f923c006fdd918e6d	close	68	a	98f923c006fdd918e6d206b2ed87676.png	0	M56,33,64999c0,33,24107 10,64,87672 10,99c0,5,88631 -1,49788,15,00424 1,20c6,17917,12,35834 30,25799,10,629 45,18c12,90868,6,45434 38,05353,9,31549 54,4c18,78544,-6,26181 48,9135,7,0865 61,-5c2,32948,-2,32948 -2,35959,-12,35959 -3,-13c-4,67771,-4,67771 -8,23492,-13,11746 -14,-16c-16,27849,-8,13924 -32,53169,-14,53169 -44,-26c-0,5,-0,5 -2,5,0,5 -3,0c-0,72144,-0,72144 0,-4,84398 0,-6c0,-16,65426 -1,-32,50708 -1,-48c0,-8 0,-16 0,-24c0,-1,80411 0,99483,-9,00517 0,-10c-2,-2 -6,-2 -8,-4c-0,70711,-0,70711 -2,0 -3,0c-10,80938,0 -23,42378,6 -36,6c-5,53127,0 -55,29821,-0,70179 -56,0c-1,16844,1,16844 -6,21764,18 -1,18	stroke
pilot0	2312-1b37e900-22ea-460f-8992-2091dbd75cbc	1501894017852	2	3	close_68_a_98f923c006fdd918e6d	close	68	a	98f923c006fdd918e6d206b2ed87676.png	0	M162,72,64999c21,40488,0 54,00107,8,00107 68,22c6,41365,6,41365 4,98148,16,47222 10,24c5,14493,7,71739 1,76496,22,23504 -2,26c-2,22386,2,22386 -3,2889,21,2889 -7,25c-1,87387,1,87387 -8,64833,48,82416 -17,53c-37,19197,18,59599 -68,-3,31121 -68,-45	stroke
pilot0	2312-1b37e900-22ea-460f-8992-2091dbd75cbc	1501894020030	2	4	close_68_a_98f923c006fdd918e6d	close	68	a	98f923c006fdd918e6d206b2ed87676.png	0	M163,81,64999c0,1,84676 2,40705,1 4,1c5,00655,0 30,43928,7,43928 35,12c4,81469,4,81469 13,65654,6,82827 20,10c5,27066,2,63533 6,77367,50,45266 4,56	stroke
pilot0	2312-1b37e900-22ea-460f-8992-2091dbd75cbc	1501894022523	2	5	close_68_a_98f923c006fdd918e6d	close	68	a	98f923c006fdd918e6d206b2ed87676.png	0	M218,172,64999c0,11,03852 -4,17,34804 -4,26c0,1 0,89443,2,55279 0,3c-4,84132,2,42066 -4,45308,7,45308 -8,11c-3,33333,3,33333 -11,66667,1,66667 -15,5c-1,61232,1,61232 -11,70094,1,59811 -13,-1c-0,29814,-0,59628 0,4714,-1,5286 0,-2c-4,63772,-4,63772 -16,-12,87112 -16,-22c0,-1 0,89443,-2,55279 0,-3c-4,2825,-2,14125 -8,-8,29273 -8,-15	stroke
pilot0	2312-1b37e900-22ea-460f-8992-2091dbd75cbc	1501894030464	2	6	close_68_a_98f923c006fdd918e6d	close	68	a	98f923c006fdd918e6d206b2ed87676.png	0	M58,94,64999c0,3,70664 -3,47601,16,738 -6,18c-0,5148,0,2574 0,7,08172 0,8c0,22,30338 -0,76182,48,47635 8,66c0,42164,0,84327 1,15673,1,57836 2,2c0,29814,0,14907 0,0,66667 0,1c0,1,43267 1,20881,4,60441 2,5c1,26491,0,63246 2,2 3,3c0,66667,0,66667 2,33333,0,33333 3,1c1,73096,1,73096 19,74604,18,25396 24,14c4,25723,-4,25723 9,41559,-60,58441 4,-66c-3,37538,-3,37538 -5,37903,-16,68952 -8,-18c-13,09119,-6,5456 -17,08029,-30 -35,-30	stroke
pilot0	2312-1b37e900-22ea-460f-8992-2091dbd75cbc	1501894080654	3	1	far_121_a_91cf38c4b99d	far	121	a	91cf38c4b99d75374fa746d16faad4f5.png	0	M151,50,64999c-10,00707,-10,00707 -53,45301,-16 -71,-16c-3,53545,0 -8,39744,1,20512 -6,6c12,20514,24,41028 81,36518,34,92696 116,28c6,32484,-1,26497 27,71243,4,28757 32,0c2,28931,-2,28931 -14,04633,-13,68211 -18,-15c-18,28851,-6,09617 -36,49723,-8 -62,-8	stroke
pilot0	2312-1b37e900-22ea-460f-8992-2091dbd75cbc	1501894082466	3	2	far_121_a_91cf38c4b99d	far	121	a	91cf38c4b99d75374fa746d16faad4f5.png	0	M108,61,64999c-0,45206,7,23302 -1,12,50691 -1,19	stroke
pilot0	2312-1b37e900-22ea-460f-8992-2091dbd75cbc	1501894083831	3	3	far_121_a_91cf38c4b99d	far	121	a	91cf38c4b99d75374fa746d16faad4f5.png	0	M174,66,64999c0,12 0,24 0,36	stroke
pilot0	2312-1b37e900-22ea-460f-8992-2091dbd75cbc	1501894090795	3	4	far_121_a_91cf38c4b99d	far	121	a	91cf38c4b99d75374fa746d16faad4f5.png	0	M94,78,64999c38,94145,0 120,625,12,625 140,32c1,16667,1,16667 -1,16667,5,83333 0,7c7,31627,7,31627 -8,5154,12,86154 -16,15c-0,23562,0,06732 -6,0 -6,0c0,0 2,88506,1 3,1c3,22735,0 10,77801,3,11099 15,1c7,05775,-3,52887 -10,04041,-29 0,-29c0,22693,0 -0,25724,6,48551 0,7c1,96404,3,92808 5,7556,43,7556 6,44c5,03729,5,03729 -0,03922,19,94117 4,26c4,152,6,22799 0,67545,15,02635 3,22c0,30988,0,92965 4,56767,5,21617 3,6c-12,20613,6,10306 -38,62244,-4,24898 -48,-8c-10,70503,-4,28201 -74,9779,-8 -91,-8c-7,86701,0 -46,54103,-1,54103 -49,-4c-1,62738,-1,62738 0,00978,-18,01957 1,-20c7,35576,-14,71152 1,86089,-93,90726 5,-96c6,98123,-4,65416 44,37279,7 54,7	stroke
pilot0	2312-1b37e900-22ea-460f-8992-2091dbd75cbc	1501894093974	3	5	far_121_a_91cf38c4b99d	far	121	a	91cf38c4b99d75374fa746d16faad4f5.png	0	M98,88,64999c-5,22187,0 -9,23679,-3 -16,-3c-28,19913,0 14,33673,29,83164 32,21c2,25966,-1,12983 -1,85242,-3,92621 -2,-4c-7,33549,-3,66774 2,1378,-16 -18,-16	stroke
pilot0	2312-1b37e900-22ea-460f-8992-2091dbd75cbc	1501894096012	3	6	far_121_a_91cf38c4b99d	far	121	a	91cf38c4b99d75374fa746d16faad4f5.png	0	M174,96,64999c-3,42033,0 -21,62768,-3,62768 -24,-6c-5,00256,-5,00256 -27,89806,0,20387 -23,10c6,37209,12,74419 49,19,12964 49,-6	stroke
pilot0	2312-1b37e900-22ea-460f-8992-2091dbd75cbc	1501894099139	3	7	far_121_a_91cf38c4b99d	far	121	a	91cf38c4b99d75374fa746d16faad4f5.png	0	M210,100,64999c-4,94858,0 -27,85346,-3,14654 -31,0c-3,68053,3,68053 2,38523,9,38523 3,10c13,09005,13,09005 37,45264,29,54736 56,11c1,67816,-1,67816 -0,60813,-4,53604 -2,-5c-5,60403,-1,86801 -13,69009,-24 -29,-24	stroke
pilot0	2312-1b37e900-22ea-460f-8992-2091dbd75cbc	1501894103299	3	8	far_121_a_91cf38c4b99d	far	121	a	91cf38c4b99d75374fa746d16faad4f5.png	0	M70,114,64999c6,38482,0 20,33595,20,33595 24,24c1,09843,1,09843 2,81257,0,62514 4,3c0,24228,0,48457 4,83776,3,91888 5,4c0,94281,0,4714 2,25464,0,25464 3,1c0,52705,0,52705 0,33333,1,66667 1,2c1,07497,0,53748 2,15016,1,15016 3,2c1,34815,1,34815 2,8725,2,8725 4,4c0,52705,0,52705 0,66667,1,33333 1,2c0,44721,0,89443 2,10557,-0,44721 3,0c0,59628,0,29814 0,1,33333 0,2c0,0,74536 0,33333,1,66667 1,2c5,73091,2,86545 21,83404,42,58298 15,46c-11,99948,5,99974 -43,41084,39 -59,39c-3,27246,0 -5,3,5007 -5,1	stroke
pilot0	2312-1b37e900-22ea-460f-8992-2091dbd75cbc	1501894108736	3	9	far_121_a_91cf38c4b99d	far	121	a	91cf38c4b99d75374fa746d16faad4f5.png	0	M59,185,64999c0,5,35563 43,32427,81,64855 48,91c1,01865,2,03731 7,7,36276 7,9	stroke
pilot0	2312-1b37e900-22ea-460f-8992-2091dbd75cbc	1501894112098	3	10	far_121_a_91cf38c4b99d	far	121	a	91cf38c4b99d75374fa746d16faad4f5.png	0	M62,244,64999c53,90445,0 106,23215,-14 157,-14	stroke
pilot0	2312-1b37e900-22ea-460f-8992-2091dbd75cbc	1501894142531	3	11	far_121_a_91cf38c4b99d	far	121	a	91cf38c4b99d75374fa746d16faad4f5.png	0	M218,225,64999c0,-7,46496 20,36393,-9,36393 24,-13c4,69863,-4,69863 15,17704,-7,17704 20,-12c2,47041,-2,47041 10,93083,-27,86166 13,-32c0,29814,-0,59628 0,-1,33333 0,-2	stroke
pilot0	2312-1b37e900-22ea-460f-8992-2091dbd75cbc	1501894145480	3	12	far_121_a_91cf38c4b99d	far	121	a	91cf38c4b99d75374fa746d16faad4f5.png	0	M236,138,64999c3,52511,0 19,75767,-2,24233 22,0c0,93595,0,93595 14,90065,9,45033 16,10c0,59628,0,29814 0,1,33333 0,2c0,6,64128 3,76153,31,88076 8,34c4,34102,2,17051 0,56812,10,56812 4,14c1,02637,1,02637 7,33011,28,66022 9,32c0,74997,1,49993 -1,2532,4 1,4	stroke
pilot0	2312-1b37e900-22ea-460f-8992-2091dbd75cbc	1501894147404	3	13	far_121_a_91cf38c4b99d	far	121	a	91cf38c4b99d75374fa746d16faad4f5.png	0	M227,213,64999c-17,62741,0 -31,2,03986 -31,19	stroke
pilot0	2312-1b37e900-22ea-460f-8992-2091dbd75cbc	1501894153243	3	14	far_121_a_91cf38c4b99d	far	121	a	91cf38c4b99d75374fa746d16faad4f5.png	0	M110,273,64999c12,16247,0 75,92193,6,96096 84,11c11,55454,5,77727 75,31921,-8 92,-8	stroke
pilot0	2312-1b37e900-22ea-460f-8992-2091dbd75cbc	1501894153991	3	15	far_121_a_91cf38c4b99d	far	121	a	91cf38c4b99d75374fa746d16faad4f5.png	0	M286,276,64999c0,-18,86687 -56,00474,-42,00316 -68,-50c-2,65462,-1,76975 -7,84848,0,15152 -10,-2c-6,16272,-6,16272 -15,38455,-12,38455 -22,-19	stroke
pilot0	2312-1b37e900-22ea-460f-8992-2091dbd75cbc	1501894185421	4	1	f	far	69	a	fe6b3c001a86d844d5767a0de8dd037e.png	0	M47,46,64999c0,12,08613 4,06005,30,12011 9,40c0,59628,1,19257 -1,19257,3,40372 0,4c6,47147,3,23574 47,29016,4,29016 51,8c3,54472,3,54472 33,05499,6,05499 35,8c3,4301,3,4301 106,82799,17,586 120,11c0,35397,-0,17698 0,-6,30853 0,-7c0,-7,90576 9,06124,-46,93876 4,-52c-0,78066,-0,78066 0,8903,-5,55485 0,-6c-5,5924,-2,7962 -12,44062,1,70626 -18,-2c-6,08202,-4,05468 -19,38908,3,30546 -26,0c-27,37433,-13,68717 -104,03268,7 -132,7c-9,64341,0 -45,08875,1,91125 -51,-4	stroke
pilot0	2312-1b37e900-22ea-460f-8992-2091dbd75cbc	1501894187570	4	2	f	far	69	a	fe6b3c001a86d844d5767a0de8dd037e.png	0	M50,44,64999c14,05011,0 83,83172,-5,16828 89,0c5,51394,5,51394 27,192,-3,61599 31,4c0,06166,0,12331 26,65346,1,30693 28,4c0,59628,1,19257 2,66667,0 4,0c12,68323,0 50,7097,-3,64515 60,1c0,89443,0,44721 0,2 0,3c0,9,69488 -4,24237,31,51526 0,40c0,60666,1,21333 0,27787,3,83361 1,6c0,90349,2,71046 7,93181,25,06819 7,26c-0,92399,0,92399 -64,03031,0 -72,0c-51,76539,0 -113,42149,-3,94766 -148,-27c-3,68599,-2,45733 -11,72132,-2,72132 -14,-5c-4,43488,-4,43488 0,98188,-22,05435 -1,-28c-17,94097,-53,82291 36,47674,-39 71,-39c26,82892,0 50,06308,9 76,9	stroke
