gameid,time,roundNum,sender,contents
8828-f,1461009596780,1,speaker,"the most circular"
8828-f,1461009608709,2,speaker,"two loops"
8828-f,1461009623817,3,speaker,"triangular, like a guitar pick"
8828-f,1461009647411,4,speaker,"vertical with a large curved end"
8828-f,1461009677856,5,speaker,"two loops, the one with the largerst main area"
8828-f,1461009712614,5,speaker,"one small loop, and the larger main area compared to the second image"
8828-f,1461009727577,6,speaker,"hook"
8828-f,1461009742882,7,speaker,"larger image with two loops"
8828-f,1461009758148,8,speaker,"most triangular"
8828-f,1461009779870,9,speaker,"most horizontal hourglass shape"
8828-f,1461009796100,10,speaker,"boomerang"
8828-f,1461009806535,11,speaker,"another boomerang"
8828-f,1461009816517,12,speaker,"hourglass"
8828-f,1461009828271,13,speaker,"hook/boomerang"
8828-f,1461009848253,14,speaker,"most oval shaped"
8828-f,1461009866908,15,speaker,"sharp pointed end"
8828-f,1461009892146,16,speaker,"image with two sections (loop)"
8828-f,1461009906594,17,speaker,"largest shape"
8828-f,1461009923757,18,speaker,"triangular with sharp point"
8828-f,1461009938393,19,speaker,"nike swoosh"
8828-f,1461009952684,20,speaker,"guitar pick"
8828-f,1461009968956,21,speaker,"sharp pointed end"
8828-f,1461009979323,22,speaker,"oval"
8828-f,1461009991628,23,speaker,"sharper pointed end"
8828-f,1461010003945,24,speaker,"most oval"
8828-f,1461010013878,25,speaker,"hourglass"
8828-f,1461010023736,26,speaker,"oval"
8828-f,1461010032405,27,speaker,"hourglass"
8828-f,1461010044826,28,speaker,"jagged two sections"
8828-f,1461010069960,29,speaker,"most circular/oval"
8828-f,1461010083672,30,speaker,"boomerang shape"
8828-f,1461010106631,30,listener,"is it the larger object?"
8828-f,1461010108982,30,speaker,"star trek comm badge shape"
8828-f,1461010111253,30,speaker,"yes"
8828-f,1461010120552,31,speaker,"hourglass"
8828-f,1461010140729,32,speaker,"small circular oval"
8828-f,1461010151698,33,speaker,"smaller with two sections"
8828-f,1461010164744,34,speaker,"hourglass"
8828-f,1461010178323,35,speaker,"hourglass / figure 8"
8828-f,1461010187823,36,speaker,"hourglass/figure 8"
8828-f,1461010198989,37,speaker,"two larger sections"
8828-f,1461010210485,38,speaker,"sharp pointed end"
8828-f,1461010220182,39,speaker,"oval/square"
8828-f,1461010232476,40,speaker,"skinny figure 8"
8828-f,1461010243122,41,speaker,"triangular"
8828-f,1461010255167,42,speaker,"hook with two sections"
8828-f,1461010269719,43,speaker,"elongated shape"
8828-f,1461010278277,44,speaker,"figure 8"
8828-f,1461010311176,45,speaker,"hook pointing bottom"
8828-f,1461010327160,46,speaker,"hourglass with even sections"
8828-f,1461010344456,47,speaker,"shark fin"
8828-f,1461010358678,48,listener,"darn lol"
8828-f,1461010372869,48,speaker,"triangular shape pointing top, smaller"
8828-f,1461010392391,48,listener,"does it look like a bat?"
8828-f,1461010399695,48,speaker,"sharp pointing bottom right"
8828-f,1461010422223,49,speaker,"figure 8 with long skinny bottom"
8828-f,1461010437851,50,speaker,"guitar pick, hope I was decent!"
8828-f,1461010454246,50,listener,"you were really good.  I think I missed three"
