iterationName	gameid	time	intendedName	trialNum	text	timeFromRoundStart	eventType
pilot2	5484-586f80d7-bfe6-453c-9e21-b7213c7c656c	1502205276471	redSquare2	1	moni	18167	drop
pilot2	5484-586f80d7-bfe6-453c-9e21-b7213c7c656c	1502205297676	redSquare1	2	moni	9883	drop
pilot2	5484-586f80d7-bfe6-453c-9e21-b7213c7c656c	1502205320931	spottedCircle1	3	pone	12176	drop
pilot2	5484-586f80d7-bfe6-453c-9e21-b7213c7c656c	1502205338636	stripedCircle2	4	pone	7943	drop
pilot2	5484-586f80d7-bfe6-453c-9e21-b7213c7c656c	1502205359629	stripedCircle2	5	pone	12515	drop
pilot2	5484-586f80d7-bfe6-453c-9e21-b7213c7c656c	1502205376977	blueSquare2	6	meho	9723	drop
pilot2	5484-586f80d7-bfe6-453c-9e21-b7213c7c656c	1502205395232	stripedCircle1	7	nunu	6990	drop
pilot2	5484-586f80d7-bfe6-453c-9e21-b7213c7c656c	1502205412880	blueSquare2	8	meho	8504	drop
pilot2	5484-586f80d7-bfe6-453c-9e21-b7213c7c656c	1502205424644	blueSquare2	9	meho	4372	drop
pilot2	5484-586f80d7-bfe6-453c-9e21-b7213c7c656c	1502205439796	stripedCircle2	10	pone	4463	drop
pilot2	5484-586f80d7-bfe6-453c-9e21-b7213c7c656c	1502205454602	blueSquare1	11	niwi	6477	drop
pilot2	5484-586f80d7-bfe6-453c-9e21-b7213c7c656c	1502205471354	stripedCircle1	12	pone	8015	drop
pilot2	5484-586f80d7-bfe6-453c-9e21-b7213c7c656c	1502205497130	blueSquare2	13	meho	12377	drop
pilot2	5484-586f80d7-bfe6-453c-9e21-b7213c7c656c	1502205511467	stripedCircle1	14	pone	7370	drop
pilot2	5484-586f80d7-bfe6-453c-9e21-b7213c7c656c	1502205529916	spottedCircle2	15	moni	9858	drop
pilot2	5484-586f80d7-bfe6-453c-9e21-b7213c7c656c	1502205541301	spottedCircle2	16	hipo	5404	drop
pilot2	5484-586f80d7-bfe6-453c-9e21-b7213c7c656c	1502205560763	spottedCircle2	17	hipo	9787	drop
pilot2	5484-586f80d7-bfe6-453c-9e21-b7213c7c656c	1502205583309	blueSquare1	18	meho	14608	drop
pilot2	5484-586f80d7-bfe6-453c-9e21-b7213c7c656c	1502205601025	spottedCircle2	19	meho	7003	drop
pilot2	5484-586f80d7-bfe6-453c-9e21-b7213c7c656c	1502205618402	blueSquare1	20	meho	8237	drop
pilot2	5484-586f80d7-bfe6-453c-9e21-b7213c7c656c	1502205629106	spottedCircle1	21	meho	4027	drop
pilot2	5484-586f80d7-bfe6-453c-9e21-b7213c7c656c	1502205642306	spottedCircle1	22	pone	5283	drop
pilot2	5484-586f80d7-bfe6-453c-9e21-b7213c7c656c	1502205657354	stripedCircle2	23	niwi	6161	drop
pilot2	5484-586f80d7-bfe6-453c-9e21-b7213c7c656c	1502205680382	redSquare2	24	moni	13555	drop
pilot2	5484-586f80d7-bfe6-453c-9e21-b7213c7c656c	1502205696030	blueSquare1	25	meho	5030	drop
pilot2	5484-586f80d7-bfe6-453c-9e21-b7213c7c656c	1502205706833	stripedCircle2	26	niwi	4554	drop
pilot2	5484-586f80d7-bfe6-453c-9e21-b7213c7c656c	1502205717824	blueSquare1	27	meho	3518	drop
pilot2	5484-586f80d7-bfe6-453c-9e21-b7213c7c656c	1502205729446	redSquare1	28	meho	3899	drop
