gameid	time	trialNum	sender	contents
pilot0	5767-979a3a3b-b0c6-4113-bfbf-5a37bcf9be29	1499461812841	1	sparrow	message	speaker	It's the picture of the bird
pilot0	5767-979a3a3b-b0c6-4113-bfbf-5a37bcf9be29	1499461855541	2	goldenretriever	message	speaker	It's the dog that is one of the 3 longer leg dogs.  It's the one with a mix of darker and light in it's fur.  
pilot0	5767-979a3a3b-b0c6-4113-bfbf-5a37bcf9be29	1499461890563	3	bluejay	message	speaker	It's the bird again.
pilot0	5767-979a3a3b-b0c6-4113-bfbf-5a37bcf9be29	1499461912875	4	tomtit	message	speaker	The bird...again.  
pilot0	5767-979a3a3b-b0c6-4113-bfbf-5a37bcf9be29	1499461972720	5	inlay	message	speaker	The dark chair with a lighter color cushion on the seat part only.  Open back.  Looks like 4 light color things on the feet of the chair.
pilot0	5767-979a3a3b-b0c6-4113-bfbf-5a37bcf9be29	1499462001853	6	pigeon	message	speaker	The bird...again.  Seriously. 
pilot0	5767-979a3a3b-b0c6-4113-bfbf-5a37bcf9be29	1499462012431	7	crow	message	listener	lol
pilot0	5767-979a3a3b-b0c6-4113-bfbf-5a37bcf9be29	1499462055700	7	crow	message	speaker	It's the bird with the black head and neck/chest area.  A bit lighter in the body, and darker in the wings. 
pilot0	5767-979a3a3b-b0c6-4113-bfbf-5a37bcf9be29	1499462109750	8	redantique	message	speaker	The old-style car.  The wheels are huge compared to the other cars, and looks somewhat chrome/shiny in the front.
pilot0	5767-979a3a3b-b0c6-4113-bfbf-5a37bcf9be29	1499462174007	9	sling	message	speaker	The black frame chair with a huge white cushion running down the back and into the seat area.  Very boxy.  Lots of slats under the arm rests.
pilot0	5767-979a3a3b-b0c6-4113-bfbf-5a37bcf9be29	1499462293889	10	white	message	speaker	The white sports car, seems like a ferrari or something like that.  Low to the ground, 2 black squares on the back with 1 black rectangle and 1 grey rectangle.  
pilot0	5767-979a3a3b-b0c6-4113-bfbf-5a37bcf9be29	1499462353840	11	bluesport	message	speaker	The car!  And here I thought it would be the bird again...
pilot0	5767-979a3a3b-b0c6-4113-bfbf-5a37bcf9be29	1499462367377	11	bluesport	message	listener	thats the next one
pilot0	5767-979a3a3b-b0c6-4113-bfbf-5a37bcf9be29	1499462432566	12	chihuahua	message	speaker	The light color dog, not the one with a lot of grey mixed in the fur.  Kinda looks like a chihuaha in the face.  
pilot0	5767-979a3a3b-b0c6-4113-bfbf-5a37bcf9be29	1499462474868	13	nightingale	message	speaker	The fat light color bird. 
pilot0	5767-979a3a3b-b0c6-4113-bfbf-5a37bcf9be29	1499462492403	14	bluesedan	message	speaker	The car. 
pilot0	5767-979a3a3b-b0c6-4113-bfbf-5a37bcf9be29	1499462508038	15	beetle	message	speaker	The car...
pilot0	5767-979a3a3b-b0c6-4113-bfbf-5a37bcf9be29	1499462523966	16	redsport	message	speaker	And for a third time...the car!
pilot0	5767-979a3a3b-b0c6-4113-bfbf-5a37bcf9be29	1499462536801	17	waiting	message	speaker	The chair
pilot0	5767-979a3a3b-b0c6-4113-bfbf-5a37bcf9be29	1499462545755	17	waiting	message	listener	hey at least these are easy
pilot0	5767-979a3a3b-b0c6-4113-bfbf-5a37bcf9be29	1499462549346	17	waiting	message	speaker	seriously!
pilot0	5767-979a3a3b-b0c6-4113-bfbf-5a37bcf9be29	1499462563174	18	woven	message	speaker	Chair
pilot0	5767-979a3a3b-b0c6-4113-bfbf-5a37bcf9be29	1499462593520	19	straight	message	speaker	The light color frame with the white chair cushion.  Looks smaller than the other chairs.
pilot0	5767-979a3a3b-b0c6-4113-bfbf-5a37bcf9be29	1499462611275	20	squat	message	speaker	Chair
pilot0	5767-979a3a3b-b0c6-4113-bfbf-5a37bcf9be29	1499462653194	21	robin	message	speaker	The dark bird...pretty much all dark through the body.  
pilot0	5767-979a3a3b-b0c6-4113-bfbf-5a37bcf9be29	1499462673486	22	knob	message	speaker	Chair
pilot0	5767-979a3a3b-b0c6-4113-bfbf-5a37bcf9be29	1499462709207	23	hatchback	message	speaker	White color car, like a typical Honda.  There's some weird circles in the windshield area.
pilot0	5767-979a3a3b-b0c6-4113-bfbf-5a37bcf9be29	1499462801006	24	weimaraner	message	speaker	Medium-dark color dog, all medium throughout the body.  Tail is straight.  Not the floppy ear dog.  
pilot0	5767-979a3a3b-b0c6-4113-bfbf-5a37bcf9be29	1499462822726	25	doberman	message	speaker	Dog
pilot0	5767-979a3a3b-b0c6-4113-bfbf-5a37bcf9be29	1499462850696	26	leather	message	speaker	Metal frame with dark cushion and armrests.
pilot0	5767-979a3a3b-b0c6-4113-bfbf-5a37bcf9be29	1499462872129	27	bullmastiff	message	speaker	Dog
pilot0	5767-979a3a3b-b0c6-4113-bfbf-5a37bcf9be29	1499462888728	28	pug	message	speaker	Woof (dog)
pilot0	5767-979a3a3b-b0c6-4113-bfbf-5a37bcf9be29	1499462903611	29	bloodhound	message	speaker	Woof again
pilot0	5767-979a3a3b-b0c6-4113-bfbf-5a37bcf9be29	1499462938183	30	brown	message	speaker	White car, convertible looking black top.  4 doors, the back wheel is partially covered by the car body.
pilot0	5767-979a3a3b-b0c6-4113-bfbf-5a37bcf9be29	1499462980240	31	cuckoo	message	speaker	The dark bird with the spots all down the front and neck area.  
pilot0	5767-979a3a3b-b0c6-4113-bfbf-5a37bcf9be29	1499463027239	31	cuckoo	message	listener	one with the smallest feet, not the fat one?
pilot0	5767-979a3a3b-b0c6-4113-bfbf-5a37bcf9be29	1499463065906	31	cuckoo	message	speaker	Yep, smallest feet.  Good catch!  The wings extend pretty far back and are pointed like the tail.
pilot0	5767-979a3a3b-b0c6-4113-bfbf-5a37bcf9be29	1499463087944	32	basset	message	listener	ok lets get that clean sweep
pilot0	5767-979a3a3b-b0c6-4113-bfbf-5a37bcf9be29	1499463118332	32	basset	message	speaker	The one with the darkest colors - shorter legs than the others.  We did awesome, thanks!

