gameid	time	trialNum	sender	contents
pilot0	3598-c04def3c-df53-4875-aa11-3f304480b05e	1499462265798	1	A2DVRTL0JB0GT0	3SNLUL3WO51ZG0A9XY2MBN9JYDDULM	pug	message	speaker	The lighter colored dog with a stub tail, black ears and mouth. It has the bigger head
pilot0	3598-c04def3c-df53-4875-aa11-3f304480b05e	1499462316913	2	A2DVRTL0JB0GT0	3SNLUL3WO51ZG0A9XY2MBN9JYDDULM	straight	message	speaker	The chair with 3 horizontal cross members for the back
pilot0	3598-c04def3c-df53-4875-aa11-3f304480b05e	1499462372713	3	A2DVRTL0JB0GT0	3SNLUL3WO51ZG0A9XY2MBN9JYDDULM	bluejay	message	speaker	The bird with the widest tail and white legs, 2 stripes above the tail
pilot0	3598-c04def3c-df53-4875-aa11-3f304480b05e	1499462405821	4	A2DVRTL0JB0GT0	3SNLUL3WO51ZG0A9XY2MBN9JYDDULM	robin	message	speaker	The bird
pilot0	3598-c04def3c-df53-4875-aa11-3f304480b05e	1499462424097	5	A2DVRTL0JB0GT0	3SNLUL3WO51ZG0A9XY2MBN9JYDDULM	pigeon	message	speaker	pigeon
pilot0	3598-c04def3c-df53-4875-aa11-3f304480b05e	1499462442439	6	A2DVRTL0JB0GT0	3SNLUL3WO51ZG0A9XY2MBN9JYDDULM	crow	message	speaker	Bird again
pilot0	3598-c04def3c-df53-4875-aa11-3f304480b05e	1499462490762	7	A2DVRTL0JB0GT0	3SNLUL3WO51ZG0A9XY2MBN9JYDDULM	hatchback	message	speaker	the more compact car with the flat cut off back end
pilot0	3598-c04def3c-df53-4875-aa11-3f304480b05e	1499462513860	8	A2DVRTL0JB0GT0	3SNLUL3WO51ZG0A9XY2MBN9JYDDULM	sparrow	message	speaker	yep, the bird
pilot0	3598-c04def3c-df53-4875-aa11-3f304480b05e	1499462529314	9	A2DVRTL0JB0GT0	3SNLUL3WO51ZG0A9XY2MBN9JYDDULM	beetle	message	speaker	car
pilot0	3598-c04def3c-df53-4875-aa11-3f304480b05e	1499462559138	10	A2DVRTL0JB0GT0	3SNLUL3WO51ZG0A9XY2MBN9JYDDULM	inlay	message	speaker	chair with open back
pilot0	3598-c04def3c-df53-4875-aa11-3f304480b05e	1499462581098	11	A2DVRTL0JB0GT0	3SNLUL3WO51ZG0A9XY2MBN9JYDDULM	doberman	message	speaker	black dog
pilot0	3598-c04def3c-df53-4875-aa11-3f304480b05e	1499462638653	12	A2DVRTL0JB0GT0	3SNLUL3WO51ZG0A9XY2MBN9JYDDULM	cuckoo	message	speaker	smallest/thinnest bird that has the most stripes or freckles
pilot0	3598-c04def3c-df53-4875-aa11-3f304480b05e	1499462657142	13	A2DVRTL0JB0GT0	3SNLUL3WO51ZG0A9XY2MBN9JYDDULM	redantique	message	speaker	car
pilot0	3598-c04def3c-df53-4875-aa11-3f304480b05e	1499462670723	14	A2DVRTL0JB0GT0	3SNLUL3WO51ZG0A9XY2MBN9JYDDULM	redsport	message	speaker	car
pilot0	3598-c04def3c-df53-4875-aa11-3f304480b05e	1499462743100	15	A2DVRTL0JB0GT0	3SNLUL3WO51ZG0A9XY2MBN9JYDDULM	bluesedan	message	speaker	darkest car, looks kind of like a honda accord dark front window
pilot0	3598-c04def3c-df53-4875-aa11-3f304480b05e	1499462759773	16	A2DVRTL0JB0GT0	3SNLUL3WO51ZG0A9XY2MBN9JYDDULM	brown	message	speaker	car
pilot0	3598-c04def3c-df53-4875-aa11-3f304480b05e	1499462809751	17	A2DVRTL0JB0GT0	3SNLUL3WO51ZG0A9XY2MBN9JYDDULM	nightingale	message	speaker	round bottom bird with white stripe neck, small tail
pilot0	3598-c04def3c-df53-4875-aa11-3f304480b05e	1499462833207	18	A2DVRTL0JB0GT0	3SNLUL3WO51ZG0A9XY2MBN9JYDDULM	sling	message	speaker	chair
pilot0	3598-c04def3c-df53-4875-aa11-3f304480b05e	1499462883580	19	A2DVRTL0JB0GT0	3SNLUL3WO51ZG0A9XY2MBN9JYDDULM	waiting	message	speaker	 chair with rounded top of back
pilot0	3598-c04def3c-df53-4875-aa11-3f304480b05e	1499462944982	20	A2DVRTL0JB0GT0	3SNLUL3WO51ZG0A9XY2MBN9JYDDULM	bullmastiff	message	speaker	dog with long tail and black mouth
pilot0	3598-c04def3c-df53-4875-aa11-3f304480b05e	1499462958791	21	A2DVRTL0JB0GT0	3SNLUL3WO51ZG0A9XY2MBN9JYDDULM	knob	message	speaker	chair
pilot0	3598-c04def3c-df53-4875-aa11-3f304480b05e	1499462972184	22	A2DVRTL0JB0GT0	3SNLUL3WO51ZG0A9XY2MBN9JYDDULM	squat	message	speaker	chair
pilot0	3598-c04def3c-df53-4875-aa11-3f304480b05e	1499463021600	23	A2DVRTL0JB0GT0	3SNLUL3WO51ZG0A9XY2MBN9JYDDULM	bluesport	message	speaker	50's looking 2 tone car, white wheels
pilot0	3598-c04def3c-df53-4875-aa11-3f304480b05e	1499463037263	24	A2DVRTL0JB0GT0	3SNLUL3WO51ZG0A9XY2MBN9JYDDULM	woven	message	speaker	chair
pilot0	3598-c04def3c-df53-4875-aa11-3f304480b05e	1499463051295	25	A2DVRTL0JB0GT0	3SNLUL3WO51ZG0A9XY2MBN9JYDDULM	basset	message	speaker	dog
pilot0	3598-c04def3c-df53-4875-aa11-3f304480b05e	1499463066183	26	A2DVRTL0JB0GT0	3SNLUL3WO51ZG0A9XY2MBN9JYDDULM	goldenretriever	message	speaker	dog
pilot0	3598-c04def3c-df53-4875-aa11-3f304480b05e	1499463103863	27	A2DVRTL0JB0GT0	3SNLUL3WO51ZG0A9XY2MBN9JYDDULM	bloodhound	message	speaker	dog
pilot0	3598-c04def3c-df53-4875-aa11-3f304480b05e	1499463116815	28	A2DVRTL0JB0GT0	3SNLUL3WO51ZG0A9XY2MBN9JYDDULM	weimaraner	message	speaker	dog
pilot0	3598-c04def3c-df53-4875-aa11-3f304480b05e	1499463156895	29	A2DVRTL0JB0GT0	3SNLUL3WO51ZG0A9XY2MBN9JYDDULM	tomtit	message	speaker	Bird with white stripe on neck and wing
pilot0	3598-c04def3c-df53-4875-aa11-3f304480b05e	1499463200168	30	A2DVRTL0JB0GT0	3SNLUL3WO51ZG0A9XY2MBN9JYDDULM	chihuahua	message	speaker	lightest colored dog, has pointy ears
