gameid,time,roundNum,condition,clickStatus,clickColH,clickColS,clickColL,clickLocS,clickLocLalt1Status,alt1ColH,alt1ColS,alt1ColL,alt1LocS,alt1LocLalt2Status,alt2ColH,alt2ColS,alt2ColL,alt2LocS,alt2LocLtargetD1Diff,targetD2Diff,D1D2Diff,outcome
3174-b,1476992373151,1,equal,target,246,43,50,3,2,distr2,185,35,50,1,1,distr1,25,77,50,2,3,54,38,45,true
3174-b,1476992381246,2,further,target,183,0,50,1,3,distr2,280,55,50,2,2,distr1,330,7,50,3,1,10,30,26,true
3174-b,1476992388192,3,closer,target,57,12,50,3,1,distr1,96,34,50,2,3,distr2,92,14,50,1,2,17,8,13,true
3174-b,1476992398232,4,closer,distr2,107,14,50,2,3,target,163,32,50,1,1,distr1,157,9,50,3,2,14,13,10,false
3174-b,1476992419160,5,further,target,117,38,50,3,2,distr2,314,74,50,2,1,distr1,149,54,50,1,3,9,86,88,true
3174-b,1476992434621,6,equal,target,162,22,50,1,2,distr2,267,94,50,2,1,distr1,127,59,50,3,3,24,45,68,true
3174-b,1476992450770,7,further,target,114,28,50,1,3,distr1,140,40,50,2,1,distr2,203,31,50,3,2,7,37,36,true
3174-b,1476992456901,8,equal,target,352,61,50,2,2,distr2,50,56,50,1,1,distr1,194,27,50,3,3,51,51,40,true
3174-b,1476992473716,9,closer,target,246,99,50,1,2,distr1,268,37,50,2,3,distr2,270,68,50,3,1,17,10,9,true
3174-b,1476992481351,10,closer,target,210,24,50,1,2,distr1,156,1,50,2,1,distr2,276,5,50,3,3,14,15,9,true
3174-b,1476992495585,11,closer,target,297,9,50,1,3,distr2,269,1,50,3,2,distr1,243,17,50,2,1,12,13,17,true
3174-b,1476992501295,12,equal,target,6,85,50,3,1,distr1,192,95,50,2,2,distr2,213,19,50,1,3,67,41,26,true
3174-b,1476992528750,13,closer,target,293,47,50,2,2,distr2,307,52,50,3,3,distr1,280,90,50,1,1,10,5,13,true
3174-b,1476992536110,14,equal,target,94,99,50,2,3,distr1,198,96,50,1,2,distr2,67,34,50,3,1,64,24,54,true
3174-b,1476992543199,15,equal,target,90,39,50,3,1,distr1,354,2,50,1,3,distr2,176,91,50,2,2,31,30,47,true
3174-b,1476992549753,16,further,target,319,46,50,3,1,distr1,297,23,50,2,3,distr2,176,29,50,1,2,9,42,37,true
3174-b,1476992557850,17,closer,target,135,60,50,1,2,distr1,77,29,50,2,1,distr2,151,44,50,3,3,17,11,16,true
3174-b,1476992565572,18,closer,distr1,230,15,50,2,1,distr2,301,12,50,3,2,target,21,4,50,1,3,16,17,13,false
3174-b,1476992576788,19,equal,target,214,80,50,3,3,distr2,333,11,50,2,1,distr1,58,83,50,1,2,75,28,53,true
3174-b,1476992590100,20,further,target,295,88,50,3,1,distr2,322,2,50,2,3,distr1,326,46,50,1,2,17,30,24,true
3174-b,1476992602651,21,further,target,298,17,50,1,2,distr1,267,7,50,3,1,distr2,87,88,50,2,3,12,73,56,true
3174-b,1476992610627,22,further,target,303,38,50,3,3,distr1,245,18,50,1,2,distr2,5,46,50,2,1,18,28,31,true
3174-b,1476992621290,23,further,target,35,33,50,2,3,distr1,22,42,50,1,1,distr2,264,6,50,3,2,12,27,26,true
3174-b,1476992631201,24,further,target,264,27,50,2,2,distr1,253,61,50,3,3,distr2,28,91,50,1,1,16,49,61,true
3174-b,1476992645377,25,closer,target,266,41,50,1,3,distr1,290,60,50,3,2,distr2,241,36,50,2,1,11,9,19,true
3174-b,1476992663930,26,further,target,164,79,50,3,2,distr1,135,46,50,1,3,distr2,69,78,50,2,1,14,27,23,true
3174-b,1476992685399,27,further,target,175,33,50,3,3,distr2,322,83,50,1,1,distr1,159,45,50,2,2,11,46,79,true
3174-b,1476992696190,28,equal,target,139,72,50,1,3,distr1,187,37,50,2,1,distr2,311,96,50,3,2,34,100,42,true
3174-b,1476992705948,29,further,target,140,94,50,2,3,distr1,111,61,50,3,1,distr2,201,58,50,1,2,10,55,54,true
3174-b,1476992717100,30,equal,target,65,76,50,1,1,distr2,191,71,50,2,2,distr1,239,28,50,3,3,74,50,37,true
3174-b,1476992739300,31,closer,target,293,39,50,2,3,distr2,276,39,50,3,1,distr1,277,54,50,1,2,8,6,5,true
3174-b,1476992746073,32,equal,target,283,46,50,1,3,distr1,203,67,50,2,2,distr2,131,65,50,3,1,38,61,55,true
3174-b,1476992756570,33,equal,target,259,79,50,2,2,distr2,141,40,50,3,1,distr1,191,54,50,1,3,42,61,31,true
3174-b,1476992769679,34,further,target,302,11,50,1,1,distr2,46,98,50,3,3,distr1,14,9,50,2,2,14,52,37,true
3174-b,1476992775768,35,equal,target,359,95,50,2,3,distr1,301,75,50,1,1,distr2,173,39,50,3,2,40,60,44,true
3174-b,1476992793270,36,closer,target,326,41,50,2,3,distr2,334,90,50,3,1,distr1,346,72,50,1,2,17,13,8,true
3174-b,1476992806391,37,closer,target,331,67,50,1,1,distr2,340,48,50,2,3,distr1,327,35,50,3,2,9,6,8,true
3174-b,1476992813564,38,equal,target,122,73,50,1,3,distr1,322,5,50,3,1,distr2,10,71,50,2,2,49,75,28,true
3174-b,1476992819961,39,equal,target,45,72,50,3,2,distr2,276,39,50,2,1,distr1,158,92,50,1,3,39,67,62,true
3174-b,1476992846639,40,closer,target,318,13,50,1,3,distr1,14,13,50,2,1,distr2,341,12,50,3,2,13,5,9,true
3174-b,1476992857489,41,equal,target,22,9,50,2,2,distr1,81,57,50,3,3,distr2,266,16,50,1,1,34,21,61,true
3174-b,1476992880319,42,further,target,302,65,50,3,1,distr2,67,92,50,2,3,distr1,286,62,50,1,2,8,93,94,true
3174-b,1476992901040,43,further,target,188,44,50,1,1,distr1,196,16,50,3,2,distr2,54,71,50,2,3,13,43,42,true
3174-b,1476992911902,44,closer,target,81,36,50,2,2,distr2,139,12,50,3,1,distr1,104,20,50,1,3,11,18,9,true
3174-b,1476992921421,45,further,target,185,10,50,2,1,distr2,13,62,50,1,3,distr1,15,2,50,3,2,12,36,26,true
3174-b,1476992947537,46,closer,target,143,75,50,3,2,distr2,90,62,50,2,3,distr1,145,58,50,1,1,7,11,13,true
3174-b,1476992986799,47,closer,target,169,21,50,3,1,distr2,88,19,50,2,3,distr1,181,19,50,1,2,5,15,19,true
3174-b,1476992993439,48,equal,target,345,43,50,1,1,distr1,238,46,50,3,2,distr2,162,66,50,2,3,31,73,58,true
3174-b,1476992999289,49,equal,target,207,31,50,1,1,distr1,40,58,50,2,2,distr2,274,33,50,3,3,47,23,57,true
3174-b,1476993021259,50,closer,distr1,344,48,50,2,1,distr2,357,44,50,1,2,target,10,21,50,3,3,17,14,8,false
