gameid,time,roundNum,condition,clickStatus,clickColH,clickColS,clickColL,clickLocS,clickLocLalt1Status,alt1ColH,alt1ColS,alt1ColL,alt1LocS,alt1LocLalt2Status,alt2ColH,alt2ColS,alt2ColL,alt2LocS,alt2LocLtargetD1Diff,targetD2Diff,D1D2Diff,outcome
5754-b,1476990226046,1,closer,target,22,0,50,2,3,distr1,23,14,50,3,2,distr2,226,10,50,1,1,11,9,18,true
5754-b,1476990255694,2,further,target,21,6,50,1,1,distr2,114,66,50,3,3,distr1,212,20,50,2,2,17,38,49,true
5754-b,1476990265942,3,equal,target,348,6,50,1,1,distr2,200,66,50,2,3,distr1,181,97,50,3,2,55,32,28,true
5754-b,1476990292666,4,equal,target,98,21,50,1,1,distr2,261,40,50,3,2,distr1,94,94,50,2,3,27,49,71,true
5754-b,1476990307097,5,equal,target,309,79,50,3,3,distr1,147,22,50,1,1,distr2,248,30,50,2,2,43,25,41,true
5754-b,1476990317867,6,equal,target,142,61,50,2,1,distr1,342,8,50,1,2,distr2,187,85,50,3,3,47,35,52,true
5754-b,1476990356928,7,further,distr1,115,94,50,3,3,target,124,48,50,2,2,distr2,195,59,50,1,1,15,44,53,false
5754-b,1476990364995,8,closer,target,312,4,50,3,2,distr2,332,33,50,1,1,distr1,271,17,50,2,3,14,19,14,true
5754-b,1476990376216,9,equal,target,16,21,50,2,2,distr1,150,75,50,3,1,distr2,266,26,50,1,3,49,29,56,true
5754-b,1476990394203,10,equal,target,9,73,50,1,1,distr2,291,38,50,2,3,distr1,170,99,50,3,2,74,37,61,true
5754-b,1476990415609,11,closer,target,137,68,50,1,3,distr2,145,42,50,2,2,distr1,99,26,50,3,1,17,12,10,true
5754-b,1476990427608,12,equal,target,174,78,50,3,1,distr1,269,36,50,2,2,distr2,119,15,50,1,3,55,26,43,true
5754-b,1476990460534,13,closer,target,99,27,50,2,1,distr2,149,53,50,1,2,distr1,83,72,50,3,3,19,13,18,true
5754-b,1476990468930,14,equal,target,35,1,50,1,3,distr1,187,62,50,3,1,distr2,344,79,50,2,2,27,29,76,true
5754-b,1476990477136,15,further,target,82,11,50,2,2,distr1,114,29,50,1,3,distr2,13,49,50,3,1,15,33,51,true
5754-b,1476990499809,16,closer,target,112,81,50,3,3,distr2,158,60,50,1,2,distr1,117,55,50,2,1,8,18,14,true
5754-b,1476990519333,17,further,distr1,260,19,50,1,1,distr2,336,70,50,2,2,target,270,27,50,3,3,5,24,25,false
5754-b,1476990529254,18,equal,target,107,56,50,1,2,distr1,88,11,50,3,1,distr2,50,54,50,2,3,24,24,23,true
5754-b,1476990560432,19,equal,target,52,60,50,1,2,distr1,155,96,50,3,3,distr2,265,85,50,2,1,32,83,71,true
5754-b,1476990570129,20,closer,target,75,93,50,2,1,distr2,87,50,50,3,2,distr1,114,80,50,1,3,13,15,12,true
5754-b,1476990581971,21,equal,target,152,67,50,2,2,distr2,190,90,50,3,1,distr1,226,24,50,1,3,47,36,34,true
5754-b,1476990629977,22,closer,target,279,45,50,3,3,distr1,305,67,50,2,1,distr2,270,77,50,1,2,12,9,18,true
5754-b,1476990647815,23,closer,target,321,45,50,3,2,distr2,283,17,50,1,3,distr1,280,38,50,2,1,12,13,11,true
5754-b,1476990654971,24,equal,target,250,58,50,1,1,distr2,342,16,50,3,3,distr1,69,49,50,2,2,85,31,48,true
5754-b,1476990674621,25,equal,target,220,90,50,2,1,distr1,107,17,50,3,2,distr2,287,34,50,1,3,50,21,57,true
5754-b,1476990682977,26,equal,target,160,97,50,2,3,distr2,340,89,50,3,1,distr1,254,24,50,1,2,57,90,32,true
5754-b,1476990699306,27,further,target,153,47,50,2,3,distr2,234,75,50,3,1,distr1,104,76,50,1,2,19,60,77,true
5754-b,1476990720100,28,closer,target,51,90,50,3,1,distr1,47,45,50,1,3,distr2,60,62,50,2,2,16,8,15,true
5754-b,1476990739162,29,equal,target,265,88,50,3,1,distr1,247,19,50,2,3,distr2,27,77,50,1,2,21,60,44,true
5754-b,1476990760643,30,closer,distr2,47,81,50,1,2,target,59,37,50,3,1,distr1,35,57,50,2,3,19,14,16,false
5754-b,1476990809132,31,further,target,82,48,50,2,3,distr2,218,75,50,1,2,distr1,155,59,50,3,1,18,67,53,true
5754-b,1476990820238,32,closer,target,285,73,50,3,2,distr1,262,38,50,2,1,distr2,284,32,50,1,3,12,11,9,true
5754-b,1476990835438,33,equal,target,168,72,50,2,3,distr2,207,53,50,1,1,distr1,141,15,50,3,2,22,39,31,true
5754-b,1476990858241,34,further,distr1,201,18,50,1,2,distr2,310,14,50,2,3,target,243,35,50,3,1,18,21,27,false
5754-b,1476990875808,35,further,target,96,23,50,3,2,distr1,142,7,50,2,1,distr2,351,49,50,1,3,15,55,40,true
5754-b,1476990924535,36,closer,target,132,70,50,1,3,distr1,112,37,50,3,1,distr2,143,87,50,2,2,11,5,16,true
5754-b,1476990985437,37,further,target,222,47,50,3,3,distr2,163,88,50,2,1,distr1,240,51,50,1,2,13,55,66,true
