gameid,time,roundNum,condition,clickStatus,clickColH,clickColS,clickColL,clickLocS,clickLocLalt1Status,alt1ColH,alt1ColS,alt1ColL,alt1LocS,alt1LocLalt2Status,alt2ColH,alt2ColS,alt2ColL,alt2LocS,alt2LocLtargetD1Diff,targetD2Diff,D1D2Diff,outcome
3676-4,1476988088237,1,closer,target,106,52,50,1,1,distr1,75,17,50,2,2,distr2,108,38,50,3,3,19,6,14,true
3676-4,1476988098213,2,further,distr1,253,31,50,1,1,distr2,313,77,50,3,3,target,256,66,50,2,2,13,25,23,false
3676-4,1476988110107,3,further,target,55,27,50,2,1,distr1,91,40,50,1,2,distr2,336,84,50,3,3,14,52,74,true
3676-4,1476988150750,4,closer,target,201,52,50,3,3,distr2,212,47,50,1,2,distr1,193,50,50,2,1,8,10,18,true
3676-4,1476988177541,5,closer,target,327,10,50,3,2,distr1,12,12,50,1,1,distr2,333,3,50,2,3,9,8,8,true
3676-4,1476988192057,6,further,target,319,58,50,1,2,distr2,350,1,50,2,1,distr1,310,90,50,3,3,10,27,30,true
3676-4,1476988200425,7,closer,target,269,9,50,2,3,distr2,278,24,50,1,1,distr1,308,26,50,3,2,14,12,7,true
3676-4,1476988208022,8,equal,target,279,27,50,2,2,distr2,17,7,50,3,3,distr1,346,74,50,1,1,28,25,26,true
3676-4,1476988216035,9,further,target,205,35,50,3,2,distr1,317,1,50,1,3,distr2,306,86,50,2,1,18,40,30,true
3676-4,1476988233927,10,equal,target,179,75,50,1,1,distr1,294,7,50,3,2,distr2,256,68,50,2,3,48,59,31,true
3676-4,1476988245904,11,equal,target,225,75,50,3,3,distr1,350,70,50,2,2,distr2,289,63,50,1,1,41,21,31,true
3676-4,1476988268487,12,closer,distr1,239,25,50,3,1,target,252,50,50,1,3,distr2,277,28,50,2,2,12,14,11,false
3676-4,1476988289198,13,closer,distr2,208,76,50,3,2,distr1,218,61,50,1,3,target,213,99,50,2,1,6,8,11,false
3676-4,1476988307281,14,equal,target,233,42,50,2,3,distr1,183,91,50,1,1,distr2,17,49,50,3,2,51,43,56,true
3676-4,1476988329033,15,further,target,96,85,50,2,2,distr1,89,37,50,3,3,distr2,257,77,50,1,1,17,78,87,true
3676-4,1476988353520,16,closer,target,334,36,50,3,3,distr2,316,66,50,2,2,distr1,331,19,50,1,1,8,12,17,true
3676-4,1476988363991,17,further,target,197,6,50,3,3,distr1,257,30,50,2,2,distr2,140,86,50,1,1,19,40,62,true
3676-4,1476988384909,18,closer,target,267,88,50,1,3,distr1,241,94,50,3,2,distr2,252,58,50,2,1,7,7,7,true
3676-4,1476988408323,19,closer,distr1,284,57,50,1,1,distr2,264,71,50,3,3,target,274,66,50,2,2,6,5,11,false
3676-4,1476988421350,20,further,target,88,54,50,1,2,distr1,94,19,50,3,1,distr2,340,44,50,2,3,17,72,53,true
3676-4,1476988443921,21,closer,distr1,186,4,50,1,2,target,250,2,50,3,3,distr2,155,11,50,2,1,6,15,10,false
3676-4,1476988452741,22,closer,target,322,32,50,2,3,distr2,266,25,50,3,2,distr1,244,19,50,1,1,18,13,6,true
3676-4,1476988461886,23,further,target,182,34,50,3,1,distr1,171,8,50,1,3,distr2,14,23,50,2,2,14,39,29,true
3676-4,1476988468621,24,equal,target,298,13,50,1,1,distr2,61,93,50,3,2,distr1,26,94,50,2,3,39,65,47,true
3676-4,1476988477985,25,equal,target,161,94,50,2,1,distr2,70,11,50,1,3,distr1,271,87,50,3,2,67,32,57,true
3676-4,1476988485243,26,equal,target,33,83,50,3,3,distr1,141,9,50,2,1,distr2,177,59,50,1,2,35,48,22,true
3676-4,1476988493104,27,further,target,33,6,50,1,3,distr1,41,27,50,3,1,distr2,174,82,50,2,2,14,35,37,true
3676-4,1476988518235,28,closer,target,302,3,50,1,1,distr2,80,5,50,3,3,distr1,202,13,50,2,2,14,14,13,true
3676-4,1476988530665,29,further,target,313,35,50,3,3,distr1,293,14,50,1,1,distr2,47,99,50,2,2,11,66,56,true
3676-4,1476988537853,30,further,target,266,33,50,1,3,distr1,253,67,50,3,2,distr2,156,51,50,2,1,15,51,61,true
3676-4,1476988544169,31,equal,target,302,73,50,3,3,distr1,1,45,50,1,1,distr2,148,60,50,2,2,31,57,71,true
3676-4,1476988571483,32,closer,target,106,69,50,3,3,distr1,118,98,50,1,1,distr2,145,65,50,2,2,8,10,14,true
3676-4,1476988593358,33,further,target,104,74,50,1,1,distr2,16,15,50,2,3,distr1,103,31,50,3,2,17,46,33,true
3676-4,1476988604029,34,equal,target,116,75,50,1,3,distr1,14,93,50,2,2,distr2,344,2,50,3,1,76,41,30,true
3676-4,1476988625023,35,closer,target,335,40,50,2,2,distr2,322,38,50,1,1,distr1,318,97,50,3,3,15,5,13,true
3676-4,1476988646336,36,equal,target,73,58,50,1,1,distr1,235,68,50,2,3,distr2,7,14,50,3,2,91,43,37,true
3676-4,1476988657909,37,equal,target,39,21,50,3,3,distr1,53,94,50,2,1,distr2,295,50,50,1,2,30,47,80,true
3676-4,1476988669480,38,equal,target,271,21,50,3,2,distr2,10,43,50,1,1,distr1,212,90,50,2,3,24,30,43,true
3676-4,1476988687873,39,closer,target,117,15,50,3,3,distr1,54,7,50,1,2,distr2,122,10,50,2,1,15,5,12,true
3676-4,1476988701891,40,further,target,132,28,50,2,1,distr1,122,35,50,1,2,distr2,279,75,50,3,3,6,53,58,true
3676-4,1476988708725,41,equal,target,338,83,50,3,3,distr2,106,47,50,1,2,distr1,233,71,50,2,1,38,80,69,true
