gameid,time,roundNum,condition,clickStatus,clickColH,clickColS,clickColL,clickLocS,clickLocL,alt1Status,alt1ColH,alt1ColS,alt1ColL,alt1LocS,alt1LocL,alt2Status,alt2ColH,alt2ColS,alt2ColL,alt2LocS,alt2LocL,targetD1Diff,targetD2Diff,D1D2Diff,outcome,clickX,clickY,clickHex
1124-1,1459877206546,1,closer,distr2,248,92,50,3,1,target,226,81,50,1,2,distr1,283,87,50,2,3,19,10,17,false,-34.46380659426393,-85.30091462014444,#290AF5
1124-1,1459877215560,2,equal,target,249,25,50,1,2,distr2,54,53,50,3,3,distr1,129,66,50,2,1,58,61,25,true,-8.959198738632518,-23.33951066243004,#69609F
1124-1,1459877234848,3,closer,distr2,291,59,50,3,3,target,301,57,50,2,2,distr1,302,86,50,1,1,6,5,10,false,21.143709023172722,-55.081245163334906,#B434CB
1124-1,1459877244759,4,further,distr1,85,21,50,2,1,target,87,66,50,1,2,distr2,299,29,50,3,3,19,80,57,false,1.830270597700821,20.920088659926655,#849A65
1124-1,1459877260559,5,equal,target,156,84,50,1,3,distr2,239,87,50,2,2,distr1,57,64,50,3,1,29,73,92,true,-76.73781844197846,34.16587801836724,#14EB95
1124-1,1459877272775,6,equal,target,40,7,50,1,1,distr1,288,10,50,2,2,distr2,58,62,50,3,3,21,31,52,true,5.362311101832846,4.499513267805774,#888277
1124-1,1459877284039,7,further,target,82,9,50,1,1,distr1,139,23,50,2,2,distr2,295,80,50,3,3,13,52,46,true,1.2525579086405891,8.912412618674134,#838B74
1124-1,1459877298070,8,further,target,108,16,50,2,1,distr2,78,99,50,1,3,distr1,153,12,50,3,2,9,32,38,true,-4.944271909999157,15.216904260722458,#73946B
1124-1,1459877308816,9,further,target,5,45,50,1,2,distr2,185,63,50,2,1,distr1,20,72,50,3,3,15,55,53,true,44.82876141412855,3.9220084236446175,#B95046
1124-1,1459877321157,10,equal,target,215,13,50,3,3,distr1,164,81,50,2,2,distr2,92,84,50,1,1,39,50,21,true,-10.648976575756894,-7.4564936725636,#6F7D90
1124-1,1459877330982,11,equal,target,229,31,50,1,3,distr2,347,52,50,3,1,distr1,172,65,50,2,2,44,33,71,true,-20.337829898705724,-23.395996986905928,#5866A7
1124-1,1459877348021,12,closer,target,116,59,50,2,1,distr2,160,77,50,3,3,distr1,140,86,50,1,2,9,15,12,true,-25.863897660555573,53.02884873165085,#3ECB34
1124-1,1459877368243,13,further,target,76,15,50,3,2,distr2,285,51,50,1,3,distr1,18,4,50,2,1,18,58,31,true,3.628828433995015,14.554435894139948,#88936C
1124-1,1459877394556,14,further,target,311,17,50,1,1,distr1,285,18,50,3,3,distr2,113,59,50,2,2,5,67,69,true,11.15300349283862,-12.830062863787127,#956A8D
1124-1,1459877410628,15,equal,target,209,44,50,1,2,distr2,85,74,50,2,1,distr1,264,61,50,3,3,27,61,98,true,-38.48326711413342,-21.331623290838827,#4781B8
1124-1,1459877422292,16,equal,target,210,95,50,1,3,distr2,45,48,50,3,2,distr1,192,50,50,2,1,21,58,42,true,-82.27241335952166,-47.50000000000001,#067FF9
1124-1,1459877437901,17,equal,target,50,48,50,3,3,distr1,289,9,50,2,1,distr2,176,62,50,1,2,43,35,44,true,30.85380526495389,36.770133269710946,#BDA842
1124-1,1459877457645,18,further,target,116,8,50,2,1,distr1,104,35,50,3,3,distr2,304,75,50,1,2,18,54,84,true,-3.50696917431262,7.190352370393335,#778A75
1124-1,1459877468091,19,further,target,113,21,50,3,3,distr1,145,34,50,2,2,distr2,354,41,50,1,1,7,53,61,true,-8.205353698274749,19.330601922501245,#6B9A65
1124-1,1459877480228,20,closer,target,264,1,50,2,1,distr2,236,11,50,1,2,distr1,200,11,50,3,3,9,11,14,true,-0.10452846326765336,-0.9945218953682734,#7F7E81
1124-1,1459877488787,21,closer,distr2,315,71,50,3,1,target,326,78,50,1,3,distr1,343,28,50,2,2,14,7,17,false,50.20458146424486,-50.20458146424489,#DA25AD
1124-1,1459877508563,22,further,target,93,2,50,3,3,distr1,10,5,50,2,1,distr2,42,99,50,1,2,9,35,35,true,-0.10467191248588768,1.9972590695091477,#7F827D
1124-1,1459877516262,23,further,target,25,17,50,2,2,distr1,68,0,50,1,3,distr2,312,48,50,3,1,13,34,27,true,15.407232379623048,7.18451044959189,#957C6A
1124-1,1459877526355,24,further,target,120,39,50,2,2,distr2,179,65,50,1,3,distr1,131,81,50,3,1,14,27,30,true,-19.499999999999993,33.77499074759311,#4EB14E
1124-1,1459877536754,25,closer,target,84,4,50,2,1,distr2,81,16,50,3,3,distr1,39,17,50,1,2,11,12,13,true,0.41811385307061383,3.978087581473093,#81857A
1124-1,1459877550507,26,closer,target,332,43,50,2,1,distr2,189,5,50,1,2,distr1,307,61,50,3,3,13,19,15,true,37.96674649293386,-20.187277199793304,#B6497C
1124-1,1459877556618,27,closer,target,350,88,50,2,3,distr2,19,34,50,1,1,distr1,355,23,50,3,2,19,19,14,true,86.66308226507431,-15.281039634689874,#F00F35
1124-1,1459877568858,28,closer,target,299,44,50,3,1,distr2,297,84,50,1,3,distr1,328,78,50,2,2,14,9,16,true,21.33162329083884,-38.483267114133405,#B647B8
1124-1,1459877578418,29,further,target,14,70,50,2,3,distr2,302,57,50,3,1,distr1,21,34,50,1,2,13,40,38,true,67.92070083931975,16.93453269197674,#D95026
1124-1,1459877586169,30,further,target,93,60,50,3,2,distr1,85,86,50,2,1,distr2,351,41,50,1,3,9,70,75,true,-3.1401573745766305,59.91777208527443,#78CC33
1124-1,1459877595593,31,equal,target,336,6,50,3,1,distr2,166,67,50,1,2,distr1,90,55,50,2,3,43,43,22,true,5.481272745855605,-2.440419858454801,#87787E
1124-1,1459877604881,32,further,distr1,93,14,50,3,3,distr2,299,80,50,2,2,target,162,51,50,1,1,19,51,62,false,-0.7327033874012138,13.980813486564033,#7E916E
1124-1,1459877628913,33,closer,target,46,38,50,3,3,distr2,32,35,50,2,2,distr1,44,62,50,1,1,8,11,16,true,26.397018077441896,27.33491241286874,#B0994F
1124-1,1459877668913,34,closer,distr2,263,39,50,3,3,target,290,26,50,2,2,distr1,303,50,50,1,1,10,10,15,false,-4.7529043928007395,-38.70929991401156,#744EB1
