iterationName	gameid	time	trialNum	intendedName	role	text	reactionTime	eventType
pilot1	1580-2cfeff4e-a88b-494f-a019-46f8297552b5	1500418036358	1	far_48_a_8d4efa9893f7e49b3a85b56ecd01	speaker	it is a boxy looking chair with a circle in the back rest near where you would put your head	17979	chatMessage
pilot1	1580-2cfeff4e-a88b-494f-a019-46f8297552b5	1500418066430	2	close_67_a_d3f31fd0fc99f45e8b3f6b4a	speaker	This is a folding chair. It is not the thinner option and the back rest is not rounded.	17364	chatMessage
pilot1	1580-2cfeff4e-a88b-494f-a019-46f8297552b5	1500418104348	3	close_23_a_3c81fab5678a3872327289c00b6d	speaker	this chair is a rounded curvy shape and not squared	20534	chatMessage
pilot1	1580-2cfeff4e-a88b-494f-a019-46f8297552b5	1500418144518	4	close_134_a_11dba3a8d7b7210f5ff61a3a2a0e	speaker	the back rest is a round shape with a smaller rainbow shaped curve near the seat area	23494	chatMessage
pilot1	1580-2cfeff4e-a88b-494f-a019-46f8297552b5	1500418206009	5	split_84_a_5402eecc67e489502fa77440	speaker	this chair is strange looking the back rest seems to go foward like you can lay down on it. the legs of the chair is one connected loop	27311	chatMessage
pilot1	1580-2cfeff4e-a88b-494f-a019-46f8297552b5	1500418266659	6	far_102_a_9e6564dce4cc128efc24	speaker	this is a a round spinny chair. the back rest is just a rounded bar and there are wheels on the legs of the chair	29654	chatMessage
pilot1	1580-2cfeff4e-a88b-494f-a019-46f8297552b5	1500418315407	7	close_118_a_b3e4c494a862986b	speaker	this object looks like a box with a hinged lid	13743	chatMessage
pilot1	1580-2cfeff4e-a88b-494f-a019-46f8297552b5	1500418344558	8	far_35_a_3853339519aca1bdfcd4910413c446d9	speaker	This is a spinny computer chair that is boxy with wheels on the legs	14506	chatMessage
pilot1	1580-2cfeff4e-a88b-494f-a019-46f8297552b5	1500418409996	9	split_31_a_87e11555e7233fb	speaker	this looks like a pool chair. the seat and head rest area curve back into a loop like form. the legs and arm rest are connected in a single square ish shape	49149	chatMessage
pilot1	1580-2cfeff4e-a88b-494f-a019-46f8297552b5	1500418473638	10	far_95_a_4eed9ad9465482d543b9	speaker	an average dining room table type chair. It has longer skinnier legs and a square seat. the back rest is a single strip of wood.	31825	chatMessage
pilot1	1580-2cfeff4e-a88b-494f-a019-46f8297552b5	1500418522748	11	far_26_a_bce5c7402feef6d235fce1b3	speaker	this looks like a comfy cushioned seat. the chair is rounded and has a lot of padding.	32603	chatMessage
pilot1	1580-2cfeff4e-a88b-494f-a019-46f8297552b5	1500418550338	12	far_122_a_2cb0ac27f1cdb3f0b2db	speaker	this looks like a school desk with a small desk attached to it.	14368	chatMessage
pilot1	1580-2cfeff4e-a88b-494f-a019-46f8297552b5	1500418576548	13	far_69_a_fe6b3c001a86d844d576	speaker	looks like a folding chair and the legs are criss crossed	9036	chatMessage
pilot1	1580-2cfeff4e-a88b-494f-a019-46f8297552b5	1500418635619	14	split_79_a_bbf45d2d189dcd758e5f5b49c9f5b3f2	speaker	this is a square chair. The back rest is one solid piece with no openings in it. the legs are skinnier than the other dining room looking chair	31318	chatMessage
pilot1	1580-2cfeff4e-a88b-494f-a019-46f8297552b5	1500418685938	15	close_111_a_892d8090f05c136dd93768e7b9b1	speaker	this seems like a fancier chair. it has a small pillow looking thing coming out of the lower back rest. the legs are connected by a squiggle bar	33040	chatMessage
pilot1	1580-2cfeff4e-a88b-494f-a019-46f8297552b5	1500418700558	15	close_111_a_892d8090f05c136dd93768e7b9b1	speaker	squiggly*	2431	chatMessage
pilot1	1580-2cfeff4e-a88b-494f-a019-46f8297552b5	1500418762809	16	far_60_a_6223f3849d57	speaker	this chair is very square and the back rest is one single rectangle that also functions as the back legs	24606	chatMessage
