iterationName	gameid	time	trialNum	intendedName	role	text	reactionTime	eventType
pilot1	6625-76eb2804-8fe3-4ac6-8cac-9ff72d363a46	1500483209730	1	far_58_a_6cf3	speaker	this one looks like a lawn chair	6385	chatMessage
pilot1	6625-76eb2804-8fe3-4ac6-8cac-9ff72d363a46	1500483249679	2	split_31_a_87e	speaker	this one looks like a lawn chair, but not the diamond textured one	23593	chatMessage
pilot1	6625-76eb2804-8fe3-4ac6-8cac-9ff72d363a46	1500483300166	3	close_67_a_d3f31fd0fc99	speaker	this has to bars at the top of backrest, but the edges do not jut out	21826	chatMessage
pilot1	6625-76eb2804-8fe3-4ac6-8cac-9ff72d363a46	1500483351700	4	split_79_a_bbf45d2d189d	speaker	this is a plan looking chair. doesn't look like a love seet. it doesn't have any spaces in the backrest	30819	chatMessage
pilot1	6625-76eb2804-8fe3-4ac6-8cac-9ff72d363a46	1500483390081	5	close_60_a_6223f3849d57154b5ecb	speaker	modern looking chair, has a curved backrest, but not the one with holes in it	19764	chatMessage
pilot1	6625-76eb2804-8fe3-4ac6-8cac-9ff72d363a46	1500483426676	6	split_98_a_c04	speaker	this has looping up armrest and triangle etched backrest	17156	chatMessage
pilot1	6625-76eb2804-8fe3-4ac6-8cac-9ff72d363a46	1500483465860	7	split_116_a_5e89f5cc834553622acd	speaker	this has a long backrest separated in three sections	15916	chatMessage
pilot1	6625-76eb2804-8fe3-4ac6-8cac-9ff72d363a46	1500483498846	8	close_74_a_2dc5055b	speaker	has curved legs that do not connect on the floor	13690	chatMessage
pilot1	6625-76eb2804-8fe3-4ac6-8cac-9ff72d363a46	1500483536694	9	split_39_a_20b	speaker	blocky looking with a wheel in the front	13639	chatMessage
pilot1	6625-76eb2804-8fe3-4ac6-8cac-9ff72d363a46	1500483560747	10	far_82_a_668c488e900c2ede	speaker	hi chair with low back	6019	chatMessage
pilot1	6625-76eb2804-8fe3-4ac6-8cac-9ff72d363a46	1500483591251	11	far_30_a_313bfbd7bc2d	speaker	wirey looking chair	5266	chatMessage
pilot1	6625-76eb2804-8fe3-4ac6-8cac-9ff72d363a46	1500483609163	12	far_102_a_	speaker	round seated	2550	chatMessage
pilot1	6625-76eb2804-8fe3-4ac6-8cac-9ff72d363a46	1500483631779	13	split_22_a_8b005a01	speaker	high chair with square arm rests	8632	chatMessage
pilot1	6625-76eb2804-8fe3-4ac6-8cac-9ff72d363a46	1500483679098	14	split_69_a_	speaker	like a directors chair, but the higher one with the boxier arm rests	28136	chatMessage
pilot1	6625-76eb2804-8fe3-4ac6-8cac-9ff72d363a46	1500483699995	15	far_50_a_f550	speaker	chair with arm rests	2901	chatMessage
pilot1	6625-76eb2804-8fe3-4ac6-8cac-9ff72d363a46	1500483729081	16	split_27_a_7b5b032a2cddeebc	speaker	toilet with a wider rectangle tank	15100	chatMessage
pilot1	6625-76eb2804-8fe3-4ac6-8cac-9ff72d363a46	1500483751841	17	far_62_a_93ee27f7	speaker	very full rectangle chair	7696	chatMessage
pilot1	6625-76eb2804-8fe3-4ac6-8cac-9ff72d363a46	1500483770033	18	close_28_a_	speaker	the most square chair	3033	chatMessage
pilot1	6625-76eb2804-8fe3-4ac6-8cac-9ff72d363a46	1500483807240	19	close_26_a_bce5c7402fee	speaker	round recliner, but not textured	11083	chatMessage
pilot1	6625-76eb2804-8fe3-4ac6-8cac-9ff72d363a46	1500483826957	20	far_17_a_81ba38f4d3b7eac1	listener	oops 	2726	chatMessage
pilot1	6625-76eb2804-8fe3-4ac6-8cac-9ff72d363a46	1500483849770	20	far_17_a_81ba38f4d3b7eac1	speaker	no prob. this one has the low backrest	20349	chatMessage
pilot1	6625-76eb2804-8fe3-4ac6-8cac-9ff72d363a46	1500483882436	21	split_64_a	speaker	round cylinder legs no circle seat	15560	chatMessage
pilot1	6625-76eb2804-8fe3-4ac6-8cac-9ff72d363a46	1500483948240	22	split_13_a_fb9f	speaker	curved top of the backrest that becomes the armrest	48432	chatMessage
pilot1	6625-76eb2804-8fe3-4ac6-8cac-9ff72d363a46	1500483967593	23	far_57_a_1055f78d441d170c	speaker	has curved back legs	4412	chatMessage
pilot1	6625-76eb2804-8fe3-4ac6-8cac-9ff72d363a46	1500484009351	24	close_9	speaker	has a slightly bowed backrest and spindly legs	16049	chatMessage
pilot1	6625-76eb2804-8fe3-4ac6-8cac-9ff72d363a46	1500484053975	25	close_84_a_	speaker	not the one piece chair and not the one with rollers	21857	chatMessage
pilot1	6625-76eb2804-8fe3-4ac6-8cac-9ff72d363a46	1500484095703	26	split_29_a_b8f	speaker	looks like its missing a support to the backrest	22854	chatMessage
pilot1	6625-76eb2804-8fe3-4ac6-8cac-9ff72d363a46	1500484117414	27	split_122_a_2cb0ac27f1cd	speaker	school desk with paneled seat	9210	chatMessage
pilot1	6625-76eb2804-8fe3-4ac6-8cac-9ff72d363a46	1500484207559	28	close_2_a_46c7367e	speaker	lawn chair. it has unconnected legs (not loops) and horizontal back panels. 	51816	chatMessage
pilot1	6625-76eb2804-8fe3-4ac6-8cac-9ff72d363a46	1500484247638	29	far_117_a_665bfb42	speaker	distinct curved seat	11930	chatMessage
pilot1	6625-76eb2804-8fe3-4ac6-8cac-9ff72d363a46	1500484272845	30	far_51_a_	speaker	separated vertical stripes	8243	chatMessage
pilot1	6625-76eb2804-8fe3-4ac6-8cac-9ff72d363a46	1500484297357	31	clos	speaker	vertical bars	9703	chatMessage
pilot1	6625-76eb2804-8fe3-4ac6-8cac-9ff72d363a46	1500484312596	32	far_48_a_8d4efa9893f7e49b	speaker	hole	710	chatMessage
pilot1	6625-76eb2804-8fe3-4ac6-8cac-9ff72d363a46	1500484323109	33	close_18_a_8e0832b4	speaker	hole	786	chatMessage
pilot1	6625-76eb2804-8fe3-4ac6-8cac-9ff72d363a46	1500484340989	34	close_25_a_3bb2201ba3b8	speaker	two small pillows	2772	chatMessage
pilot1	6625-76eb2804-8fe3-4ac6-8cac-9ff72d363a46	1500484359284	35	split_129_a_d5e1c6d3	speaker	round seat	1748	chatMessage
pilot1	6625-76eb2804-8fe3-4ac6-8cac-9ff72d363a46	1500484377794	36	far_134_a_11dba3a8d7b7	speaker	full round back	4910	chatMessage
pilot1	6625-76eb2804-8fe3-4ac6-8cac-9ff72d363a46	1500484402972	37	split_59_a_	speaker	tall chair round back angled legs	11933	chatMessage
pilot1	6625-76eb2804-8fe3-4ac6-8cac-9ff72d363a46	1500484423611	38	far_109_a_44ddb3d46266bb0f	speaker	wide back, not wires	3420	chatMessage
pilot1	6625-76eb2804-8fe3-4ac6-8cac-9ff72d363a46	1500484441308	39	close_68_a_98f923c006fdd918e6d	speaker	circular legs	4348	chatMessage
pilot1	6625-76eb2804-8fe3-4ac6-8cac-9ff72d363a46	1500484457187	40	far_13	speaker	small and wide	2316	chatMessage
pilot1	6625-76eb2804-8fe3-4ac6-8cac-9ff72d363a46	1500484473998	41	split_135_a_61950eabab2	speaker	wire legs full back	3624	chatMessage
pilot1	6625-76eb2804-8fe3-4ac6-8cac-9ff72d363a46	1500484502711	42	far_133_a_a5a2	speaker	curved top square seat	11683	chatMessage
pilot1	6625-76eb2804-8fe3-4ac6-8cac-9ff72d363a46	1500484527361	43	far_4_a_38b5	speaker	tall , wire legs	3687	chatMessage
pilot1	6625-76eb2804-8fe3-4ac6-8cac-9ff72d363a46	1500484581901	44	close_128_a_faca91ff3f9e	speaker	high chair with vertical bars in the back	28169	chatMessage
pilot1	6625-76eb2804-8fe3-4ac6-8cac-9ff72d363a46	1500484613236	45	split_8_a_e78f25a1f66c	speaker	wide chair , angled back legs , not square hole	9744	chatMessage
pilot1	6625-76eb2804-8fe3-4ac6-8cac-9ff72d363a46	1500484650203	46	split_70_a_99e4c4b39b75a06b	speaker	ribbed back	2168	chatMessage
pilot1	6625-76eb2804-8fe3-4ac6-8cac-9ff72d363a46	1500484674361	47	split_16_a_a3260f0c	speaker	rectangular legs/armrest	7689	chatMessage
pilot1	6625-76eb2804-8fe3-4ac6-8cac-9ff72d363a46	1500484697707	48	far_123_a_e3d23dc47ddd	speaker	tall backrest	3745	chatMessage
pilot1	6625-76eb2804-8fe3-4ac6-8cac-9ff72d363a46	1500484732891	49	split_106_a_2fc2b897b6b131c4	speaker	has arm rests, has corners on the backrest	16759	chatMessage
pilot1	6625-76eb2804-8fe3-4ac6-8cac-9ff72d363a46	1500484789857	50	close_9_a_ee445cf3	speaker	no arm rests has a storage area	35536	chatMessage
pilot1	6625-76eb2804-8fe3-4ac6-8cac-9ff72d363a46	1500484819777	51	split_35_a_3853339519aca1bd	speaker	no foot rests computer chair	9753	chatMessage
pilot1	6625-76eb2804-8fe3-4ac6-8cac-9ff72d363a46	1500484829014	51	split_35_a_3853339519aca1bd	listener	You are really good at this. Great job.. Glad you were the sender and not me lol	568051	chatMessage
pilot1	6625-76eb2804-8fe3-4ac6-8cac-9ff72d363a46	1500484848152	52	split_130_a_8a21b853c8de	speaker	thx. you are doing great!	14075	chatMessage
pilot1	6625-76eb2804-8fe3-4ac6-8cac-9ff72d363a46	1500484857945	52	split_130_a_8a21b853c8de	speaker	looks like an alien head	4049	chatMessage
pilot1	6625-76eb2804-8fe3-4ac6-8cac-9ff72d363a46	1500484875217	53	far_71_a_22cc9b68e6733973	speaker	has drink holders	2464	chatMessage
pilot1	6625-76eb2804-8fe3-4ac6-8cac-9ff72d363a46	1500484892529	54	close_11	speaker	top flips open	2437	chatMessage
pilot1	6625-76eb2804-8fe3-4ac6-8cac-9ff72d363a46	1500484906004	55	close_14_a_4fdcd44fd622400a97fe55e7	speaker	ribbed	1153	chatMessage
pilot1	6625-76eb2804-8fe3-4ac6-8cac-9ff72d363a46	1500484917610	56	far_38_a_	speaker	round	1069	chatMessage
pilot1	6625-76eb2804-8fe3-4ac6-8cac-9ff72d363a46	1500484938416	57	close_107_a_f112035c	speaker	inset legs	7067	chatMessage
pilot1	6625-76eb2804-8fe3-4ac6-8cac-9ff72d363a46	1500484953479	58	close_7_a_64c80a33436b8a84	listener	oops	1392	chatMessage
pilot1	6625-76eb2804-8fe3-4ac6-8cac-9ff72d363a46	1500484973135	58	close_7_a_64c80a33436b8a84	speaker	non segmented lawn chair	12003	chatMessage
pilot1	6625-76eb2804-8fe3-4ac6-8cac-9ff72d363a46	1500485006768	59	split_23_a_3c81fab5	speaker	wire legs round curved back. 	19635	chatMessage
pilot1	6625-76eb2804-8fe3-4ac6-8cac-9ff72d363a46	1500485035897	60	far_91_a_f90dab51bec2bcd1a334	speaker	not the love seat, but the one with the round support	9272	chatMessage
pilot1	6625-76eb2804-8fe3-4ac6-8cac-9ff72d363a46	1500485056283	61	close_113_a_3e1e1070ed7a	speaker	the most rectangular one	4884	chatMessage
pilot1	6625-76eb2804-8fe3-4ac6-8cac-9ff72d363a46	1500485095687	62	close_121_a_91cf38c4b99d7537	speaker	thanks for racking up the bonus, this has gone smooth! ... this chair has the ornament on the backrest	23367	chatMessage
pilot1	6625-76eb2804-8fe3-4ac6-8cac-9ff72d363a46	1500485122009	63	far_66_a_a14c7700cfc9	speaker	round legs the curl up	6959	chatMessage
pilot1	6625-76eb2804-8fe3-4ac6-8cac-9ff72d363a46	1500485143600	64	close_120_a_41852b57b492559eb361	speaker	square chair, no segments	8091	chatMessage
pilot1	6625-76eb2804-8fe3-4ac6-8cac-9ff72d363a46	1500485158710	65	far_24_a_d9a1f2e7290cd2c3	speaker	blocky chair	3219	chatMessage
pilot1	6625-76eb2804-8fe3-4ac6-8cac-9ff72d363a46	1500485185590	66	close_114_a_6f70a7948c59b499	speaker	segmented but nor round top	8601	chatMessage
pilot1	6625-76eb2804-8fe3-4ac6-8cac-9ff72d363a46	1500485231471	67	close_86_a_58f44c00	speaker	folding chair round edges, single piece rear legs (no feet on rear legs)	31632	chatMessage
pilot1	6625-76eb2804-8fe3-4ac6-8cac-9ff72d363a46	1500485255336	68	far_89_a_	speaker	square	1596	chatMessage
pilot1	6625-76eb2804-8fe3-4ac6-8cac-9ff72d363a46	1500485288471	69	split_111_a_892d8090	speaker	low chair with pillow. thx for your help!!!!	14533	chatMessage
