iterationName	gameid	time	trialNum	intendedName	role	text	reactionTime	eventType
pilot1	3820-c7b765b1-c61b-42ce-afd8-42cdd14cdbf4	1500476304738	1	far_69_a_fe6b3c00	speaker	looks like a director's chair	10869	chatMessage
pilot1	3820-c7b765b1-c61b-42ce-afd8-42cdd14cdbf4	1500476333860	2	split_51_a_81628a0b5f7f9ad7ba94	speaker	rocking chair with slots	10437	chatMessage
pilot1	3820-c7b765b1-c61b-42ce-afd8-42cdd14cdbf4	1500476358937	3	split_39_a_20b36bb	speaker	the chair that is lowest to the ground	9205	chatMessage
pilot1	3820-c7b765b1-c61b-42ce-afd8-42cdd14cdbf4	1500476381126	4	far_57_a_1055f78d441d170c4f34	speaker	the chair with the longest legs	7105	chatMessage
pilot1	3820-c7b765b1-c61b-42ce-afd8-42cdd14cdbf4	1500476397885	5	far_38_a_a66d78cb	speaker	circular chair	4882	chatMessage
pilot1	3820-c7b765b1-c61b-42ce-afd8-42cdd14cdbf4	1500476428086	6	close_122_a_2cb0ac27f1cdb3f0b2db	speaker	desk with slots on the seat	10920	chatMessage
pilot1	3820-c7b765b1-c61b-42ce-afd8-42cdd14cdbf4	1500476457520	7	split_98_a_c04c5b7	speaker	chair with shapes on the back	8703	chatMessage
pilot1	3820-c7b765b1-c61b-42ce-afd8-42cdd14cdbf4	1500476488971	8	split_118_a_b3e4c494a862986b	speaker	has an open compartment	6955	chatMessage
pilot1	3820-c7b765b1-c61b-42ce-afd8-42cdd14cdbf4	1500476509496	9	far_101_a_9c7c3478edebfc1031d38697be8a	speaker	the one with arms	5341	chatMessage
pilot1	3820-c7b765b1-c61b-42ce-afd8-42cdd14cdbf4	1500476544970	10	split_17_a_81ba38f4d3b7eac1	speaker	looks more like a stool	10383	chatMessage
pilot1	3820-c7b765b1-c61b-42ce-afd8-42cdd14cdbf4	1500476566064	11	far_117_a_665bfb42a0362f71	speaker	four legs	2484	chatMessage
pilot1	3820-c7b765b1-c61b-42ce-afd8-42cdd14cdbf4	1500476588863	12	split_22_a_8b005a01cf4ae50d	speaker	has arms	3807	chatMessage
pilot1	3820-c7b765b1-c61b-42ce-afd8-42cdd14cdbf4	1500476653336	13	close_30_a_313bfbd7bc2d516e14d7	speaker	square top and bar at the bottom	21163	chatMessage
pilot1	3820-c7b765b1-c61b-42ce-afd8-42cdd14cdbf4	1500476699491	14	close_107_a_f112035c6413	speaker	the arms don't have holes	9687	chatMessage
pilot1	3820-c7b765b1-c61b-42ce-afd8-42cdd14cdbf4	1500476717995	15	far_31_a_87e11555e7233fb4a9b	speaker	the only one with arms	5201	chatMessage
pilot1	3820-c7b765b1-c61b-42ce-afd8-42cdd14cdbf4	1500476748740	16	split_9_a_ee445cf3710af7e21548	speaker	no arms	12220	chatMessage
pilot1	3820-c7b765b1-c61b-42ce-afd8-42cdd14cdbf4	1500476769146	17	split_84_a_5402eecc67e48950	speaker	two legs	4427	chatMessage
pilot1	3820-c7b765b1-c61b-42ce-afd8-42cdd14cdbf4	1500476795743	18	split_48_a_8d4efa9893f7e49b	speaker	circle in the top	6784	chatMessage
pilot1	3820-c7b765b1-c61b-42ce-afd8-42cdd14cdbf4	1500476819879	19	far_68_a_98f923c006f	speaker	round arms/legs	9620	chatMessage
pilot1	3820-c7b765b1-c61b-42ce-afd8-42cdd14cdbf4	1500476859113	20	close_26_a_bce5c7402feef6d2	speaker	round back without designs	9812	chatMessage
pilot1	3820-c7b765b1-c61b-42ce-afd8-42cdd14cdbf4	1500476904613	21	close_114_a_6f70a7948c59b49943da6ec2	speaker	slotted without foot rest	8527	chatMessage
pilot1	3820-c7b765b1-c61b-42ce-afd8-42cdd14cdbf4	1500476936138	22	far_86_a_58f44c0057ae64b525633180	speaker	folding chair	2735	chatMessage
pilot1	3820-c7b765b1-c61b-42ce-afd8-42cdd14cdbf4	1500476956320	23	far_67_a_d3f31fd0fc99f45e8b3f	speaker	folding chair	2971	chatMessage
pilot1	3820-c7b765b1-c61b-42ce-afd8-42cdd14cdbf4	1500476990881	24	close_27_a_7b5b032a2cddeebc54d7082b3482	speaker	rectangular back	12425	chatMessage
pilot1	3820-c7b765b1-c61b-42ce-afd8-42cdd14cdbf4	1500477048922	25	close_106_a_2fc2b897	speaker	highest arms	2542	chatMessage
pilot1	3820-c7b765b1-c61b-42ce-afd8-42cdd14cdbf4	1500477093412	26	far_16_a_a3260f0c8fddf11c	speaker	two legs	2848	chatMessage
pilot1	3820-c7b765b1-c61b-42ce-afd8-42cdd14cdbf4	1500477108779	27	far_123_a_e3d23dc47ddd9620	speaker	two legs	4340	chatMessage
pilot1	3820-c7b765b1-c61b-42ce-afd8-42cdd14cdbf4	1500477125246	28	far_129_a_d5e1c6d3e6ce16ca8f5b	speaker	round no legs	6277	chatMessage
pilot1	3820-c7b765b1-c61b-42ce-afd8-42cdd14cdbf4	1500477152259	29	close_95_a_4eed9ad9	speaker	has a dip in the back	8157	chatMessage
pilot1	3820-c7b765b1-c61b-42ce-afd8-42cdd14cdbf4	1500477185723	30	close_133_a_a5a2d09e5384	speaker	curved back	12895	chatMessage
pilot1	3820-c7b765b1-c61b-42ce-afd8-42cdd14cdbf4	1500477207271	31	close_35_a_3853339519aca1bd	speaker	rectangular back	7298	chatMessage
pilot1	3820-c7b765b1-c61b-42ce-afd8-42cdd14cdbf4	1500477221706	32	split_18_a_8e0832b4ee38c9743b8d5c0e	speaker	has a hole in it	3878	chatMessage
pilot1	3820-c7b765b1-c61b-42ce-afd8-42cdd14cdbf4	1500477241613	33	split_111_a_892d8090f05c	speaker	has a pillow on it	8261	chatMessage
pilot1	3820-c7b765b1-c61b-42ce-afd8-42cdd14cdbf4	1500477268317	34	close_116_a_5e89f5cc	speaker	back has 3 slats	10321	chatMessage
pilot1	3820-c7b765b1-c61b-42ce-afd8-42cdd14cdbf4	1500477292957	35	split_58_a_6cf3b41688dfc4b4	speaker	the one lowest to the ground	8741	chatMessage
pilot1	3820-c7b765b1-c61b-42ce-afd8-42cdd14cdbf4	1500477318090	36	close_109_a_44ddb3d4	speaker	curved back	3397	chatMessage
pilot1	3820-c7b765b1-c61b-42ce-afd8-42cdd14cdbf4	1500477332029	36	close_109_a_44ddb3d4	listener	are the arm rests curved	3292	chatMessage
pilot1	3820-c7b765b1-c61b-42ce-afd8-42cdd14cdbf4	1500477381746	37	close_82_a_668c	speaker	seat has ripples	9259	chatMessage
pilot1	3820-c7b765b1-c61b-42ce-afd8-42cdd14cdbf4	1500477397343	38	far_120_a_41852b57	speaker	two legs	3106	chatMessage
pilot1	3820-c7b765b1-c61b-42ce-afd8-42cdd14cdbf4	1500477438151	39	split_60_a_6223f3849d57154b5ecb3cc5	speaker	curvy back that goes down to the floor	17939	chatMessage
pilot1	3820-c7b765b1-c61b-42ce-afd8-42cdd14cdbf4	1500477455301	40	close_13_a_fb9f11f128e006d2498725b9	speaker	rounded back	3305	chatMessage
pilot1	3820-c7b765b1-c61b-42ce-afd8-42cdd14cdbf4	1500477472615	41	far_62_a_93ee27f70b59	speaker	long back	2809	chatMessage
pilot1	3820-c7b765b1-c61b-42ce-afd8-42cdd14cdbf4	1500477501501	42	far_79_a_bbf45d2d189dcd75	speaker	longest back	2832	chatMessage
pilot1	3820-c7b765b1-c61b-42ce-afd8-42cdd14cdbf4	1500477553535	43	close_8_a_e78f25a1f66c19a3	speaker	thickest legs	3481	chatMessage
pilot1	3820-c7b765b1-c61b-42ce-afd8-42cdd14cdbf4	1500477582276	44	close_64_a_2a1184b04dd8f30e3e92f39ce48d644	speaker	square back with thick legs	13505	chatMessage
pilot1	3820-c7b765b1-c61b-42ce-afd8-42cdd14cdbf4	1500477626181	45	split_89_a_537924063294eb5f46ed	speaker	armrest with two square legs	19569	chatMessage
pilot1	3820-c7b765b1-c61b-42ce-afd8-42cdd14cdbf4	1500477657771	46	close_121_a_91cf38c4b99d75374fa7	speaker	folding chair with handle at the top	11762	chatMessage
pilot1	3820-c7b765b1-c61b-42ce-afd8-42cdd14cdbf4	1500477703127	47	split_4_a_38b5f764afc9d28f	speaker	without slots in the back	22942	chatMessage
pilot1	3820-c7b765b1-c61b-42ce-afd8-42cdd14cdbf4	1500477720188	48	far_138_a_67d9afec	speaker	armrest	3895	chatMessage
pilot1	3820-c7b765b1-c61b-42ce-afd8-42cdd14cdbf4	1500477753771	49	far_71_a_22cc9b68e67339738d2d730a	speaker	armrest	4049	chatMessage
pilot1	3820-c7b765b1-c61b-42ce-afd8-42cdd14cdbf4	1500477813593	50	split_2_a_46c7367eede2	speaker	lawn chair with square back and skinny legs	21564	chatMessage
pilot1	3820-c7b765b1-c61b-42ce-afd8-42cdd14cdbf4	1500477836855	51	split_24_a_	speaker	chair with thickest legs	5182	chatMessage
