iterationName	gameid	time	trialNum	intendedName	role	text	reactionTime	eventType
pilot1	3730-65af2305-9c59-44b6-80ac-1905f33cf59b	1500427095159	1	close_9_a_ee445cf3710af7e21548	speaker	a straight back chair with a shelf	4323	chatMessage
pilot1	3730-65af2305-9c59-44b6-80ac-1905f33cf59b	1500427112667	2	close_128_a_faca91ff3f9e2b93a87dbaf2	speaker	a high chair	1549	chatMessage
pilot1	3730-65af2305-9c59-44b6-80ac-1905f33cf59b	1500427134662	3	split_70_a_99e4c4b39b75a06b30e06a01	speaker	a short armed chair	2849	chatMessage
pilot1	3730-65af2305-9c59-44b6-80ac-1905f33cf59b	1500427178850	4	close_51_a_81628a0b5f7f9ad7ba94feec	speaker	a rocking chair with many slats	6213	chatMessage
pilot1	3730-65af2305-9c59-44b6-80ac-1905f33cf59b	1500427197512	5	far_68_a_98f923c006fdd918e6d	speaker	circular rocker	2702	chatMessage
pilot1	3730-65af2305-9c59-44b6-80ac-1905f33cf59b	1500427231674	6	far_22_a_8b005a01cf4ae50d	speaker	narrow chair	2577	chatMessage
pilot1	3730-65af2305-9c59-44b6-80ac-1905f33cf59b	1500427264884	7	close_39_a_20b36bbb42d36e0771d	speaker	has a wheel	1232	chatMessage
pilot1	3730-65af2305-9c59-44b6-80ac-1905f33cf59b	1500427282452	8	split_13_a_fb9f11f128e006d2	speaker	curved back	1514	chatMessage
pilot1	3730-65af2305-9c59-44b6-80ac-1905f33cf59b	1500427313847	9	split_130_a_8a21b853c8de77f0c8687ff9b0b4	speaker	chair seems to be holding high arms in the air..?	7559	chatMessage
pilot1	3730-65af2305-9c59-44b6-80ac-1905f33cf59b	1500427326101	10	far_38_a_a66d78cbf3603e8bba9d	speaker	round	639	chatMessage
pilot1	3730-65af2305-9c59-44b6-80ac-1905f33cf59b	1500427343833	11	far_48_a_8d4efa9893f7e49b3a85b56e	speaker	pointless hole in the back	6231	chatMessage
pilot1	3730-65af2305-9c59-44b6-80ac-1905f33cf59b	1500427367477	12	far_64_a_2a1184b04dd8f30e3e9	speaker	open bottom back	2640	chatMessage
pilot1	3730-65af2305-9c59-44b6-80ac-1905f33cf59b	1500427390942	13	far_116_a_5e89f5cc834553622acd	speaker	narrow, and has two legs - tall back	6208	chatMessage
pilot1	3730-65af2305-9c59-44b6-80ac-1905f33cf59b	1500427419772	14	split_113_a_3e1e1070ed7a0ba67484	speaker	curved, yet has a flat edge at the top	9848	chatMessage
pilot1	3730-65af2305-9c59-44b6-80ac-1905f33cf59b	1500427432436	15	split_28_a_c79532846cee59c35a4549f761d7	speaker	box	294	chatMessage
pilot1	3730-65af2305-9c59-44b6-80ac-1905f33cf59b	1500427450706	16	split_59_a_e4931ffa06d7b05c	speaker	kid's chair	1572	chatMessage
pilot1	3730-65af2305-9c59-44b6-80ac-1905f33cf59b	1500427466647	17	far_7_a_64c80a33	speaker	dentist's chair	2268	chatMessage
pilot1	3730-65af2305-9c59-44b6-80ac-1905f33cf59b	1500427490315	18	far_23_a_3c81fab5678a3872327289c0	speaker	futuristic, but be careful you don't fall out	10309	chatMessage
pilot1	3730-65af2305-9c59-44b6-80ac-1905f33cf59b	1500427505403	19	split_134_a_11dba3a8d7b7210f5ff6	speaker	solid arms	1441	chatMessage
pilot1	3730-65af2305-9c59-44b6-80ac-1905f33cf59b	1500427521580	20	far_35_a_3853339519aca1bdfcd49104	speaker	computer	1490	chatMessage
pilot1	3730-65af2305-9c59-44b6-80ac-1905f33cf59b	1500427539133	21	far_133_a_a5a2d09e53842378	speaker	the curved back is too long	4364	chatMessage
pilot1	3730-65af2305-9c59-44b6-80ac-1905f33cf59b	1500427576421	22	far_14_a_4fdcd44fd622400a97fe55e7	speaker	no back legs - wraps around	9453	chatMessage
pilot1	3730-65af2305-9c59-44b6-80ac-1905f33cf59b	1500427597755	23	close_95_a_4eed9ad9465482d5	speaker	the chair wthout a cushion	4061	chatMessage
pilot1	3730-65af2305-9c59-44b6-80ac-1905f33cf59b	1500427614120	24	close_57_a_1055f78d441d	speaker	antique	1552	chatMessage
pilot1	3730-65af2305-9c59-44b6-80ac-1905f33cf59b	1500427624894	25	far_118_a_b3e4c494a862986b9226550f5173ae53	speaker	trash can	1069	chatMessage
pilot1	3730-65af2305-9c59-44b6-80ac-1905f33cf59b	1500427639663	26	far_29_a_b8fe0dd70bae3a9dba7	speaker	skinny legs, fat top	4803	chatMessage
pilot1	3730-65af2305-9c59-44b6-80ac-1905f33cf59b	1500427647841	26	far_29_a_b8fe0dd70bae3a9dba7	listener	has back slats?	2682	chatMessage
pilot1	3730-65af2305-9c59-44b6-80ac-1905f33cf59b	1500427650561	26	far_29_a_b8fe0dd70bae3a9dba7	speaker	slats	679	chatMessage
pilot1	3730-65af2305-9c59-44b6-80ac-1905f33cf59b	1500427683116	27	close_117_a_665bfb42a0362f71d577f4b8	speaker	sturdy legs, curved back	6460	chatMessage
pilot1	3730-65af2305-9c59-44b6-80ac-1905f33cf59b	1500427705691	28	split_27_a_7b5b032a2cddeebc54d7082b3482	speaker	streamlined toilet	8015	chatMessage
pilot1	3730-65af2305-9c59-44b6-80ac-1905f33cf59b	1500427722689	29	far_106_a_2fc2b897b6b131c4dc75	speaker	courthouse	1384	chatMessage
pilot1	3730-65af2305-9c59-44b6-80ac-1905f33cf59b	1500427742429	30	split_50_a_f550b5413eb040c29829306a513f	speaker	comfy, not striped	4825	chatMessage
pilot1	3730-65af2305-9c59-44b6-80ac-1905f33cf59b	1500427757679	31	close_114_a_6f70a7948c59b49943da6ec23ceb	speaker	washboard, not curved	3187	chatMessage
