iterationName	gameid	time	trialNum	intendedName	role	text	reactionTime	eventType
close_only	6112-5ed01e12-ff33-428b-a914-8a4790227a09	1502561868460	1	close_71_a_22cc9b68e67339738d2d730aebe7	speaker	The correct chair is the one with the most basic/flat back with cupholders slots on the arms.	40750	chatMessage
close_only	6112-5ed01e12-ff33-428b-a914-8a4790227a09	1502561895569	2	close_98_a_c04c5b7d68b4e6481a68dda91fe	speaker	The correct chair is the one with the most detailed back, the one with different shades of triangles.	11537	chatMessage
close_only	6112-5ed01e12-ff33-428b-a914-8a4790227a09	1502561943422	3	close_31_a_87e11555e7233fb4a9bdc22a1e0	speaker	The correct chair is the one with horizontal lines at the very top, there are 4 of those lines.	27427	chatMessage
close_only	6112-5ed01e12-ff33-428b-a914-8a4790227a09	1502561978591	4	close_68_a_98f923c006fdd918e6d206b2ed8	speaker	The correct chair is the one with the circular arms.	13631	chatMessage
close_only	6112-5ed01e12-ff33-428b-a914-8a4790227a09	1502562005914	5	close_128_a_faca91ff3f9e2b93a87dbaf229da	speaker	The correct chair is the one that appears to be the highest, it had vertical lines in the back.	18480	chatMessage
close_only	6112-5ed01e12-ff33-428b-a914-8a4790227a09	1502562038057	6	close_24_a_d9a1f2e7290cd2c3baab0c715904	speaker	The correct chair has thick legs and the top is flat, not rounded.	11400	chatMessage
close_only	6112-5ed01e12-ff33-428b-a914-8a4790227a09	1502562094875	7	close_130_a_8a21b853c8de77f0c8687ff9b0b4	speaker	The correct chair has the weirdest back, with arms shooting out of the sides.	23790	chatMessage
close_only	6112-5ed01e12-ff33-428b-a914-8a4790227a09	1502562117377	8	close_4_a_38b5f764afc9d28f200ad3f421b6	speaker	The correct chair has the thinnest legs and the flat/basic back.	13831	chatMessage
close_only	6112-5ed01e12-ff33-428b-a914-8a4790227a09	1502562138692	9	close_118_a_b3e4c494a862986b9226550f5173	speaker	The correct chair looks like a box with a lid	11696	chatMessage
close_only	6112-5ed01e12-ff33-428b-a914-8a4790227a09	1502562179603	10	close_102_a_9e6564dce4cc128efc24661f5f8d	speaker	The correct chair has a circular seat with a back that's just a rounded horizontal line	18408	chatMessage
