gameid,time,roundNum,condition,clickStatus,clickColH,clickColS,clickColL,clickLocS,clickLocLalt1Status,alt1ColH,alt1ColS,alt1ColL,alt1LocS,alt1LocLalt2Status,alt2ColH,alt2ColS,alt2ColL,alt2LocS,alt2LocLtargetD1Diff,targetD2Diff,D1D2Diff,outcome
2135-c,1476493279467,1,closer,target,101,69,50,1,3,distr2,124,41,50,2,2,distr1,73,42,50,3,1,13,12,14,true
2135-c,1476493291131,2,further,target,125,35,50,1,1,distr2,42,61,50,3,3,distr1,138,14,50,2,2,15,32,30,true
2135-c,1476493309096,3,equal,distr1,282,76,50,2,1,target,147,17,50,1,2,distr2,267,7,50,3,3,43,28,26,false
2135-c,1476493317687,4,equal,target,80,62,50,2,3,distr2,156,6,50,3,2,distr1,1,42,50,1,1,64,32,36,true
2135-c,1476493325195,5,further,target,125,80,50,2,2,distr2,170,52,50,3,3,distr1,78,71,50,1,1,12,25,29,true
2135-c,1476493333664,6,closer,target,258,19,50,1,1,distr1,223,35,50,3,3,distr2,217,63,50,2,2,12,18,6,true
2135-c,1476493340020,7,further,target,218,64,50,2,2,distr1,266,39,50,3,3,distr2,74,30,50,1,1,18,58,67,true
2135-c,1476493351536,8,further,target,260,42,50,2,1,distr1,215,18,50,3,2,distr2,295,97,50,1,3,17,22,29,true
2135-c,1476493358789,9,equal,target,109,44,50,2,3,distr2,264,71,50,3,2,distr1,208,55,50,1,1,54,65,30,true
2135-c,1476493372277,10,closer,target,119,34,50,2,1,distr2,63,18,50,1,2,distr1,69,51,50,3,3,17,17,17,true
2135-c,1476493378170,11,equal,target,54,85,50,1,2,distr2,306,77,50,2,1,distr1,109,40,50,3,3,27,82,88,true
2135-c,1476493384021,12,equal,target,240,57,50,1,2,distr2,44,63,50,2,3,distr1,97,26,50,3,1,60,74,25,true
2135-c,1476493392732,13,equal,target,318,11,50,1,2,distr2,346,71,50,2,1,distr1,59,43,50,3,3,46,23,58,true
2135-c,1476493398369,14,equal,target,25,83,50,2,1,distr1,90,93,50,3,2,distr2,242,17,50,1,3,61,43,60,true
