gameid,time,roundNum,redH,redW,redX,redY,blueH,blueW,blueX,blueY,plazaD,plazaX,plazaY,lilyX,lilyY,mouseX, mouseY
1303-4,1480976806642,1,118, 77, 311, 134, 62, 289, 181, 307, 100, 307, 175, 323, 200, 316, 169
1303-4,1480976856545,2,56, 128, 60, 66, 200, 53, 400, 149, 100, 62, 187, 180, 60, 188, 66
1303-4,1480976906027,3,298, 289, 153, 54, 92, 79, 474, 263, 100, 184, 71, 200, 80, 161, 62
1303-4,1480976988607,4,96, 63, 142, 246, 165, 136, 309, 139, 100, 442, 109, 357, 181, 355, 194
1303-4,1480977011235,5,56, 128, 60, 66, 200, 53, 400, 149, 100, 62, 187, 110, 100, 117, 95
1303-4,1480977072971,6,163, 66, 358, 228, 152, 163, 61, 53, 100, 274, 113, 300, 150, 258, 118
1303-4,1480977140309,7,163, 66, 358, 228, 152, 163, 61, 53, 100, 274, 113, 200, 250, 199, 238
1303-4,1480977175506,8,85, 109, 179, 204, 249, 276, 316, 112, 100, 321, 222, 250, 279, 232, 289
1303-4,1480977224255,9,118, 77, 311, 134, 62, 289, 181, 307, 100, 307, 175, 382, 314, 390, 306
1303-4,1480977282028,10,163, 66, 358, 228, 152, 163, 61, 53, 100, 274, 113, 220, 100, 223, 83
1303-4,1480977318082,11,98, 82, 507, 293, 285, 63, 210, 107, 100, 65, 299, 540, 326, 545, 307
1303-4,1480977355417,12,96, 63, 142, 246, 165, 136, 309, 139, 100, 442, 109, 180, 340, 172, 340
1303-4,1480977413804,13,298, 289, 153, 54, 92, 79, 474, 263, 100, 184, 71, 164, 190, 152, 125
1303-4,1480977494085,14,140, 278, 304, 199, 251, 176, 90, 75, 100, 487, 150, 500, 166, 517, 166
1303-4,1480977547272,15,86, 52, 418, 165, 56, 303, 116, 106, 100, 279, 86, 390, 209, 405, 206
1303-4,1480977572006,16,183, 132, 209, 94, 78, 181, 114, 319, 100, 265, 221, 239, 254, 226, 256
1303-4,1480977601477,17,298, 289, 153, 54, 92, 79, 474, 263, 100, 184, 71, 500, 300, 490, 284
1303-4,1480977643237,18,87, 246, 243, 256, 153, 233, 331, 58, 100, 78, 122, 311, 250, 292, 257
1303-4,1480977696216,19,140, 278, 304, 199, 251, 176, 90, 75, 100, 487, 150, 250, 150, 248, 166
1303-4,1480977780981,20,107, 56, 425, 163, 88, 134, 161, 123, 100, 262, 215, 262, 300, 235, 259
1303-4,1480977851051,21,96, 63, 142, 246, 165, 136, 309, 139, 100, 442, 109, 500, 200, 494, 178
1303-4,1480977924239,22,163, 66, 358, 228, 152, 163, 61, 53, 100, 274, 113, 250, 100, 239, 98
1303-4,1480978002101,23,183, 132, 209, 94, 78, 181, 114, 319, 100, 265, 221, 260, 300, 246, 297
1303-4,1480978067785,24,86, 137, 401, 139, 131, 194, 231, 237, 100, 363, 215, 363, 265, 398, 253
1303-4,1480978132108,25,140, 278, 304, 199, 251, 176, 90, 75, 100, 487, 150, 120, 269, 112, 283
1303-4,1480978173534,26,54, 178, 161, 310, 233, 122, 429, 51, 100, 438, 188, 190, 360, 180, 363
1303-4,1480978236981,27,87, 246, 243, 256, 153, 233, 331, 58, 100, 78, 122, 120, 130, 222, 121
1303-4,1480978267641,28,118, 77, 311, 134, 62, 289, 181, 307, 100, 307, 175, 300, 200, 310, 189
1303-4,1480978339378,29,64, 155, 121, 228, 207, 133, 318, 80, 100, 360, 67, 310, 70, 311, 77
1303-4,1480978387631,30,64, 155, 121, 228, 207, 133, 318, 80, 100, 360, 67, 360, 100, 344, 94
