iterationName	gameid	time	trialNum	intendedName	role	text	reactionTime	eventType
pilot1	6327-19f8e0be-7c8f-4019-ace7-2910707d21c1	1500335831943	1	split_27_a_7b5b032a2cddeebc54d7082b34825ef0	speaker	the fatter toilet	4767	chatMessage
pilot1	6327-19f8e0be-7c8f-4019-ace7-2910707d21c1	1500335841522	1	split_27_a_7b5b032a2cddeebc54d7082b34825ef0	listener	Is it a little shorter?	3948	chatMessage
pilot1	6327-19f8e0be-7c8f-4019-ace7-2910707d21c1	1500335847449	1	split_27_a_7b5b032a2cddeebc54d7082b34825ef0	speaker	no	745	chatMessage
pilot1	6327-19f8e0be-7c8f-4019-ace7-2910707d21c1	1500335853118	1	split_27_a_7b5b032a2cddeebc54d7082b34825ef0	speaker	wider	957	chatMessage
pilot1	6327-19f8e0be-7c8f-4019-ace7-2910707d21c1	1500335872944	2	far_59_a_e4931ffa06d7b05cb04cb542	speaker	the high chair	2085	chatMessage
pilot1	6327-19f8e0be-7c8f-4019-ace7-2910707d21c1	1500335886041	2	far_59_a_e4931ffa06d7b05cb04cb542	listener	With the longest legs?	6710	chatMessage
pilot1	6327-19f8e0be-7c8f-4019-ace7-2910707d21c1	1500335890147	2	far_59_a_e4931ffa06d7b05cb04cb542	speaker	yes	793	chatMessage
pilot1	6327-19f8e0be-7c8f-4019-ace7-2910707d21c1	1500335909421	3	close_57_a_1055f78d441d170c4f3443b2	speaker	the one with the curved back leg	5776	chatMessage
pilot1	6327-19f8e0be-7c8f-4019-ace7-2910707d21c1	1500335927502	4	split_89_a_537924063294eb5f46ed025f8f85e067	speaker	the shortest chair	2503	chatMessage
pilot1	6327-19f8e0be-7c8f-4019-ace7-2910707d21c1	1500335948704	4	split_89_a_537924063294eb5f46ed025f8f85e067	listener	With the wider back?	4519	chatMessage
pilot1	6327-19f8e0be-7c8f-4019-ace7-2910707d21c1	1500335952868	4	split_89_a_537924063294eb5f46ed025f8f85e067	speaker	yes	370	chatMessage
pilot1	6327-19f8e0be-7c8f-4019-ace7-2910707d21c1	1500335967197	5	far_120_a_41852b57b492559eb3617808	speaker	the wide back chair	2270	chatMessage
pilot1	6327-19f8e0be-7c8f-4019-ace7-2910707d21c1	1500336002111	6	close_64_a_2a1184b04dd8f30e3e92f39	speaker	the one with thick legs and retangle back	12987	chatMessage
pilot1	6327-19f8e0be-7c8f-4019-ace7-2910707d21c1	1500336022564	7	far_79_a_bbf45d2d189dcd758e5f5b49c9f5	speaker	the one with a tall long back	7869	chatMessage
pilot1	6327-19f8e0be-7c8f-4019-ace7-2910707d21c1	1500336039549	8	close_39_a_20b36bbb42d36e0771dcb8deedb6c8d	speaker	the one with a wheel on the bottom	4515	chatMessage
pilot1	6327-19f8e0be-7c8f-4019-ace7-2910707d21c1	1500336057216	9	close_4_a_38b5f764afc9d28f200a	speaker	tall one with very skinny legs	4467	chatMessage
pilot1	6327-19f8e0be-7c8f-4019-ace7-2910707d21c1	1500336080460	10	split_67_a_d3f31fd0fc99f45e8b3f6b4a44a7	speaker	the one with least back support	9100	chatMessage
pilot1	6327-19f8e0be-7c8f-4019-ace7-2910707d21c1	1500336106860	11	close_117_a_665bfb42a0362f71d577f4b88a77	speaker	thick legs and wide back	10069	chatMessage
pilot1	6327-19f8e0be-7c8f-4019-ace7-2910707d21c1	1500336130267	12	split_130_a_8a21b853c8de77f0c8687ff9b0b4	speaker	the one with arms raising up	9071	chatMessage
pilot1	6327-19f8e0be-7c8f-4019-ace7-2910707d21c1	1500336146179	13	split_66_a_a14c7700cfc99b03ca6910e4922d61aa	speaker	the one that is leaning forward	3763	chatMessage
pilot1	6327-19f8e0be-7c8f-4019-ace7-2910707d21c1	1500336168394	14	split_18_a_8e0832b4ee38c9743b8d5c0e	speaker	a hole on the seat	2562	chatMessage
