gameid,time,roundNum,redH,redW,redX,redY,blueH,blueW,blueX,blueY,plazaD,plazaX,plazaY,lilyX,lilyY,mouseX, mouseY
0242-1,1480979569788,1,183, 132, 209, 94, 78, 181, 114, 319, 100, 265, 221, 199, 340, 202, 335
0242-1,1480979595288,2,87, 246, 243, 256, 153, 233, 331, 58, 100, 78, 122, 78, 172, 79, 167
0242-1,1480979625080,3,56, 128, 60, 66, 200, 53, 400, 149, 100, 62, 187, 180, 60, 174, 79
0242-1,1480979668487,4,222, 105, 173, 128, 291, 226, 368, 89, 100, 391, 155, 290, 300, 261, 296
0242-1,1480979755512,5,85, 109, 179, 204, 249, 276, 316, 112, 100, 321, 222, 310, 250, 303, 256
0242-1,1480979792041,6,140, 278, 304, 199, 251, 176, 90, 75, 100, 487, 150, 400, 190, 424, 195
0242-1,1480979816212,7,118, 77, 311, 134, 62, 289, 181, 307, 100, 307, 175, 323, 200, 331, 211
0242-1,1480979863373,8,298, 289, 153, 54, 92, 79, 474, 263, 100, 184, 71, 164, 190, 155, 186
0242-1,1480979895611,9,64, 155, 121, 228, 207, 133, 318, 80, 100, 360, 67, 380, 150, 382, 122
0242-1,1480979939252,10,54, 178, 161, 310, 233, 122, 429, 51, 100, 438, 188, 400, 150, 415, 143
0242-1,1480979980799,11,85, 109, 179, 204, 249, 276, 316, 112, 100, 321, 222, 250, 279, 242, 282
0242-1,1480980060903,12,163, 66, 358, 228, 152, 163, 61, 53, 100, 274, 113, 200, 250, 189, 240
0242-1,1480980088633,13,118, 77, 311, 134, 62, 289, 181, 307, 100, 307, 175, 400, 225, 386, 241
0242-1,1480980119026,14,183, 132, 209, 94, 78, 181, 114, 319, 100, 265, 221, 239, 254, 232, 249
0242-1,1480980192514,15,87, 246, 243, 256, 153, 233, 331, 58, 100, 78, 122, 410, 100, 380, 84
0242-1,1480980258335,16,56, 128, 60, 66, 200, 53, 400, 149, 100, 62, 187, 110, 100, 89, 117
0242-1,1480980346699,17,87, 246, 243, 256, 153, 233, 331, 58, 100, 78, 122, 311, 250, 293, 254
0242-1,1480980399400,18,96, 63, 142, 246, 165, 136, 309, 139, 100, 442, 109, 500, 200, 461, 206
0242-1,1480980447340,19,54, 178, 161, 310, 233, 122, 429, 51, 100, 438, 188, 491, 339, 490, 320
0242-1,1480980479247,20,87, 246, 243, 256, 153, 233, 331, 58, 100, 78, 122, 120, 130, 113, 145
0242-1,1480980505451,21,163, 66, 358, 228, 152, 163, 61, 53, 100, 274, 113, 300, 150, 299, 145
0242-1,1480980549752,22,140, 278, 304, 199, 251, 176, 90, 75, 100, 487, 150, 250, 150, 232, 143
0242-1,1480980594057,23,54, 178, 161, 310, 233, 122, 429, 51, 100, 438, 188, 190, 360, 175, 358
0242-1,1480980640668,24,64, 155, 121, 228, 207, 133, 318, 80, 100, 360, 67, 310, 70, 318, 80
0242-1,1480980688092,25,98, 82, 507, 293, 285, 63, 210, 107, 100, 65, 299, 540, 326, 518, 309
0242-1,1480980721711,26,56, 128, 60, 66, 200, 53, 400, 149, 100, 62, 187, 450, 130, 446, 143
0242-1,1480980773762,27,96, 63, 142, 246, 165, 136, 309, 139, 100, 442, 109, 357, 181, 339, 165
0242-1,1480980820357,28,64, 155, 121, 228, 207, 133, 318, 80, 100, 360, 67, 360, 100, 361, 110
0242-1,1480980880745,29,56, 128, 60, 66, 200, 53, 400, 149, 100, 62, 187, 50, 200, 33, 209
0242-1,1480980931458,30,64, 155, 121, 228, 207, 133, 318, 80, 100, 360, 67, 300, 100, 316, 90
