expid	gameid	time	trialNum	intendedName	role	text	reactionTime	condition	eventType
pilot1	7413-0e3f7251-4f28-49c2-8d48-5c4750d10cbb	1502133482517	1	crow	speaker	Bird!	3468	further	chatMessage
pilot1	7413-0e3f7251-4f28-49c2-8d48-5c4750d10cbb	1502133496485	2	beetle	speaker	Old time white car	3355	closer	chatMessage
pilot1	7413-0e3f7251-4f28-49c2-8d48-5c4750d10cbb	1502133513223	3	tomtit	speaker	bird	10591	further	chatMessage
pilot1	7413-0e3f7251-4f28-49c2-8d48-5c4750d10cbb	1502133526394	4	sparrow	speaker	bird	3297	further	chatMessage
pilot1	7413-0e3f7251-4f28-49c2-8d48-5c4750d10cbb	1502133551421	5	bluejay	speaker	small bird with stripes 	5501	closer	chatMessage
pilot1	7413-0e3f7251-4f28-49c2-8d48-5c4750d10cbb	1502133566962	5	bluejay	listener	white butt?	6263	closer	chatMessage
pilot1	7413-0e3f7251-4f28-49c2-8d48-5c4750d10cbb	1502133578034	5	bluejay	speaker	white/black looking stripes above tail	6656	closer	chatMessage
pilot1	7413-0e3f7251-4f28-49c2-8d48-5c4750d10cbb	1502133580880	5	bluejay	speaker	lol	383	closer	chatMessage
pilot1	7413-0e3f7251-4f28-49c2-8d48-5c4750d10cbb	1502133584416	5	bluejay	speaker	small section	1463	closer	chatMessage
pilot1	7413-0e3f7251-4f28-49c2-8d48-5c4750d10cbb	1502133595280	6	nightingale	speaker	bird	879	further	chatMessage
pilot1	7413-0e3f7251-4f28-49c2-8d48-5c4750d10cbb	1502133630354	7	weimaraner	speaker	the dog that looks like someone messed up the contrast setting	11344	closer	chatMessage
pilot1	7413-0e3f7251-4f28-49c2-8d48-5c4750d10cbb	1502133636433	7	weimaraner	speaker	he looks brown though	2792	closer	chatMessage
pilot1	7413-0e3f7251-4f28-49c2-8d48-5c4750d10cbb	1502133656151	8	knob	speaker	black chair curvy top almost like a hotdog	8767	closer	chatMessage
pilot1	7413-0e3f7251-4f28-49c2-8d48-5c4750d10cbb	1502133677456	9	brown	speaker	small car with black roof and white body	5552	closer	chatMessage
pilot1	7413-0e3f7251-4f28-49c2-8d48-5c4750d10cbb	1502133717579	10	sling	speaker	Black chair with white seat part, surrounding looks like a cage	27330	closer	chatMessage
pilot1	7413-0e3f7251-4f28-49c2-8d48-5c4750d10cbb	1502133739897	11	bluesport	speaker	car	962	further	chatMessage
pilot1	7413-0e3f7251-4f28-49c2-8d48-5c4750d10cbb	1502133777717	12	bloodhound	speaker	the black/brown dog with a long tail	8024	closer	chatMessage
pilot1	7413-0e3f7251-4f28-49c2-8d48-5c4750d10cbb	1502133794446	13	white	speaker	car	11087	further	chatMessage
pilot1	7413-0e3f7251-4f28-49c2-8d48-5c4750d10cbb	1502133803987	14	redsport	speaker	car	597	further	chatMessage
pilot1	7413-0e3f7251-4f28-49c2-8d48-5c4750d10cbb	1502133812852	15	bluesedan	speaker	car	582	further	chatMessage
pilot1	7413-0e3f7251-4f28-49c2-8d48-5c4750d10cbb	1502133835030	16	robin	speaker	charcol looking bird, the most solid color one	9831	closer	chatMessage
pilot1	7413-0e3f7251-4f28-49c2-8d48-5c4750d10cbb	1502133849318	17	waiting	speaker	chair	2215	further	chatMessage
pilot1	7413-0e3f7251-4f28-49c2-8d48-5c4750d10cbb	1502133896067	18	cuckoo	speaker	bird with black tail, small, white/gray back 	36373	closer	chatMessage
pilot1	7413-0e3f7251-4f28-49c2-8d48-5c4750d10cbb	1502133913598	19	woven	speaker	chair	2354	further	chatMessage
pilot1	7413-0e3f7251-4f28-49c2-8d48-5c4750d10cbb	1502133927106	20	goldenretriever	speaker	white dog	4457	closer	chatMessage
pilot1	7413-0e3f7251-4f28-49c2-8d48-5c4750d10cbb	1502133948287	21	redantique	speaker	the car that isn't white	4112	closer	chatMessage
pilot1	7413-0e3f7251-4f28-49c2-8d48-5c4750d10cbb	1502133961990	22	leather	speaker	chair	2441	further	chatMessage
pilot1	7413-0e3f7251-4f28-49c2-8d48-5c4750d10cbb	1502133976668	23	inlay	speaker	chair	1860	further	chatMessage
pilot1	7413-0e3f7251-4f28-49c2-8d48-5c4750d10cbb	1502134011144	24	squat	speaker	circular chair with cage around, all solid color, the tallest chair	23770	closer	chatMessage
pilot1	7413-0e3f7251-4f28-49c2-8d48-5c4750d10cbb	1502134020360	24	squat	speaker	half circle	4440	closer	chatMessage
pilot1	7413-0e3f7251-4f28-49c2-8d48-5c4750d10cbb	1502134061174	25	pigeon	speaker	Bird with super long neck, his eye looks like a fake google eye	16968	closer	chatMessage
pilot1	7413-0e3f7251-4f28-49c2-8d48-5c4750d10cbb	1502134076836	25	pigeon	speaker	white stipe above black tip nose	10616	closer	chatMessage
pilot1	7413-0e3f7251-4f28-49c2-8d48-5c4750d10cbb	1502134086004	26	pug	speaker	dog	8712	further	chatMessage
pilot1	7413-0e3f7251-4f28-49c2-8d48-5c4750d10cbb	1502134096858	27	chihuahua	speaker	dog	1752	further	chatMessage
pilot1	7413-0e3f7251-4f28-49c2-8d48-5c4750d10cbb	1502134133027	28	straight	speaker	simple chair, white seat, looks like a chair your granny might own if she lived in a rural area	21519	closer	chatMessage
pilot1	7413-0e3f7251-4f28-49c2-8d48-5c4750d10cbb	1502134151602	29	hatchback	speaker	mini van type	5638	closer	chatMessage
pilot1	7413-0e3f7251-4f28-49c2-8d48-5c4750d10cbb	1502134185108	30	doberman	speaker	black dog, looks like a rotwiler or something mean, the tallest looking dog	18976	closer	chatMessage
pilot1	7413-0e3f7251-4f28-49c2-8d48-5c4750d10cbb	1502134197908	31	basset	speaker	dog	1785	further	chatMessage
pilot1	7413-0e3f7251-4f28-49c2-8d48-5c4750d10cbb	1502134209851	32	bullmastiff	speaker	dog	3513	further	chatMessage
