iterationName	gameid	time	trialNum	intendedName	svgData	currStrokeNum	shiftKeyUsed	score	eventType
pilot1	4143-3aed2f05-e0e6-4117-9d93-1849a3a7e567	1506467180736	1	pug	M126,99c0,-5.29949 10.13862,-9.86138 14,-6c2.60433,2.60433 -2,9.49311 -2,11	1	0	0	stroke
pilot1	4143-3aed2f05-e0e6-4117-9d93-1849a3a7e567	1506467182593	1	pug	M83,112c-28.4393,0 -14.69334,18 -9,18	2	0	0	stroke
pilot1	4143-3aed2f05-e0e6-4117-9d93-1849a3a7e567	1506467185174	1	pug	M85,112c0,0.51117 8.81006,-10.90503 13,-13c2.86329,-1.43165 27,-7.04735 27,0	3	0	0	stroke
pilot1	4143-3aed2f05-e0e6-4117-9d93-1849a3a7e567	1506467189702	1	pug	M138,106c0,7.08195 -4.69288,26.30712 0,31c12.69232,12.69232 46.24735,20 66,20	4	0	0	stroke
pilot1	4143-3aed2f05-e0e6-4117-9d93-1849a3a7e567	1506467195997	1	pug	M74,130c-2.35047,0 -11,7.58489 -11,11c0,1.66667 3.33333,0 5,0c3.62694,0 10.01496,1.01496 12,3c0.4714,0.4714 0,1.33333 0,2c0,10.2338 0.48081,17.96162 4,25c5.33073,10.66146 15.22428,6.40809 26,10c8.41715,2.80572 9.09168,15 21,15	5	0	0	stroke
pilot1	4143-3aed2f05-e0e6-4117-9d93-1849a3a7e567	1506467198059	1	pug	M203,160c0,-0.90617 0,-6.33707 0,-4	6	0	0	stroke
pilot1	4143-3aed2f05-e0e6-4117-9d93-1849a3a7e567	1506467199290	1	pug	M204,158c19.51511,0 21.15829,11.15829 33,23	7	0	0	stroke
pilot1	4143-3aed2f05-e0e6-4117-9d93-1849a3a7e567	1506467202086	1	pug	M218,171c8.68457,0 21.96353,-39.51823 33,-34c1.68917,0.84459 0.65216,2.65216 2,4c4.41959,4.41959 -6.68225,4.36451 -8,7c-3.74198,7.48396 -10.94956,22 -19,22	8	0	0	stroke
pilot1	4143-3aed2f05-e0e6-4117-9d93-1849a3a7e567	1506467205657	1	pug	M236,180c0,21.70671 4,46.2193 4,67	9	0	0	stroke
pilot1	4143-3aed2f05-e0e6-4117-9d93-1849a3a7e567	1506467214383	1	pug	M240,248c-1.26156,0 -11.46659,11.53341 -17,6c-2.51683,-2.51683 4.68287,-20.9514 3,-26c-5.02235,-15.06704 -8.68751,-23.84376 -23,-31c-13.84809,-6.92405 -7,49.11691 -7,55c0,0.41176 0.26471,2.73529 0,3c-1.34485,1.34485 -6.5049,0.5049 -8,2c-4.46119,4.46119 -4.57308,-5.71923 -5,-7c-6.83422,-20.50267 -2,-28.29491 -2,-48	10	0	0	stroke
