iterationName	gameid	time	trialNum	intendedName	svgData	currStrokeNum	shiftKeyUsed	score	eventType
pilot1	4546-f9fcfb8d-a3be-42f3-9c65-3feda50858ff	1506456716747	1	bullmastiff	M85,191c-27.20953,0 -37.17625,-14 -54,-14	1	0	0	stroke
pilot1	4546-f9fcfb8d-a3be-42f3-9c65-3feda50858ff	1506456729803	1	bullmastiff	M80,189c25.33878,-8.44626 49.01476,-7.75369 74,-14c8.5867,-2.14667 18.76045,3.74652 27,1c4.2104,-1.40347 9.89426,-11.08243 15,-14c16.49953,-9.42831 54.66769,-8.66461 64,10c1.50427,3.00854 4,8.12275 4,12c0,27.04111 -23.75913,-1.74696 -35,2c-6.24311,2.08104 -23.79885,24.19539 -26,33c-1.38678,5.54711 -2.66808,25.22128 3,29c4.27486,2.84991 36.54369,19.45631 30,26c-2.36932,2.36932 -12.71156,1 -16,1c-3.68729,0 -23.64932,2.02602 -25,0c-8.57844,-12.86767 -21.16821,-40.16821 -30,-49c-2.8259,-2.8259 -14.82878,2.27626 -17,3c-10.42423,3.47474 -27.52444,-3 -34,-3c-33.34927,0 -22.71681,38.71681 -41,57c-1.51227,1.51227 -18.78791,7.21209 -21,5c-5.15461,-5.15461 16.56663,-59.86675 9,-75c-14.27501,-28.55003 -46.50855,-24.0171 -53,-37c-3.18351,-6.36703 30,-7.052 30,1	2	0	0	stroke
pilot1	4546-f9fcfb8d-a3be-42f3-9c65-3feda50858ff	1506456757339	2	cuckoo	M113,121c0,6.98183 5.7141,16.1423 8,23c4.3072,12.92161 0.27501,44.72499 -7,52c-1.32993,1.32993 -4.20818,20.79182 -2,23c0.73572,0.73572 2.68907,-1.84453 3,-2c3.67989,-1.83995 15,-18.31467 15,-21	1	0	1	stroke
pilot1	4546-f9fcfb8d-a3be-42f3-9c65-3feda50858ff	1506456772449	2	cuckoo	M129,198c0,4.88966 17.5115,14.7908 21,12c5.35732,-4.28586 9.82925,-8.91463 14,-11c0.74349,-0.37175 3.88769,-2.11231 5,-1c4.92653,4.92653 2.88557,24.68655 2,30c-0.27942,1.67655 -1,5 -1,5c0,0 20.68482,-7.05445 23,-14c1.5064,-4.5192 -1.79256,-14.89628 -4,-16c-0.52337,-0.26169 -3.13927,-3.86073 -3,-4c9.4179,-9.4179 29.82337,13 37,13c2.02759,0 6,3.02759 6,1c0,-9.01824 3.42044,-12.91591 -7,-15c-1.12683,-0.22537 -9.17809,-4.6073 -8,-5c9.66464,-3.22155 63.09045,27.8191 67,20c4.39311,-8.78623 -21.57324,-21.24567 -28,-24c-11.99737,-5.14173 -37.09603,-27.637 -40,-28c-19.56345,-2.44543 -33.17055,-15.17055 -47,-29c-12.32226,-12.32226 -7.31422,-33.25687 -11,-48c-3.37534,-13.50134 -11.58834,-22.76502 -15,-33c-1.57129,-4.71386 -21.61164,-19.38836 -28,-13c-6.78208,6.78208 -4.48349,55.54952 -1,66c2.26833,6.80498 8,7.88775 8,16	2	0	1	stroke
pilot1	4546-f9fcfb8d-a3be-42f3-9c65-3feda50858ff	1506456773088	2	cuckoo	M117,126c0,5.53542 -1,3.21555 -1,-1	3	0	1	stroke
pilot1	4546-f9fcfb8d-a3be-42f3-9c65-3feda50858ff	1506456788321	3	inlay	M86,81c21.5437,7.18123 45.42113,20 67,20c0.66667,0 1.5286,-0.4714 2,0c2.9567,2.9567 -4.00144,8.00288 -5,10c-5.76346,11.52691 -0.73606,21.36113 -23,15c-19.02297,-5.43513 -39.06151,-20.06151 -51,-32c-2.1499,-2.1499 -2.19002,-9.40499 1,-11c2.47276,-1.23638 3.71243,-4 8,-4	1	0	2	stroke
pilot1	4546-f9fcfb8d-a3be-42f3-9c65-3feda50858ff	1506456790076	3	inlay	M72,90c0,22.34066 1,45.3836 1,68c0,2.34796 -1.46132,8 1,8	2	0	2	stroke
pilot1	4546-f9fcfb8d-a3be-42f3-9c65-3feda50858ff	1506456791854	3	inlay	M142,129c0,21.66667 0,43.33333 0,65	3	0	2	stroke
pilot1	4546-f9fcfb8d-a3be-42f3-9c65-3feda50858ff	1506456794401	3	inlay	M75,158c0,-2.6685 22.17197,-3 25,-3c14.18681,0 30.17832,-3.17832 39,-12	4	0	2	stroke
pilot1	4546-f9fcfb8d-a3be-42f3-9c65-3feda50858ff	1506456797823	3	inlay	M137,145c0,3.28971 20.14383,2.68265 23,3c13.59398,1.51044 23.22714,5.22714 33,15c3.55576,3.55576 7.94172,25.04662 3,29c-8.65688,6.92551 -27.76262,8 -39,8c-1.0227,0 -8.84312,0.47065 -9,0c-0.94868,-2.84605 0.4932,-6.04082 0,-9c-0.03649,-0.21893 -7.97122,0 -9,0	5	0	2	stroke
pilot1	4546-f9fcfb8d-a3be-42f3-9c65-3feda50858ff	1506456799328	3	inlay	M138,193c0,0.74536 -1.25464,1 -2,1c-10.10353,0 -34.81312,1.18688 -42,-6c-8.4141,-8.4141 -8.8372,-25 -22,-25	6	0	2	stroke
pilot1	4546-f9fcfb8d-a3be-42f3-9c65-3feda50858ff	1506456802686	3	inlay	M69,163c0,22.7659 1,45.55596 1,68c0,7.17394 -2.81913,12.91481 -4,20c-0.44929,2.69576 -1.33544,5.34175 -2,8c-0.32338,1.29352 0,5.33333 0,4c0,-5.45215 5.59782,-14.98912 7,-22c4.59965,-22.99827 4,-52.98119 4,-76c0,-2.33333 0,4.66667 0,7c0,4.66667 0,9.33333 0,14c0,0.83903 0,9.3677 0,7	7	0	2	stroke
pilot1	4546-f9fcfb8d-a3be-42f3-9c65-3feda50858ff	1506456805587	3	inlay	M74,170c4.43225,8.86449 47.19141,16.0957 57,21c4.93523,2.46762 9.77543,8.59181 14,10c2.70185,0.90062 10.848,3 8,3c-22.804,0 -36.88208,-14.62736 -56,-21c-1.26491,-0.42164 -2.70648,0.32338 -4,0c-6.09823,-1.52456 -18.30462,-8.07282 -22,-13c-0.20436,-0.27248 -2.72105,-4.75965 -2,-5c11.78751,-3.92917 24.55314,8 36,8	8	0	2	stroke
pilot1	4546-f9fcfb8d-a3be-42f3-9c65-3feda50858ff	1506456807733	3	inlay	M147,195c0,22.36612 -10,47.08017 -10,65c0,1.63796 -1.20711,6 -3,6	9	0	2	stroke
pilot1	4546-f9fcfb8d-a3be-42f3-9c65-3feda50858ff	1506456809597	3	inlay	M146,200c3.98434,0 13,20.99665 13,23	10	0	2	stroke
pilot1	4546-f9fcfb8d-a3be-42f3-9c65-3feda50858ff	1506456811552	3	inlay	M196,188c0,21.69249 -4.23183,48.07268 1,69c1.53142,6.12569 12,10.17284 12,16	11	0	2	stroke
pilot1	4546-f9fcfb8d-a3be-42f3-9c65-3feda50858ff	1506456822554	4	woven	M82,83c0,19.4783 -3.17902,41.92585 0,61c1.70777,10.24664 5,26.36936 5,35	1	0	3	stroke
pilot1	4546-f9fcfb8d-a3be-42f3-9c65-3feda50858ff	1506456823693	4	woven	M87,179c36.9099,0 72.79482,-4.38229 110,-1c13.34069,1.21279 26.63016,1 40,1c0.4714,0 1,0.5286 1,1	2	0	3	stroke
pilot1	4546-f9fcfb8d-a3be-42f3-9c65-3feda50858ff	1506456827929	4	woven	M233,176c0,-7.91088 7.9017,-24.9017 12,-29c2.4267,-2.4267 8.25576,-7.91475 5,-9c-11.85451,-3.9515 -113.17274,-0.27575 -129,5c-14.45177,4.81726 -14.50353,20.51059 -19,34c-0.5532,1.65959 -1.37573,5 -3,5	3	0	3	stroke
pilot1	4546-f9fcfb8d-a3be-42f3-9c65-3feda50858ff	1506456832317	4	woven	M83,77c0,6.987 -0.80528,43.19472 0,44c0.71872,0.71872 4.77805,0 6,0c2.70811,0 8.10593,0.89407 10,-1c8.77391,-8.77391 19.3782,-19.62692 30,-26c4.22024,-2.53215 10.79899,-2.59798 13,-7c0.01894,-0.03787 -3.91304,-21.91304 -5,-23c-4.62862,-4.62862 -53.7125,25 -61,25	4	0	3	stroke
pilot1	4546-f9fcfb8d-a3be-42f3-9c65-3feda50858ff	1506456833895	4	woven	M145,88c56.99694,6.59469 94.57757,10.50705 144,15	5	0	3	stroke
pilot1	4546-f9fcfb8d-a3be-42f3-9c65-3feda50858ff	1506456835538	4	woven	M85,123c28.69074,0 58.88813,0 87,0	6	0	3	stroke
pilot1	4546-f9fcfb8d-a3be-42f3-9c65-3feda50858ff	1506456838055	4	woven	M233,180c0,20.33333 0,40.66667 0,61	7	0	3	stroke
pilot1	4546-f9fcfb8d-a3be-42f3-9c65-3feda50858ff	1506456843318	4	woven	M233,242c0,3.74908 2.37172,18.62828 0,21c-2.53512,2.53512 -42.59667,1 -48,1c-14.89604,0 -35.82336,3.44393 -50,-3c-2.57814,-1.17188 -10.62882,-10.89452 -12,-11c-8.67587,-0.66737 -36.96621,19.03379 -44,12c-5.73293,-5.73293 2.93791,-46.78758 14,-49c15.49085,-3.09817 33.32755,1.43276 49,3c30.82494,3.08249 61.83547,3 93,3	8	0	3	stroke
pilot1	4546-f9fcfb8d-a3be-42f3-9c65-3feda50858ff	1506456844542	4	woven	M250,137c0,30.26949 -20,56.76344 -20,79	9	0	3	stroke
pilot1	4546-f9fcfb8d-a3be-42f3-9c65-3feda50858ff	1506456880516	5	brown	M162,166c0,4.93787 -2.38912,16.38912 -6,20c-0.2027,0.2027 -3.48198,1.51802 -2,3c0.26471,0.26471 2.58824,0 3,0c6.22413,0 56.10681,0.89319 57,0c1.52143,-1.52143 0,-12.60923 0,-15c0,-0.74081 1.77145,-7.74285 1,-8c-9.41403,-3.13801 -43.28791,1 -57,1	1	0	4	stroke
