iterationName	gameid	time	trialNum	intendedName	svgData	currStrokeNum	shiftKeyUsed	score	eventType
pilot1	0535-a2298fee-9fee-480a-b610-97868839a2f3	1506378547077	1	redsport	M39,211c10.5591,0 30.8918,6.5541 40,2c7.90923,-3.95462 16.97523,-18.97523 22,-24c2.37661,-2.37661 12.53447,-1 16,-1c3.11527,0 12.04104,-1.47948 15,0c19.41578,9.70789 38.10051,23.45561 61,26c16.74214,1.86024 58,7.14421 58,28c0,0.94832 0.60389,5.39611 0,6c-12.97252,12.97252 -45.0737,8 -62,8c-53.44014,0 -122.35444,7.82278 -170,-16c-13.44166,-6.72083 13.00109,-24 22,-24	1	0	0	stroke
pilot1	0535-a2298fee-9fee-480a-b610-97868839a2f3	1506378550200	1	redsport	M77,207c7.42551,0 14.27987,2.75996 21,5c2.43828,0.81276 9.30917,-1.69083 11,0c2.13437,2.13437 -5.98154,1 -9,1c-10.33333,0 -20.66667,0 -31,0c-0.33333,0 -1.33333,0 -1,0c10.30518,0 20.729,-0.30209 31,0c4.67653,0.13755 9.34466,0.53447 14,1c2.01752,0.20175 6.90676,-0.81353 6,1c-1.67311,3.34623 -29.92448,1 -32,1c-5.33333,0 -10.66667,0 -16,0c-4,0 -12,4 -12,0c0,-3.26701 15.41864,-4.20574 18,-5c2.42633,-0.74656 9.53859,-3 7,-3c-3.01114,0 -19.35322,-0.47017 -19,-1c4.12382,-6.18573 23.72072,-5 31,-5c0.33333,0 1.33333,0 1,0c-4.41764,0 -23,-1.06164 -23,-4c0,-2.45719 10.51992,-4.48008 12,-3c1.34853,1.34853 -3.40898,7.92893 1,6c1.16933,-0.51158 29.66271,-17.33729 32,-15c3.37159,3.37159 -5.98731,14 -7,14c-0.95475,0 1.36558,-4.47312 -1,-4c-1.6343,0.32686 -2.90249,1.74571 -4,3c-2.19502,2.50859 -4.50929,10.98142 -6,8c-7.58542,-15.17084 15.95589,-14.95589 7,-6	2	0	0	stroke
pilot1	0535-a2298fee-9fee-480a-b610-97868839a2f3	1506378581223	2	beetle	M45,250c5.15519,0 13.8632,-25.29481 17,-30c13.11071,-19.66607 20.4954,-40.12385 44,-46c4.69497,-1.17374 16.90027,-4.54986 22,-2c20.06631,10.03316 52.04303,55.04303 69,72c0.76818,0.76818 0,7.1268 0,8c0,14.48659 -13.32149,12 -27,12c-21.10437,0 -106.01422,2.98578 -120,-11	1	0	1	stroke
pilot1	0535-a2298fee-9fee-480a-b610-97868839a2f3	1506378582507	2	beetle	M81,262c-5.41694,0 -22.67863,-3.35726 -17,8c5.25827,10.51653 26.35608,-3 10,-3	2	0	1	stroke
pilot1	0535-a2298fee-9fee-480a-b610-97868839a2f3	1506378584072	2	beetle	M154,263c-16.55729,0 20,36.68006 20,3	3	0	1	stroke
pilot1	0535-a2298fee-9fee-480a-b610-97868839a2f3	1506378586322	2	beetle	M66,216c12.7102,0 40,7.15739 40,-10c0,-15.36586 -19.45862,-6 -30,-6	4	0	1	stroke
pilot1	0535-a2298fee-9fee-480a-b610-97868839a2f3	1506378587584	2	beetle	M71,209c1.76329,0 21.51639,-8.45083 22,-7c1.33333,4 -8.09048,10.97738 -4,12c2.16547,0.54137 11.75925,-3.75925 9,-1c-4.7992,4.7992 -25.0797,-2 -31,-2	5	0	1	stroke
pilot1	0535-a2298fee-9fee-480a-b610-97868839a2f3	1506378606000	3	waiting	M77,188c0,28.6251 -12,57.73865 -12,86	1	0	1	stroke
pilot1	0535-a2298fee-9fee-480a-b610-97868839a2f3	1506378608081	3	waiting	M75,186c14.88176,0 30.05839,5.80467 45,7c25.44644,2.03572 51.45645,1 77,1c5.66667,0 11.33333,0 17,0c0.60691,0 25.11218,1.77563 26,0c5.09217,-10.18434 6,-26.64921 6,-38c0,-1.33333 1.1094,-3.2604 0,-4c-2.14248,-1.42832 -60.62804,-0.04421 -67,-1c-39.88778,-5.98317 -96,-32.24518 -96,29	2	0	1	stroke
pilot1	0535-a2298fee-9fee-480a-b610-97868839a2f3	1506378609023	3	waiting	M237,192c0,28.21436 -9,55.86802 -9,84	3	0	1	stroke
pilot1	0535-a2298fee-9fee-480a-b610-97868839a2f3	1506378610150	3	waiting	M117,198c0,14.33333 0,28.66667 0,43	4	0	1	stroke
pilot1	0535-a2298fee-9fee-480a-b610-97868839a2f3	1506378611079	3	waiting	M205,194c0,15.15983 -5,29.44227 -5,44	5	0	1	stroke
pilot1	0535-a2298fee-9fee-480a-b610-97868839a2f3	1506378632734	4	goldenretriever	M99,178c0,4.69496 -1.92286,20.92286 -5,24	1	0	2	stroke
pilot1	0535-a2298fee-9fee-480a-b610-97868839a2f3	1506378634390	4	goldenretriever	M143,186c0,8.66667 0,17.33333 0,26	2	0	2	stroke
pilot1	0535-a2298fee-9fee-480a-b610-97868839a2f3	1506378635582	4	goldenretriever	M159,177c0,7.66667 0,15.33333 0,23	3	0	2	stroke
pilot1	0535-a2298fee-9fee-480a-b610-97868839a2f3	1506378636606	4	goldenretriever	M113,167c0,9.62946 1,19.26642 1,29	4	0	2	stroke
pilot1	0535-a2298fee-9fee-480a-b610-97868839a2f3	1506378638418	4	goldenretriever	M97,175c4.19396,0 19.44805,-7.55195 24,-3c6.81582,6.81582 41,17.43627 41,3	5	0	2	stroke
pilot1	0535-a2298fee-9fee-480a-b610-97868839a2f3	1506378643282	4	goldenretriever	M162,172c2.05638,0 2.31683,0.15842 4,1c1.65202,0.82601 5.61595,10.61595 8,13c4.64752,4.64752 21,-1.15104 21,-8	6	0	2	stroke
pilot1	0535-a2298fee-9fee-480a-b610-97868839a2f3	1506378662269	5	bluesport	M71,234c-0.97098,0 0.81535,-13.81535 2,-15c5.28172,-5.28172 22.16118,1.12911 29,-4c13.87511,-10.40633 9.35989,-31.74395 25,-38c18.018,-7.2072 59.64861,-9.1757 76,-1c6.99647,3.49823 0.17776,21.08888 10,26c17.08105,8.54052 47,1.47585 47,28c0,3.34349 -3.11017,1.73002 -5,2c-13.12796,1.87542 -24.39807,4 -38,4c-49.02639,0 -98.14985,1 -147,1	1	0	2	stroke
pilot1	0535-a2298fee-9fee-480a-b610-97868839a2f3	1506378663279	5	bluesport	M121,244c-5,0 -10,0 -15,0c-47.00406,0 68.19608,16.59804 33,-1	2	0	2	stroke
pilot1	0535-a2298fee-9fee-480a-b610-97868839a2f3	1506378664591	5	bluesport	M234,239c-8.53427,-8.53427 -51.8487,10.91513 -21,14c2.98511,0.29851 6,0 9,0c5.34346,0 10.24412,-7 12,-7	3	0	2	stroke
pilot1	0535-a2298fee-9fee-480a-b610-97868839a2f3	1506378677958	6	straight	M86,215c0,5.32577 6.18499,50.18499 8,52	1	0	3	stroke
pilot1	0535-a2298fee-9fee-480a-b610-97868839a2f3	1506378679592	6	straight	M86,210c10.41905,0 68.14928,5.85072 72,2c1.17851,-1.17851 0,-3.33333 0,-5c0,-0.38175 1.14772,-32.71307 0,-33c-10.85734,-2.71434 -58.6873,-3.15635 -69,2c-6.07421,3.0371 -7.36958,28 -3,28	2	0	3	stroke
pilot1	0535-a2298fee-9fee-480a-b610-97868839a2f3	1506378680510	6	straight	M157,210c-9.73557,9.73557 8,49.02263 8,62	3	0	3	stroke
pilot1	0535-a2298fee-9fee-480a-b610-97868839a2f3	1506378681928	6	straight	M85,174c0,-28.0814 10,-57.10521 10,-88	4	0	3	stroke
pilot1	0535-a2298fee-9fee-480a-b610-97868839a2f3	1506378682910	6	straight	M159,164c0,-30.0585 4,-60.32003 4,-90	5	0	3	stroke
pilot1	0535-a2298fee-9fee-480a-b610-97868839a2f3	1506378696258	7	inlay	M84,205c0,17.66667 0,35.33333 0,53	1	0	4	stroke
pilot1	0535-a2298fee-9fee-480a-b610-97868839a2f3	1506378697623	7	inlay	M87,206c31.33333,0 62.66667,0 94,0c0.00357,0 25.65561,-1.03317 26,0c1.43928,4.31785 4,44.62088 4,52	2	0	4	stroke
pilot1	0535-a2298fee-9fee-480a-b610-97868839a2f3	1506378698910	7	inlay	M87,213c0,-33.75062 1,-67.35586 1,-101	3	0	4	stroke
pilot1	0535-a2298fee-9fee-480a-b610-97868839a2f3	1506378714487	8	bloodhound	M119,215c-29.33333,0 -58.66667,0 -88,0	1	0	5	stroke
pilot1	0535-a2298fee-9fee-480a-b610-97868839a2f3	1506378715927	8	bloodhound	M114,213c-1.89636,0 -1,32.36604 -1,35c0,3.33333 0,6.66667 0,10	2	0	5	stroke
pilot1	0535-a2298fee-9fee-480a-b610-97868839a2f3	1506378718513	8	bloodhound	M110,214c9.54728,-9.54728 35.7085,-0.26856 48,-3c28.68893,-6.37532 18.63729,-28.15932 42,-34c12.47621,-3.11905 35.8546,5.7092 41,16c0.17027,0.34054 2.21081,2.89459 2,3c-12.64673,6.32336 -31.24879,-2.87561 -43,3c-3.48676,1.74338 -5.48259,13 -7,13	3	0	5	stroke
pilot1	0535-a2298fee-9fee-480a-b610-97868839a2f3	1506378719342	8	bloodhound	M161,214c13.89291,0 40,14.43645 40,30	4	0	5	stroke
pilot1	0535-a2298fee-9fee-480a-b610-97868839a2f3	1506378739574	9	weimaraner	M113,194c0,12.71052 4,25.50664 4,38	1	0	5	stroke
pilot1	0535-a2298fee-9fee-480a-b610-97868839a2f3	1506378740798	9	weimaraner	M135,196c0,4.59893 -0.93201,28.06799 3,32	2	0	5	stroke
pilot1	0535-a2298fee-9fee-480a-b610-97868839a2f3	1506378742136	9	weimaraner	M214,197c3.74359,3.74359 5,15.68482 5,21	3	0	5	stroke
pilot1	0535-a2298fee-9fee-480a-b610-97868839a2f3	1506378742944	9	weimaraner	M227,194c7.49655,7.49655 5.76863,22.76863 13,30	4	0	5	stroke
pilot1	0535-a2298fee-9fee-480a-b610-97868839a2f3	1506378748085	9	weimaraner	M113,192c8.84022,0 122.31866,8.68134 127,4c3.17552,-3.17552 1.79978,-12.26659 7,-14c5.27686,-1.75895 33.856,-0.144 20,-14c-2.96412,-2.96412 -8.24476,-2 -13,-2	5	0	5	stroke
pilot1	0535-a2298fee-9fee-480a-b610-97868839a2f3	1506378748702	9	weimaraner	M251,168c-3.22628,3.22628 -6.81725,3 -11,3	6	0	5	stroke
pilot1	0535-a2298fee-9fee-480a-b610-97868839a2f3	1506378751291	9	weimaraner	M235,164c-12.192,6.096 -100.10803,8.59465 -110,2c-13.8679,-9.24527 -21.18239,-27.0912 -41,-37c-7.36339,-3.6817 -22.08878,22.91122 -18,27c7.50808,7.50808 22.15821,-8.92089 32,-4	7	0	5	stroke
pilot1	0535-a2298fee-9fee-480a-b610-97868839a2f3	1506378764174	10	redantique	M51,227c0,7.28887 -6,13.16863 -6,20	1	0	6	stroke
pilot1	0535-a2298fee-9fee-480a-b610-97868839a2f3	1506378767648	10	redantique	M51,227c17.1168,-17.1168 0.06116,-39 37,-39c4.16524,0 12.84342,-3.07829 17,-1c6.71295,3.35648 1.36793,21.24528 10,27c15.5396,10.35973 45.84872,7.97479 64,11c11.4741,1.91235 94.20626,7.48436 88,23c-6.13325,15.33312 -50.03543,5.49469 -60,4c-56.3306,-8.44959 -116.79235,-5 -174,-5	2	0	6	stroke
