iterationName	gameid	time	trialNum	intendedName	svgData	currStrokeNum	shiftKeyUsed	score	eventType
pilot1	2552-aa93cff3-83d0-4a21-91b6-0770489f09fc	1506457752737	1	redsport	M135,190c12.23897,0 71.26643,-5.36678 76,-3c2.32113,1.16057 1.93207,3.86415 3,6c0.4237,0.84741 2.1804,4.8196 1,6c-4.27216,4.27216 -15.6835,1.6835 -20,6c-1.66667,1.66667 -0.33333,6.33333 -2,8c-7.93265,7.93265 -31.50845,-3.50845 -35,-7c-4.77122,-4.77122 -18.48107,-0.48107 -23,-5c-3.75827,-3.75827 -4.09701,-12 3,-12	1	0	0	stroke
pilot1	2552-aa93cff3-83d0-4a21-91b6-0770489f09fc	1506457754949	1	redsport	M137,199c0,2.39077 -1.52143,13.47857 0,15c8.0084,8.0084 23,1.14329 23,-8	2	0	0	stroke
pilot1	2552-aa93cff3-83d0-4a21-91b6-0770489f09fc	1506457756815	1	redsport	M194,205c0,-1.19109 0.07302,3.07302 1,4c0.74988,0.74988 8.19827,9.80173 13,5c4.01063,-4.01063 5,-8.23172 5,-17	3	0	0	stroke
pilot1	2552-aa93cff3-83d0-4a21-91b6-0770489f09fc	1506457766036	1	redsport	M138,201c-9.64732,0 -25.80338,-3.80338 -31,-9c-1.28184,-1.28184 0.84318,-6.31364 0,-8c-2.40081,-4.80163 -12.80737,6.19263 -16,3c-10.0451,-10.0451 10.25628,-16.25628 13,-19c2.4608,-2.4608 7.5392,5.4608 10,3c4.64424,-4.64424 9.50019,-8.50019 14,-13c1.20185,-1.20185 3.33333,0.66667 5,1c8.36989,1.67398 18.40947,0 27,0c31.38163,0 49,-10.62686 49,23	4	0	0	stroke
pilot1	2552-aa93cff3-83d0-4a21-91b6-0770489f09fc	1506457770616	1	redsport	M209,173c-20.89561,0 -42.76387,1 -63,1c-0.94832,0 -5.39611,0.60389 -6,0c-2.4726,-2.4726 4.84032,-11 5,-11	5	0	0	stroke
pilot1	2552-aa93cff3-83d0-4a21-91b6-0770489f09fc	1506457772048	1	redsport	M143,176c-10.65285,0 -17.23975,-8 -27,-8	6	0	0	stroke
pilot1	2552-aa93cff3-83d0-4a21-91b6-0770489f09fc	1506457773896	1	redsport	M94,188c0,11.00876 15,14.55268 15,2	7	0	0	stroke
pilot1	2552-aa93cff3-83d0-4a21-91b6-0770489f09fc	1506457776847	1	redsport	M140,176c0,5.22104 -1,7.74496 -1,14	8	0	0	stroke
pilot1	2552-aa93cff3-83d0-4a21-91b6-0770489f09fc	1506457779148	1	redsport	M206,177c0,1.33333 0,2.66667 0,4	9	0	0	stroke
pilot1	2552-aa93cff3-83d0-4a21-91b6-0770489f09fc	1506457781625	1	redsport	M159,181c0,-3.36922 4.76527,-2.23473 6,-1c1.66041,1.66041 -5.52711,1.76355 -6,2c-0.29814,0.14907 -0.33333,1 0,1	10	0	0	stroke
pilot1	2552-aa93cff3-83d0-4a21-91b6-0770489f09fc	1506457782824	1	redsport	M197,183c-2.98427,0 -11.41126,1.20563 -7,-1c3.26541,-1.6327 9.26973,-3 2,-3	11	0	0	stroke
pilot1	2552-aa93cff3-83d0-4a21-91b6-0770489f09fc	1506457785622	1	redsport	M114,170c0,-0.98701 -1.01299,-2 -2,-2c-3.89351,0 12.38699,4 3,4	12	0	0	stroke
pilot1	2552-aa93cff3-83d0-4a21-91b6-0770489f09fc	1506457788243	1	redsport	M157,165c3.33333,0 6.66667,0 10,0c3.66667,0 7.33333,0 11,0c13.58628,0 -19.64632,3 -27,3c-0.40541,0 -5,0 -5,0c0,0 5.76092,0 6,0c4.37204,0 44.29133,0.70867 45,0c2.01384,-2.01384 -10.848,-3 -8,-3	13	0	0	stroke
