gameid	time	trialNum	strokeNum	targetName	shiftKeyUsed	svg
1111-56f831fd-803f-410f-b69c-bc7dbdcc329f	1493344153903	1	1	weimaraner	0	M88,113.9375c0,22.31939 -14,47.98283 -14,69
1111-56f831fd-803f-410f-b69c-bc7dbdcc329f	1493344157531	1	2	weimaraner	0	M106,111.9375c0,5.58564 -14.69704,62.69704 -18,66c-2.63523,2.63523 -7.27322,2 -11,2
1111-56f831fd-803f-410f-b69c-bc7dbdcc329f	1493344162121	1	3	weimaraner	0	M71,180.9375c0,3.96427 8.9301,0.9301 11,3c3.78222,3.78222 -11,18.09861 -11,7
1111-56f831fd-803f-410f-b69c-bc7dbdcc329f	1493344168552	1	4	weimaraner	0	M110,113.9375c0,-1.63074 5,-2.01883 5,1c0,9.84554 0.71349,42.14047 4,52c2.78826,8.36479 -10.66645,9.33355 -5,15c5.96813,5.96813 19.67743,-6 5,-6
1111-56f831fd-803f-410f-b69c-bc7dbdcc329f	1493344170991	1	5	weimaraner	0	M116,112.9375c8.67822,0 18.82414,-12.61811 26,-18c9.67717,-7.25788 33.6953,-9 45,-9
1111-56f831fd-803f-410f-b69c-bc7dbdcc329f	1493344180929	1	6	weimaraner	0	M89,114.9375c0,-3.54733 3.63477,-4.26953 5,-7c1.92219,-3.84437 3.62998,-11.81499 8,-14c3.29551,-1.64776 13.77916,-0.77916 16,-3c11.04714,-11.04714 23.99837,-23.99837 34,-34c4.54586,-4.54586 22.72662,1.51559 28,-2c6.46481,-4.30987 11.73718,-14.73718 17,-20c1.60765,-1.60765 -0.22986,-13 4,-13c2.25566,0 -0.13309,19.86691 2,22c1.44243,1.44243 7.10225,-0.94887 9,0c0.66667,0.33333 0.47295,1.47295 1,2c5.20388,5.20388 18.21165,24 24,24c0.49342,0 6,0 6,0c0,0 -7.34589,19.34589 -9,21c-10.64404,10.64404 -29.60493,-15.60493 -33,-19c-0.71744,-0.71744 -4,25 -4,25c0,0 -14,-11.17749 -14,-3c0,1 0,4 0,3c0,-6.36069 9.16299,-28.83701 4,-34c-1.00694,-1.00694 -10,21.89647 -10,26
1111-56f831fd-803f-410f-b69c-bc7dbdcc329f	1493344187018	1	7	weimaraner	0	M196,97.9375c0,17.48952 -4,30.76222 -4,47
1111-56f831fd-803f-410f-b69c-bc7dbdcc329f	1493344192311	1	8	weimaraner	0	M191,88.9375c27.40464,0 42.10071,34.20142 53,56c0.66048,1.32096 6.36718,7.63282 5,9c-4.31976,4.31976 -54.64233,-12 -59,-12
1111-56f831fd-803f-410f-b69c-bc7dbdcc329f	1493344287336	2	1	doberman	0	M42,73.9375c-1.10448,0 -12.08913,-0.08913 -9,3c0.92628,0.92628 8.94506,0.02747 3,3c-0.54904,0.27452 -6.35252,3.64748 -5,5c0.74931,0.74931 2.7631,1 4,1c10.75187,0 22.10509,3 33,3c2.03774,0 13.13213,7 9,7
1111-56f831fd-803f-410f-b69c-bc7dbdcc329f	1493344289747	2	2	doberman	0	M37,71.9375c13.01121,0 19.62787,14 31,14
1111-56f831fd-803f-410f-b69c-bc7dbdcc329f	1493344305730	2	3	doberman	0	M63,79.9375c7.19723,0 35.90321,19.21147 52,21c6.61532,0.73504 27.51985,3.24008 34,0c0.42164,-0.21082 0.57836,-0.78918 1,-1c0.42164,-0.21082 1,-0.5286 1,-1c0,-2.63667 44,-48.6732 44,-19c0,3.03629 2.51327,10.46018 1,15c-4.34099,13.02297 -18.13039,-6.73922 -24,5c-2.55438,5.10875 15.62796,10.37204 13,13c-1.5132,1.5132 -34,1.14048 -34,6c0,4.06545 4.20885,49.41771 6,53c0.13017,0.26035 1.78173,1.21827 1,2c-14.0672,14.0672 -15,-29.88958 -15,-33c0,-0.62368 0.50935,-5.49065 0,-6c-0.52705,-0.52705 -1.33333,-0.66667 -2,-1c-1.28396,-0.64198 -2.4006,-1 -4,-1c-18.17727,0 -35.19817,-8.79954 -52,-13c-0.1854,-0.04635 -4.68994,-0.31006 -5,0c-5.21432,5.21432 -23.30295,48.34853 -32,44c-23.5565,-11.77825 19.72884,-40.45767 23,-47c4.61248,-9.22496 -7.0052,-24 1,-24
1111-56f831fd-803f-410f-b69c-bc7dbdcc329f	1493344321655	3	1	bluesedan	0	M42,108.9375c0,18.40284 -7,35.76137 -7,49
1111-56f831fd-803f-410f-b69c-bc7dbdcc329f	1493344323376	3	2	bluesedan	0	M39,110.9375c15.37525,0 28.43134,-4 44,-4
1111-56f831fd-803f-410f-b69c-bc7dbdcc329f	1493344325158	3	3	bluesedan	0	M37,155.9375c20.83652,0 37.83798,-1 58,-1
