iterationName	gameid	time	trialNum	intendedName	svgData	currStrokeNum	shiftKeyUsed	score	eventType
pilot1	2464-c53624ef-35fd-4408-9c94-3cdd233debe7	1506474055218	1	redsport	M69,203c-12.32624,0 -61.43022,3.86043 -49,-21c0.63093,-1.26187 33.71951,-2.85976 38,-5c7.8123,-3.90615 6.02008,-11.02008 11,-16c3.79804,-3.79804 60.20364,-9.79636 64,-6c3.79879,3.79879 8.87019,9.87019 12,13c4.6962,4.6962 48.88011,-15.23979 62,11c0.71592,1.43183 0,5.25958 0,7c0,20.48466 -13.36614,1.36614 -22,10c-4.09039,4.09039 6.23798,13.25401 -2,16c-2.20234,0.73411 -26.78232,1.43536 -28,-1c-1.30199,-2.60397 1.54522,-7.72739 -1,-9c-9.08181,-4.5409 -27.438,-2 -38,-2c-4.93261,0 -12.39109,-1.5363 -17,0c-9.73696,3.24565 -32,34.039 -32,2	1	0	0	stroke
pilot1	2464-c53624ef-35fd-4408-9c94-3cdd233debe7	1506474059995	1	redsport	M45,176c0,-3.20645 5.54267,-3.814 7,-6c1.4657,-2.19856 1.89886,-9.89886 3,-11c1.2764,-1.2764 12.01038,0 14,0	2	0	0	stroke
pilot1	2464-c53624ef-35fd-4408-9c94-3cdd233debe7	1506474065746	1	redsport	M83,162c-4.23544,4.23544 -2.22089,14.38955 1,16c4.72111,2.36056 8.92276,4.94207 13,8c10.29722,7.72292 27.39761,-7.6988 34,-11c2.95146,-1.47573 -3.98458,-5.65981 -7,-7c-14.11194,-6.27197 -28.82773,-5 -45,-5	3	0	0	stroke
pilot1	2464-c53624ef-35fd-4408-9c94-3cdd233debe7	1506474071174	1	redsport	M66,200c-3.7898,0 -4,3.29805 -4,7c0,15.05363 33.0256,22.89761 37,7c6.59832,-26.39326 -37,-25.47471 -37,-11	4	0	0	stroke
pilot1	2464-c53624ef-35fd-4408-9c94-3cdd233debe7	1506474074006	1	redsport	M159,203c-37.65953,0 15.4425,39.11499 28,14c8.48339,-16.96679 -30.508,-20.98401 -34,-14	5	0	0	stroke
pilot1	2464-c53624ef-35fd-4408-9c94-3cdd233debe7	1506474098771	2	doberman	M65,92c0,-3.07442 -7.64937,-14.35063 -7,-15c0.76935,-0.76935 3.73277,0.82184 4,1c2.11027,1.40685 13.94599,23.05401 25,12c2.87123,-2.87123 -0.46865,-21 8,-21c1.37437,0 -0.53032,2.70838 -1,4c-2.57363,7.07748 -4,10.09534 -4,17	1	0	1	stroke
pilot1	2464-c53624ef-35fd-4408-9c94-3cdd233debe7	1506474101714	2	doberman	M63,89c3.27178,0 12.6281,3 7,3c-2,0 4,0 6,0c2.66667,0 5.33333,0 8,0c0.66667,0 1.40372,0.29814 2,0c3.53383,-1.76691 0.49636,-2.99272 -1,0c-1.43583,2.87166 -10.39922,3 -14,3	2	0	1	stroke
pilot1	2464-c53624ef-35fd-4408-9c94-3cdd233debe7	1506474107315	2	doberman	M64,95c0,-4.89465 7.20151,4.79849 2,10c-2.35409,2.35409 -22.79718,14.20282 -17,20c5.11356,5.11356 13.86743,-10.13257 19,-5c5.60367,5.60367 -8.73856,26.73856 1,17c1.31292,-1.31292 7,-12.52875 7,-13	3	0	1	stroke
pilot1	2464-c53624ef-35fd-4408-9c94-3cdd233debe7	1506474112297	2	doberman	M75,124c-2.68742,0 0.90029,-9.90029 -1,-8c-2.58396,2.58396 -2,9.47603 -2,13c0,3.66667 1.63978,-7.72043 0,-11c-1.77196,-3.54391 -15.09728,1.80545 -17,-2c-2.1458,-4.29161 10.74411,-5.58137 12,-6c2.99207,-0.99736 9.11649,-9 12,-9c2.53859,0 -1.47685,4.96913 -3,7c-2.92698,3.90264 2.5657,-5.0876 1,-3c-2.29692,3.06256 -3.70308,6.93744 -6,10c-0.4,0.53333 -1.5286,0.4714 -2,0c-4.34958,-4.34958 3.46351,-13.31755 4,-16c0.38118,-1.90591 2.23436,-6.7865 3,-5c2.54258,5.93268 2.80821,23.19179 -2,28	4	0	1	stroke
pilot1	2464-c53624ef-35fd-4408-9c94-3cdd233debe7	1506474119294	2	doberman	M93,95c0,10.54511 12.87891,33.46973 23,36c14.41294,3.60323 32.97763,-3.67412 47,1c8.14635,2.71545 12.46955,13 21,13c3.4801,0 10,-3 10,-3c0,0 -8,-0.37844 -8,3c0,0.27992 7.97911,-0.02089 7,-1c-0.62846,-0.62846 -5.90705,0 -7,0c-0.33333,0 -0.66667,0 -1,0	5	0	1	stroke
pilot1	2464-c53624ef-35fd-4408-9c94-3cdd233debe7	1506474124456	2	doberman	M182,148c0,5.20524 -3.51028,23.97944 -2,27c2.37006,4.74012 7.80935,5.60312 12,7c10.3669,3.45563 15,30.88611 15,42	6	0	1	stroke
pilot1	2464-c53624ef-35fd-4408-9c94-3cdd233debe7	1506474131274	2	doberman	M172,147c-2.29333,-4.58666 -3.64662,33.54887 -8,35c-1.77787,0.59262 -3.00538,2.98924 -2,5c2.87631,5.75263 12.47879,10.43638 14,15c2.57247,7.71742 1.40893,15.40893 7,21c0.83513,0.83513 4.41419,5 2,5	7	0	1	stroke
pilot1	2464-c53624ef-35fd-4408-9c94-3cdd233debe7	1506474132982	2	doberman	M167,176c2.19067,0 11,0.97797 11,-1	8	0	1	stroke
pilot1	2464-c53624ef-35fd-4408-9c94-3cdd233debe7	1506474136345	2	doberman	M157,166c-5.55267,0 -54.95038,10.04962 -60,5c-3.79182,-3.79182 -6.98971,-8.98971 -10,-12	9	0	1	stroke
pilot1	2464-c53624ef-35fd-4408-9c94-3cdd233debe7	1506474140285	2	doberman	M81,124c0,-5.92772 5.83347,7.50041 6,8c2.88913,8.66739 5.62621,18.24274 4,28c-2.4828,14.89681 -7.6641,26.9923 -12,40c-1.26264,3.78792 -9,6.07551 -9,11	10	0	1	stroke
pilot1	2464-c53624ef-35fd-4408-9c94-3cdd233debe7	1506474142182	2	doberman	M103,171c0,14.66667 0,29.33333 0,44	11	0	1	stroke
pilot1	2464-c53624ef-35fd-4408-9c94-3cdd233debe7	1506474145883	2	doberman	M70,210c0,4.51227 4.48907,7.59563 8,9c14.28318,5.71327 9.33459,-24 6,-24	12	0	1	stroke
pilot1	2464-c53624ef-35fd-4408-9c94-3cdd233debe7	1506474147623	2	doberman	M103,195c1.11738,0 8.60683,-0.78633 9,0c5.00716,10.01432 -0.19622,24 -10,24	13	0	1	stroke
pilot1	2464-c53624ef-35fd-4408-9c94-3cdd233debe7	1506474150564	2	doberman	M175,215c-1.23999,0 -1.78744,1.78744 -3,3c-11.14096,11.14096 -2.10188,8 7,8c1.59295,0 4,0.84676 4,-1	14	0	1	stroke
pilot1	2464-c53624ef-35fd-4408-9c94-3cdd233debe7	1506474151862	2	doberman	M200,213c-1.65692,0 -2.98576,1.78292 -4,3c-12.0316,14.43792 14,8.92548 14,4	15	0	1	stroke
pilot1	2464-c53624ef-35fd-4408-9c94-3cdd233debe7	1506474180263	3	hatchback	M55,211c0,-10.11557 -0.37352,-19.25295 4,-28c4.18875,-8.3775 45.16652,-62.05551 54,-65c10.3841,-3.46137 25.30417,1.92396 37,-1c6.93637,-1.73409 29.58654,-7.20673 36,-4c16.83084,8.41542 26.17131,44.17131 37,55c1.58755,1.58755 3.1269,26.8731 1,29c-2.38069,2.38069 -9.15366,5.07683 -13,7c-3.09746,1.54873 -4.62859,-9.62859 -7,-12c-0.67915,-0.67915 -18.13858,-3.86142 -19,-3c-3.04735,3.04735 -1.88396,14.65187 -3,18c-2.47608,7.42823 -25.77877,13.59292 -33,16c-16.03356,5.34452 -14.69073,-13.47629 -26,-18c-0.92904,-0.37161 -4.72675,-2.27325 -6,-1c-8.19189,8.19189 0.4609,21.26955 -11,27c-6.33997,3.16999 -47.80369,-6.40184 -55,-10c-3.93392,-1.96696 -3.96454,-17 2,-17	1	0	2	stroke
pilot1	2464-c53624ef-35fd-4408-9c94-3cdd233debe7	1506474181882	3	hatchback	M104,222c3.61716,1.80858 37,40.68465 37,2	2	0	2	stroke
pilot1	2464-c53624ef-35fd-4408-9c94-3cdd233debe7	1506474183188	3	hatchback	M182,210c0,13.72935 28.26208,18.16541 30,6c0.49216,-3.44513 -3,-6.5199 -3,-10	3	0	2	stroke
pilot1	2464-c53624ef-35fd-4408-9c94-3cdd233debe7	1506474184879	3	hatchback	M49,218c0,3.29666 -1.70792,13.29208 1,16c2.9389,2.9389 18.02925,-1.32358 22,0c1.26491,0.42164 3.05719,0.94281 4,0c1.05397,-1.05397 0,-7.31757 0,-9	4	0	2	stroke
pilot1	2464-c53624ef-35fd-4408-9c94-3cdd233debe7	1506474188740	3	hatchback	M78,170c0,-3.31202 12.00414,1.80083 13,2c10.62416,2.12483 27.34704,5.65296 36,-3c1.67536,-1.67536 -0.26812,-8.46376 1,-11c1.29156,-2.58312 5.08552,-6.12828 7,-9c1.08443,-1.62664 8.96299,-7.03701 8,-8c-2.78115,-2.78115 -28.08104,-10.91896 -33,-6c-10.44078,10.44078 -11.41487,33 -29,33	5	0	2	stroke
pilot1	2464-c53624ef-35fd-4408-9c94-3cdd233debe7	1506474191826	3	hatchback	M139,165c-1.92275,0 10.43031,-36.56969 23,-24c3.18097,3.18097 2.59671,9.79014 4,14c1.3013,3.90391 1.32881,13.5034 -2,16c-13.06462,9.79847 -23.4347,-4 -27,-4	6	0	2	stroke
pilot1	2464-c53624ef-35fd-4408-9c94-3cdd233debe7	1506474194129	3	hatchback	M180,142c0,38.73488 26.78418,1.78418 15,-10c-13.15493,-13.15493 -15.85091,15 -16,15	7	0	2	stroke
pilot1	2464-c53624ef-35fd-4408-9c94-3cdd233debe7	1506474215743	4	robin	M33,192c0,-3.38886 19.75755,-5.35151 23,-6c14.18026,-2.83605 29.32783,-12.43711 38,-24c14.53882,-19.38509 16.97619,-123.02041 66,-81c7.59965,6.51399 12.05209,17.05209 18,23c0.4714,0.4714 1.33333,0 2,0c8.69096,0 28.84133,0.84133 35,7c1.79505,1.79505 -4.55908,2.3026 -7,3c-12.38395,3.53827 -27.21415,-0.92862 -39,3c-0.63246,0.21082 -1.40372,-0.29814 -2,0c-6.2814,3.1407 4.39879,50.40483 2,60c-4.58333,18.33332 -38.77784,19.66649 -31,43c0.76478,2.29435 6.24386,4.99299 8,7c12.82333,14.65524 13.40268,29.59732 32,11c0.70711,-0.70711 -2.01005,-0.14142 -3,0c-3.99128,0.57018 -9.20701,1.20701 -12,4c-4.86788,4.86788 12.16855,11.83145 14,10c5.22913,-5.22913 -18.01224,-2.50612 -21,-4c-3.6943,-1.84715 0.21597,-15.52268 -5,-19c-1.34301,-0.89534 -19,-16 -19,-16c0,0 -1,24.48663 -1,27c0,6.18065 3.4539,28 -3,28c-0.71099,0 -3,-0.42005 -3,1c0,7.20275 14.17021,11.16596 20,10c3.48499,-0.697 -15.42302,-9.60575 -17,-10c-0.87734,-0.21934 -2.58912,0.76736 -2,-1c3.403,-10.20899 9.43667,-51.12667 4,-62c-0.63246,-1.26491 -2.21554,1.8233 -3,3c-2.62481,3.93722 -4.20402,7.62972 -9,9c-13.38803,3.82515 -29.97182,1 -44,1c-31.1332,0 -25.58681,-25.86227 -44,-32	1	0	3	stroke
pilot1	2464-c53624ef-35fd-4408-9c94-3cdd233debe7	1506474228573	5	sling	M92,50c-12.01386,12.01386 -28.00318,22.00318 -39,33	1	0	4	stroke
pilot1	2464-c53624ef-35fd-4408-9c94-3cdd233debe7	1506474230648	5	sling	M53,83c6.89906,6.89906 6.0728,10.83653 10,20c5.8268,13.59586 12.8635,29.04447 15,44c5.16817,36.17718 -6.27834,81.44332 10,114	2	0	4	stroke
pilot1	2464-c53624ef-35fd-4408-9c94-3cdd233debe7	1506474233802	5	sling	M78,136c34.01254,0 68.37011,4 102,4c3.70005,0 33.26879,-3.73121 37,0c0.90559,0.90559 0,50.63614 0,58c0,0.13975 0.99651,7.50087 -1,8c-21.69374,5.42343 -125.57241,-12.42759 -141,3	3	0	4	stroke
pilot1	2464-c53624ef-35fd-4408-9c94-3cdd233debe7	1506474234928	5	sling	M213,209c0,17.0232 -5,31.97575 -5,48	4	0	4	stroke
pilot1	2464-c53624ef-35fd-4408-9c94-3cdd233debe7	1506474236203	5	sling	M105,144c0,21.914 1,44.35461 1,66	5	0	4	stroke
pilot1	2464-c53624ef-35fd-4408-9c94-3cdd233debe7	1506474237262	5	sling	M138,144c0,23.94977 -1,47.97935 -1,72	6	0	4	stroke
