iterationName	gameid	time	trialNum	intendedName	svgData	currStrokeNum	shiftKeyUsed	score	eventType
pilot1	8037-403f337e-748b-496c-a88f-db09ec862568	1506446322172	1	hatchback	M55,152c9.38539,0 97.75972,8.75972 99,10c7.2854,7.2854 36.57984,-6.57984 41,-11c0.1,-0.1 2.9,-0.1 3,0c5.03569,5.03569 1,43.94544 1,52	1	0	0	stroke
pilot1	8037-403f337e-748b-496c-a88f-db09ec862568	1506446326715	1	hatchback	M53,150c1.92756,0 1,3.39387 1,5c0,0.66667 -0.13074,1.34628 0,2c0.87896,4.39479 2.64256,15.64256 5,18c4.35867,4.35867 -3.80521,20.19479 1,25c5.96743,5.96743 35.72943,3 43,3c19.52511,0 44.29969,7.92508 64,3c10.80978,-2.70245 17.16814,-7 30,-7	2	0	0	stroke
pilot1	8037-403f337e-748b-496c-a88f-db09ec862568	1506446331203	1	hatchback	M103,175c10.91484,0 23.78983,-1.55254 34,1c18.45066,4.61267 -28.34959,4 -33,4	3	0	0	stroke
pilot1	8037-403f337e-748b-496c-a88f-db09ec862568	1506446335171	1	hatchback	M70,204c0,6.76347 -1.52954,18.47046 2,22c1.118,1.118 1,-6.17279 1,-7c0,-6.35545 0.45318,-10.45318 4,-14	4	0	0	stroke
pilot1	8037-403f337e-748b-496c-a88f-db09ec862568	1506446338787	1	hatchback	M171,205c0,2.97489 -3.35276,15.64724 -1,18c2.77151,2.77151 3.36438,-16 6,-16	5	0	0	stroke
pilot1	8037-403f337e-748b-496c-a88f-db09ec862568	1506446344330	1	hatchback	M56,148c0,-39.86353 66.81694,-22.88329 94,-19c10.41169,1.48738 32.29871,-7.70129 40,0c3.55608,3.55608 5,16.30004 5,23	6	0	0	stroke
pilot1	8037-403f337e-748b-496c-a88f-db09ec862568	1506446350711	1	hatchback	M56,133c7.28034,-7.28034 3.93791,-20.62528 12,-26c19.41991,-12.9466 52.69145,1 75,1c12.7528,0 32.44798,-1.27601 43,4c1.20499,0.60249 5.36786,16 2,16	7	0	0	stroke
pilot1	8037-403f337e-748b-496c-a88f-db09ec862568	1506446353237	1	hatchback	M75,104c3.61526,0 1,8.75339 1,10	8	0	0	stroke
pilot1	8037-403f337e-748b-496c-a88f-db09ec862568	1506446355145	1	hatchback	M171,110c0,2.66667 0,5.33333 0,8	9	0	0	stroke
pilot1	8037-403f337e-748b-496c-a88f-db09ec862568	1506446361989	1	hatchback	M64,162c2.64847,0 8.66798,16.16601 5,18c-10.27243,5.13622 -4,-14.9843 -4,-18	10	0	0	stroke
pilot1	8037-403f337e-748b-496c-a88f-db09ec862568	1506446368922	1	hatchback	M189,164c0,1.85313 -5.40568,15.59432 -4,17c4.40847,4.40847 4,-10.55369 4,-12	11	0	0	stroke
pilot1	8037-403f337e-748b-496c-a88f-db09ec862568	1506446378865	1	hatchback	M75,180c9.69241,9.69241 70.87106,22.06447 87,14c5.29178,-2.64589 12.30767,-9 17,-9	12	0	0	stroke
pilot1	8037-403f337e-748b-496c-a88f-db09ec862568	1506446386694	1	hatchback	M70,150c0,-8.59312 27,-14.01075 27,1	13	0	0	stroke
pilot1	8037-403f337e-748b-496c-a88f-db09ec862568	1506446388948	1	hatchback	M152,160c0,-8.98363 29,-13.88492 29,-7	14	0	0	stroke
pilot1	8037-403f337e-748b-496c-a88f-db09ec862568	1506446393202	1	hatchback	M80,143c-1.37942,-1.37942 -9.82608,-5.17392 -9,-6c2.75034,-2.75034 17,-2.78682 17,1	15	0	0	stroke
pilot1	8037-403f337e-748b-496c-a88f-db09ec862568	1506446397765	1	hatchback	M166,149c-14.74895,0 -5.26254,-14.13127 11,-6c6.62687,3.31343 -31.49684,1 -8,1	16	0	0	stroke
pilot1	8037-403f337e-748b-496c-a88f-db09ec862568	1506446400280	1	hatchback	M76,136c4.47658,0 9.96196,-0.51902 13,1c0.38431,0.19216 -10,1.07397 -10,2	17	0	0	stroke
pilot1	8037-403f337e-748b-496c-a88f-db09ec862568	1506446406116	1	hatchback	M123,134c-5.696,0 -20.02768,1.97232 -16,6c2.75031,2.75031 19.00145,3.99855 22,1c0.06575,-0.06575 5.41765,-3.29117 4,-4c-3.3223,-1.66115 -10.2984,0.7016 -13,-2	18	0	0	stroke
pilot1	8037-403f337e-748b-496c-a88f-db09ec862568	1506446410245	1	hatchback	M99,146c9.83891,0 58,2.34811 58,8	19	0	0	stroke
pilot1	8037-403f337e-748b-496c-a88f-db09ec862568	1506446415020	1	hatchback	M157,156c5.12824,0 16.20813,-7.79187 22,-2c0.71558,0.71558 -23.22572,2.22572 -24,3c-1.57619,1.57619 12.82113,3 16,3	20	0	0	stroke
pilot1	8037-403f337e-748b-496c-a88f-db09ec862568	1506446418886	1	hatchback	M96,148c0,7.68044 -15.21622,4 -21,4c-0.33333,0 -1.19375,0.27124 -1,0c0.87756,-1.22859 13.48073,-15.03855 17,-8c1.98038,3.96076 -10,1.27612 -10,5	21	0	0	stroke
pilot1	8037-403f337e-748b-496c-a88f-db09ec862568	1506446421944	1	hatchback	M54,153c0,10.49307 2,21.85052 2,34c0,2.14468 -0.86668,9 1,9	22	0	0	stroke
pilot1	8037-403f337e-748b-496c-a88f-db09ec862568	1506446426797	1	hatchback	M74,223c9.37725,0 6,-8.85699 6,-17	23	0	0	stroke
pilot1	8037-403f337e-748b-496c-a88f-db09ec862568	1506446430280	1	hatchback	M172,223c7.78971,0 17.40229,-11.59771 10,-19c-4.84361,-4.84361 -4,12.77207 -4,15	24	0	0	stroke
pilot1	8037-403f337e-748b-496c-a88f-db09ec862568	1506446451160	2	redsport	M55,185c0,-4.47175 0.97385,-13.98693 5,-16c5.95343,-2.97672 109.01894,7.85985 124,10c0.36848,0.05264 -4.48602,6.48602 -5,7c-5.4967,5.4967 -7,14.1013 -7,22	1	0	1	stroke
pilot1	8037-403f337e-748b-496c-a88f-db09ec862568	1506446459463	2	redsport	M50,186c7.786,0 13.67871,8.1071 20,6c4.98343,-1.66114 10.04798,-11 15,-11c1.04539,0 4.40861,1.81722 5,3c2.21767,4.43535 0.14051,9.76034 5,13c5.51708,3.67806 14.53251,3.413 21,6c15.4837,6.19348 26.50368,-19.49632 34,-12c3.12288,3.12288 2.94347,11.47173 6,13c3.71593,1.85796 9.59167,1 14,1	2	0	1	stroke
