gameid	time	trialNum	strokeNum	targetName	shiftKeyUsed	svg
5321-e1e2cfdf-17c1-414c-8c67-41aa15695acd	1493412159556	1	1	redsport	0	M24,154.6875c0,-18.53023 22.70197,-15.29803 31,-7c2.74803,2.74803 29.25528,-1.62764 32,-3c23.85827,-11.92914 72.98406,-29.50797 102,-15c8.72211,4.36105 13.02444,17.02444 20,24c4.18399,4.18399 16.26565,1.13282 22,4c20.46598,10.23299 52.57092,0.14184 63,21c0.95463,1.90927 5.30489,12.69511 3,15c-1.42443,1.42443 -2.92545,6.96273 -5,8c-4.14937,2.07469 -41.75016,18.24984 -48,12c-2.04735,-2.04735 -23.58399,-25.41601 -29,-20c-7.88819,7.88819 -9.30462,17.15231 -19,22c-9.18069,4.59035 -22.41675,3 -34,3c-11.33333,0 -22.66667,0 -34,0c-4.97373,0 -28.79625,3.20375 -32,0c-8.19094,-8.19094 -8.29446,-16.64723 -21,-23c-24.69704,-12.34852 -20.1731,29.41345 -45,17c-28.49038,-14.24519 -18.49965,-63 -4,-63
5321-e1e2cfdf-17c1-414c-8c67-41aa15695acd	1493412160867	1	2	redsport	0	M61,196.6875c-3.33333,0 -5.64298,3.64298 -8,6c-16.02468,16.02468 36,43.95513 36,3
5321-e1e2cfdf-17c1-414c-8c67-41aa15695acd	1493412162816	1	3	redsport	0	M212,191.6875c2.42016,0 -4.48206,8.96411 -5,10c-1.85065,3.7013 -7.70688,19.29312 -3,24c1.31836,1.31836 10.92835,0 13,0c23.72515,0 16,-10.57862 16,-27
5321-e1e2cfdf-17c1-414c-8c67-41aa15695acd	1493412166752	1	4	redsport	0	M145,123.6875c7.70867,0 12.85388,15.92694 21,20c6.66852,3.33426 18.14003,10.14003 22,14c2.93724,2.93724 23.3332,0 28,0
5321-e1e2cfdf-17c1-414c-8c67-41aa15695acd	1493412171062	1	5	redsport	0	M190,161.6875c-14.76675,0 -99.74851,13.49703 -101,16c-3.74046,7.48091 10.45868,20.45868 14,24c5.40757,5.40757 -0.10465,15.89535 5,21
5321-e1e2cfdf-17c1-414c-8c67-41aa15695acd	1493412172146	1	6	redsport	0	M115,183.6875c5.26637,0 9.54305,-2 15,-2
5321-e1e2cfdf-17c1-414c-8c67-41aa15695acd	1493412176096	1	7	redsport	0	M121,129.6875c-13.41339,0 -45.81162,29.81162 -53,37c-0.17173,0.17173 -4.45056,4.54944 -3,6c6.87568,6.87568 25.2293,0 33,0
5321-e1e2cfdf-17c1-414c-8c67-41aa15695acd	1493412192589	2	1	bluesedan	0	M72,169.6875c0,2.55028 -1.62293,14.37707 0,16c2.13146,2.13146 24.53718,11.46282 30,6c4.10201,-4.10201 -1.28599,-24.28599 -3,-26
5321-e1e2cfdf-17c1-414c-8c67-41aa15695acd	1493412196304	2	2	bluesedan	0	M189,166.6875c0,2.86926 -1.82591,16.17409 0,18c2.81793,2.81793 23.95036,4.04964 27,1c3.68474,-3.68474 -2,-18.65951 -2,-21
5321-e1e2cfdf-17c1-414c-8c67-41aa15695acd	1493412202406	2	3	bluesedan	0	M57,163.6875c43.01433,0 86.34679,1 128,1c13.09021,0 37.8755,3.1245 46,-5c28.05733,-28.05733 -39,-47.05311 -39,-76
5321-e1e2cfdf-17c1-414c-8c67-41aa15695acd	1493412207062	2	4	bluesedan	0	M62,161.6875c-29.09751,0 -21.64877,-50.17562 -2,-60c16.09446,-8.04723 45.87783,-21.87783 56,-32c8.97262,-8.97262 70.79224,15 81,15
5321-e1e2cfdf-17c1-414c-8c67-41aa15695acd	1493412212093	2	5	bluesedan	0	M59,138.6875c0,-1.41154 3.61279,-1.5376 5,-2c5.32481,-1.77494 36.35162,0.29675 38,-3c0.40656,-0.81311 1.58629,-0.82741 1,-2c-11.69332,-23.38665 -45,-21.96681 -45,4
5321-e1e2cfdf-17c1-414c-8c67-41aa15695acd	1493412216205	2	6	bluesedan	0	M166,132.6875c12.24435,0 43.78359,5.56718 33,-16c-6.97463,-13.94927 -32,-2.05101 -32,15
5321-e1e2cfdf-17c1-414c-8c67-41aa15695acd	1493412221648	2	7	bluesedan	0	M111,110.6875c0,-11.75772 47.23021,0 53,0c1.73827,0 3.07205,0.85591 2,3c-3.88375,7.7675 -28.68082,28.31918 -40,17c-0.95999,-0.95999 0.63126,-4.73748 0,-6c-1.7324,-3.4648 -10.21086,-11.21086 -14,-15
5321-e1e2cfdf-17c1-414c-8c67-41aa15695acd	1493412225379	2	8	bluesedan	0	M83,95.6875c14.13744,0 106.81696,-1.18304 111,3
5321-e1e2cfdf-17c1-414c-8c67-41aa15695acd	1493412247130	2	9	bluesedan	0	M116,81.6875c0,-2.69591 15,-3 15,-3l-9,-3h27c0,0 -10.19849,0 -11,0c-1.33333,0 -4.94281,-0.94281 -4,0c5.78729,5.78729 21.38628,7.19314 29,11c2.38514,1.19257 -5.33333,0 -8,0c-6,0 -18,0 -18,0h12c0,0 -6,0 -9,0c-20.69041,0 -27.48371,-2 -45,-2c-0.41176,0 -2.73529,-0.26471 -3,0c-1.66667,1.66667 4.64298,1 7,1c9.12702,0 19.2365,-1 28,-1c1.79505,0 -3.27401,1.50686 -5,2c-2.13462,0.60989 -16.52238,2.52238 -19,5c-2.59272,2.59272 7.33333,0 11,0c4.13335,0 22.32182,-1.35636 23,0c2.44316,4.88632 -33.91896,3 -41,3c-3.01846,0 6.00485,-0.62561 9,-1c5.19965,-0.64996 10.86843,-4.28948 16,-6c19.98227,-6.66076 39.47705,4 57,4c0.94811,0 9,-0.74182 9,1c0,1.43986 -20.50167,1.66555 -23,0c-1.08446,-0.72297 16.07309,-2.85382 16,-3c-3.66128,-7.32256 -58.29627,-24.70373 -62,-21c-5.0847,5.0847 -38.92349,14.07651 -31,22c0.4714,0.4714 1.3424,0.1096 2,0c16.73413,-2.78902 21.16461,-15.58231 34,-22c0.67027,-0.33514 4,-1 4,-1c0,0 -6.21831,1 -7,1c-17.58263,0 -22.39169,19 -39,19c-0.50042,0 -8,0 -8,0c0,0 6.78655,-4.78655 8,-6c11.62073,-11.62073 42.89784,-22.36739 62,-16c8.9735,2.99117 27.58668,11.58668 33,17c0.58959,0.58959 16.04139,3.9724 16,4c-4.63451,3.08967 -50.05247,15.89506 -53,10c-4.63754,-9.27508 19,-11 19,-11l-18,1c0,0 15.13689,0.56845 14,0c-7.51,-3.755 -18.52934,-8.88233 -27,-11c-0.53542,-0.13386 -4,0.64874 -4,-1c0,-2.47101 10.91069,-3 13,-3c2.33333,0 9.33333,0 7,0c-1.67546,0 -30.73754,-5.26246 -31,-5c-7.46715,7.46715 19,11 19,11c0,0 -4.2953,0 -5,0c-5.01501,0 -28.48912,-8.51088 -34,-3c-2.64614,2.64614 -3.7368,7.7368 -7,11c-2.83333,2.83333 -9.16667,2.16667 -12,5c-0.2357,0.2357 -0.2357,0.7643 0,1c4.76678,4.76678 13.43139,-1.48417 20,-3c6.34339,-1.46386 15.19737,-12.48496 24,-15c15.73831,-4.49666 33.38413,4 48,4c5.32745,0 15.83103,6.83103 15,6c-14.07413,-14.07413 -20.19965,-12.04991 -40,-17c-0.60551,-0.15138 -8,-1 -8,-1c0,0 4.66667,0 7,0c9.80049,0 22.28319,3.56638 26,11c4.11087,8.22175 -7.72662,14 -15,14c-3.01846,0 -12.01846,1 -9,1c2.75923,0 27.07015,-3.07015 29,-5c4.50054,-4.50054 -17,-5 -17,-5c0,0 19.24666,1.75334 13,8c-3.59385,3.59385 -19.38623,3.80197 -25,3c-4.28978,-0.61283 -15.87585,-3.06207 -12,-5c0.55879,-0.2794 13.04177,-1.95823 11,-4c-1.17851,-1.17851 -3.33333,0 -5,0c-7.22982,0 -42.9359,-3.0641 -45,-1c-8.60823,8.60823 19,2 19,2c0,0 -24,4.53686 -24,5c0,3.01846 6.03324,1.55627 9,1c9.32611,-1.74865 25.99159,-15 28,-15
