gameid,time,roundNum,clickStatus,clickP1,clickP2,clickP3,clickP4,clickP5,clickP6,clickP7,clickP8,clickLocS,clickLocL,alt1Status,alt1P1,alt1P2,alt1P3,alt1P4,alt1P5,alt1P6,alt1P7,alt1P8,alt1LocS,alt1LocL,alt2Status,alt2P1,alt2P2,alt2P3,alt2P4,alt2P5,alt2P6,alt2P7,alt2P8,alt2LocS,alt2LocL,outcome
9493-6,1461007069628,1,target, 169, 53, 186, 180, 95, 150, 168, 244, 3, 2, distr2, 85, 93, 201, 247, 147, 83, 248, 208, 1, 1, distr1, 191, 50, 129, 110, 208, 116, 58, 88, 2, 3, true
9493-6,1461007135966,2,target, 190, 70, 137, 236, 165, 73, 185, 62, 2, 3, distr1, 208, 227, 52, 171, 149, 84, 204, 138, 3, 1, distr2, 249, 118, 144, 231, 173, 230, 218, 190, 1, 2, true
9493-6,1461007189613,3,target, 185, 110, 223, 114, 145, 146, 63, 212, 1, 1, distr1, 202, 140, 67, 117, 101, 143, 95, 225, 3, 2, distr2, 231, 243, 167, 76, 170, 158, 189, 192, 2, 3, true
9493-6,1461007224829,4,target, 248, 158, 244, 167, 229, 116, 136, 134, 2, 3, distr1, 80, 168, 163, 178, 69, 206, 54, 101, 1, 1, distr2, 170, 113, 100, 218, 237, 86, 107, 92, 3, 2, true
9493-6,1461007265558,5,target, 239, 101, 91, 54, 82, 77, 178, 197, 1, 2, distr1, 193, 243, 119, 87, 221, 194, 159, 60, 3, 1, distr2, 219, 118, 227, 125, 141, 133, 178, 210, 2, 3, true
9493-6,1461007312446,6,target, 125, 225, 68, 79, 235, 195, 230, 161, 1, 3, distr2, 113, 237, 122, 57, 220, 51, 206, 187, 2, 2, distr1, 133, 235, 185, 125, 58, 226, 188, 240, 3, 1, true
9493-6,1461007380185,7,target, 56, 152, 197, 126, 185, 76, 171, 137, 2, 3, distr2, 123, 90, 51, 238, 229, 149, 140, 215, 3, 2, distr1, 128, 114, 97, 211, 216, 164, 163, 165, 1, 1, true
9493-6,1461007399383,8,target, 58, 149, 152, 119, 113, 106, 154, 99, 1, 3, distr1, 109, 244, 69, 58, 106, 230, 141, 202, 3, 2, distr2, 220, 59, 82, 57, 99, 104, 55, 63, 2, 1, true
9493-6,1461007431562,9,target, 199, 82, 205, 163, 235, 100, 186, 230, 2, 2, distr1, 95, 244, 144, 170, 241, 172, 202, 106, 3, 3, distr2, 54, 231, 96, 234, 57, 154, 215, 233, 1, 1, true
9493-6,1461007494173,10,target, 62, 245, 242, 52, 89, 85, 236, 76, 3, 3, distr1, 66, 234, 61, 63, 54, 238, 62, 97, 1, 2, distr2, 215, 60, 213, 116, 166, 225, 136, 191, 2, 1, true
9493-6,1461007515811,11,target, 227, 203, 57, 121, 180, 67, 194, 52, 2, 1, distr1, 196, 125, 55, 81, 84, 217, 92, 133, 3, 2, distr2, 247, 198, 182, 73, 110, 226, 90, 113, 1, 3, true
9493-6,1461007546309,12,target, 88, 249, 152, 200, 128, 136, 204, 95, 1, 1, distr2, 226, 98, 163, 161, 110, 178, 235, 166, 2, 2, distr1, 57, 226, 50, 135, 190, 120, 87, 67, 3, 3, true
9493-6,1461007568374,13,target, 232, 132, 237, 197, 240, 64, 68, 177, 1, 2, distr1, 228, 106, 159, 89, 80, 94, 221, 82, 2, 1, distr2, 104, 142, 155, 125, 175, 134, 107, 99, 3, 3, true
