gameid,time,roundNum,clickStatus,clickP1,clickP2,clickP3,clickP4,clickP5,clickP6,clickP7,clickP8,clickLocS,clickLocL,alt1Status,alt1P1,alt1P2,alt1P3,alt1P4,alt1P5,alt1P6,alt1P7,alt1P8,alt1LocS,alt1LocL,alt2Status,alt2P1,alt2P2,alt2P3,alt2P4,alt2P5,alt2P6,alt2P7,alt2P8,alt2LocS,alt2LocL,outcome
7389-b,1461011148982,1,target, 82, 57, 55, 226, 223, 99, 236, 231, 3, 1, distr2, 106, 154, 74, 79, 194, 131, 201, 60, 2, 2, distr1, 149, 107, 78, 193, 103, 95, 155, 118, 1, 3, true
7389-b,1461011160091,2,target, 233, 135, 124, 137, 171, 119, 191, 134, 2, 2, distr2, 67, 241, 208, 141, 105, 70, 99, 72, 1, 3, distr1, 220, 85, 62, 152, 248, 158, 173, 234, 3, 1, true
7389-b,1461011171209,3,target, 240, 202, 164, 83, 177, 210, 217, 67, 3, 3, distr2, 122, 72, 169, 183, 221, 179, 191, 117, 2, 1, distr1, 65, 222, 208, 230, 234, 231, 85, 126, 1, 2, true
7389-b,1461011191185,4,target, 194, 241, 182, 181, 120, 81, 57, 145, 1, 2, distr1, 108, 189, 66, 158, 196, 233, 121, 113, 3, 3, distr2, 128, 54, 99, 181, 172, 119, 236, 136, 2, 1, true
7389-b,1461011209305,5,target, 131, 77, 161, 169, 248, 207, 74, 157, 1, 1, distr2, 206, 63, 184, 91, 231, 66, 149, 241, 2, 2, distr1, 129, 216, 194, 232, 220, 115, 113, 94, 3, 3, true
7389-b,1461011227594,6,target, 138, 208, 131, 151, 50, 207, 106, 88, 1, 3, distr2, 170, 187, 216, 119, 89, 108, 162, 200, 3, 1, distr1, 71, 153, 232, 208, 210, 77, 105, 116, 2, 2, true
7389-b,1461011239869,7,target, 151, 169, 147, 93, 138, 192, 141, 132, 2, 2, distr2, 212, 216, 202, 141, 53, 132, 144, 193, 3, 3, distr1, 81, 116, 207, 53, 58, 74, 54, 211, 1, 1, true
7389-b,1461011251902,8,target, 203, 169, 52, 242, 93, 194, 172, 195, 3, 3, distr1, 232, 60, 187, 85, 89, 170, 178, 220, 1, 1, distr2, 119, 61, 181, 102, 153, 247, 107, 156, 2, 2, true
7389-b,1461011266655,9,target, 231, 158, 234, 127, 51, 109, 160, 210, 1, 1, distr1, 183, 229, 195, 168, 97, 66, 131, 208, 2, 2, distr2, 69, 223, 127, 181, 142, 192, 134, 195, 3, 3, true
7389-b,1461011284564,10,target, 151, 118, 92, 187, 222, 71, 211, 205, 1, 2, distr2, 188, 166, 99, 151, 83, 80, 167, 159, 3, 3, distr1, 125, 89, 132, 183, 55, 126, 67, 234, 2, 1, true
7389-b,1461011305142,11,distr1, 199, 214, 188, 100, 205, 171, 227, 139, 3, 1, distr2, 88, 186, 56, 176, 141, 172, 125, 111, 2, 3, target, 117, 65, 159, 144, 166, 78, 114, 56, 1, 2, false
7389-b,1461011326380,12,distr2, 79, 85, 114, 153, 89, 241, 188, 122, 1, 3, distr1, 161, 204, 62, 237, 205, 170, 166, 213, 2, 1, target, 140, 69, 249, 74, 175, 179, 81, 76, 3, 2, false
7389-b,1461011353732,13,target, 166, 229, 52, 126, 60, 151, 132, 61, 1, 3, distr2, 221, 97, 69, 199, 53, 123, 202, 112, 2, 2, distr1, 198, 187, 102, 211, 156, 60, 238, 236, 3, 1, true
7389-b,1461011395243,14,distr2, 223, 222, 100, 112, 193, 116, 187, 206, 3, 3, distr1, 178, 85, 242, 180, 63, 106, 162, 217, 2, 2, target, 235, 173, 194, 134, 207, 204, 90, 206, 1, 1, false
7389-b,1461011425218,15,target, 208, 228, 248, 163, 103, 139, 119, 188, 1, 3, distr1, 165, 92, 190, 121, 224, 87, 55, 127, 2, 1, distr2, 92, 60, 128, 118, 81, 155, 71, 225, 3, 2, true
7389-b,1461011435966,16,target, 123, 85, 202, 244, 103, 241, 201, 178, 2, 2, distr1, 73, 138, 164, 194, 221, 235, 154, 132, 3, 3, distr2, 134, 169, 61, 229, 119, 56, 196, 222, 1, 1, true
7389-b,1461011449345,17,target, 81, 117, 210, 118, 144, 91, 199, 211, 2, 3, distr1, 145, 150, 151, 62, 124, 107, 230, 60, 1, 1, distr2, 84, 87, 174, 60, 149, 134, 128, 92, 3, 2, true
7389-b,1461011477487,18,target, 86, 117, 148, 165, 125, 68, 196, 227, 3, 3, distr1, 82, 232, 105, 182, 52, 99, 173, 144, 1, 2, distr2, 233, 131, 152, 86, 199, 94, 89, 73, 2, 1, true
7389-b,1461011491407,19,target, 218, 116, 220, 180, 186, 122, 149, 145, 2, 1, distr1, 198, 118, 137, 139, 79, 116, 127, 56, 3, 2, distr2, 77, 85, 100, 113, 146, 74, 144, 164, 1, 3, true
7389-b,1461011510181,20,target, 159, 107, 63, 123, 143, 53, 244, 58, 3, 1, distr2, 134, 189, 146, 244, 229, 181, 224, 234, 1, 2, distr1, 165, 208, 205, 246, 51, 243, 112, 224, 2, 3, true
7389-b,1461011550485,21,target, 103, 211, 222, 182, 206, 109, 140, 174, 2, 2, distr1, 204, 221, 199, 108, 167, 101, 62, 103, 1, 1, distr2, 90, 54, 140, 184, 116, 158, 71, 169, 3, 3, true
