gameid,time,roundNum,clickStatus,clickP1,clickP2,clickP3,clickP4,clickP5,clickP6,clickP7,clickP8,clickLocS,clickLocL,alt1Status,alt1P1,alt1P2,alt1P3,alt1P4,alt1P5,alt1P6,alt1P7,alt1P8,alt1LocS,alt1LocL,alt2Status,alt2P1,alt2P2,alt2P3,alt2P4,alt2P5,alt2P6,alt2P7,alt2P8,alt2LocS,alt2LocL,outcome
8411-c,1461006349676,1,target, 212, 166, 100, 102, 173, 184, 134, 121, 3, 3, distr1, 111, 176, 80, 216, 86, 202, 171, 167, 2, 1, distr2, 204, 178, 147, 121, 145, 249, 129, 139, 1, 2, true
8411-c,1461006369656,2,target, 73, 176, 221, 225, 234, 111, 178, 52, 3, 2, distr2, 161, 122, 128, 90, 239, 137, 240, 225, 1, 1, distr1, 151, 161, 199, 61, 184, 50, 198, 166, 2, 3, true
8411-c,1461006423087,3,target, 56, 62, 177, 93, 208, 119, 142, 126, 2, 3, distr1, 112, 89, 110, 192, 162, 176, 199, 122, 3, 1, distr2, 215, 89, 175, 52, 88, 210, 72, 112, 1, 2, true
8411-c,1461006442913,4,target, 207, 89, 175, 121, 191, 216, 130, 129, 1, 1, distr2, 54, 210, 224, 110, 129, 105, 144, 222, 3, 2, distr1, 152, 110, 187, 219, 118, 74, 136, 77, 2, 3, true
8411-c,1461006502751,5,target, 190, 249, 155, 197, 113, 198, 81, 221, 3, 1, distr1, 82, 242, 62, 143, 90, 70, 127, 144, 1, 2, distr2, 134, 62, 81, 243, 170, 79, 207, 98, 2, 3, true
8411-c,1461006556544,6,target, 218, 230, 220, 209, 200, 129, 53, 244, 3, 2, distr1, 156, 88, 72, 229, 66, 81, 172, 105, 2, 1, distr2, 72, 170, 249, 73, 125, 131, 246, 244, 1, 3, true
8411-c,1461006626306,7,target, 193, 182, 70, 126, 100, 78, 60, 108, 2, 1, distr2, 134, 214, 64, 66, 86, 236, 164, 133, 1, 2, distr1, 82, 75, 144, 125, 211, 142, 101, 243, 3, 3, true
8411-c,1461006671456,8,target, 78, 89, 112, 66, 213, 108, 247, 84, 3, 1, distr1, 159, 179, 111, 146, 153, 211, 73, 195, 2, 3, distr2, 80, 197, 195, 187, 53, 104, 229, 59, 1, 2, true
8411-c,1461006715465,9,target, 133, 115, 131, 233, 163, 78, 105, 190, 2, 3, distr1, 129, 92, 98, 111, 123, 141, 222, 132, 3, 2, distr2, 101, 146, 216, 83, 159, 119, 198, 95, 1, 1, true
8411-c,1461006732256,10,target, 125, 72, 71, 139, 156, 199, 223, 65, 2, 1, distr2, 116, 79, 235, 190, 226, 54, 61, 159, 3, 3, distr1, 243, 77, 64, 175, 131, 118, 53, 130, 1, 2, true
8411-c,1461006777728,11,target, 214, 96, 101, 72, 210, 154, 58, 68, 2, 3, distr2, 88, 104, 117, 219, 72, 152, 90, 202, 1, 1, distr1, 215, 59, 126, 134, 152, 166, 164, 107, 3, 2, true
8411-c,1461006807553,12,target, 93, 125, 108, 238, 117, 210, 194, 106, 3, 1, distr1, 79, 74, 128, 196, 135, 67, 64, 162, 2, 3, distr2, 170, 219, 204, 126, 139, 200, 208, 244, 1, 2, true
8411-c,1461006843488,13,target, 239, 118, 136, 240, 145, 164, 114, 228, 3, 2, distr1, 78, 54, 83, 216, 132, 212, 185, 140, 2, 3, distr2, 141, 174, 159, 138, 81, 126, 200, 208, 1, 1, true
