gameid,time,roundNum,clickStatus,clickP1,clickP2,clickP3,clickP4,clickP5,clickP6,clickP7,clickP8,clickLocS,clickLocL,alt1Status,alt1P1,alt1P2,alt1P3,alt1P4,alt1P5,alt1P6,alt1P7,alt1P8,alt1LocS,alt1LocL,alt2Status,alt2P1,alt2P2,alt2P3,alt2P4,alt2P5,alt2P6,alt2P7,alt2P8,alt2LocS,alt2LocL,outcome
4852-c,1461008909044,1,target, 100, 209, 103, 89, 71, 176, 85, 237, 1, 2, distr1, 155, 249, 104, 172, 174, 239, 246, 154, 2, 3, distr2, 148, 98, 167, 78, 137, 154, 153, 125, 3, 1, true
4852-c,1461008936507,2,target, 225, 238, 218, 111, 101, 235, 132, 168, 3, 1, distr2, 127, 153, 97, 225, 73, 174, 136, 119, 1, 2, distr1, 73, 221, 82, 199, 67, 77, 93, 184, 2, 3, true
4852-c,1461008956027,3,target, 190, 52, 211, 231, 154, 210, 249, 139, 1, 3, distr2, 75, 169, 51, 228, 129, 62, 134, 232, 2, 1, distr1, 203, 143, 52, 169, 109, 92, 62, 144, 3, 2, true
4852-c,1461008977462,4,target, 149, 191, 89, 242, 171, 159, 148, 218, 2, 2, distr2, 209, 155, 120, 118, 178, 127, 57, 218, 3, 3, distr1, 113, 186, 134, 231, 151, 150, 218, 83, 1, 1, true
4852-c,1461008993652,5,target, 64, 55, 163, 119, 212, 176, 199, 62, 2, 2, distr2, 52, 195, 224, 210, 142, 232, 201, 165, 3, 3, distr1, 182, 156, 115, 145, 166, 205, 200, 93, 1, 1, true
4852-c,1461009008254,6,target, 109, 94, 89, 197, 122, 234, 84, 207, 1, 1, distr2, 223, 68, 59, 63, 91, 239, 123, 189, 2, 2, distr1, 94, 228, 157, 75, 55, 206, 238, 156, 3, 3, true
4852-c,1461009076405,7,target, 224, 181, 177, 103, 211, 144, 91, 89, 1, 3, distr1, 151, 81, 95, 107, 138, 230, 80, 133, 2, 1, distr2, 83, 132, 154, 168, 112, 87, 221, 198, 3, 2, true
4852-c,1461009119447,8,target, 70, 107, 159, 88, 152, 220, 133, 187, 3, 2, distr1, 212, 234, 63, 239, 174, 187, 200, 216, 1, 3, distr2, 205, 245, 203, 166, 155, 134, 67, 146, 2, 1, true
4852-c,1461009139940,9,target, 59, 88, 225, 119, 170, 211, 194, 111, 1, 3, distr2, 73, 121, 201, 176, 192, 155, 154, 148, 2, 1, distr1, 245, 109, 145, 111, 106, 52, 51, 159, 3, 2, true
4852-c,1461009154619,10,target, 188, 103, 208, 249, 133, 93, 138, 205, 3, 2, distr2, 190, 203, 127, 191, 52, 193, 122, 93, 1, 3, distr1, 106, 74, 81, 211, 221, 234, 177, 192, 2, 1, true
4852-c,1461009171038,11,target, 189, 230, 234, 228, 246, 163, 182, 171, 2, 2, distr1, 236, 147, 183, 228, 55, 240, 163, 52, 1, 1, distr2, 66, 124, 159, 144, 65, 70, 244, 153, 3, 3, true
4852-c,1461009193751,12,target, 65, 92, 81, 89, 76, 60, 238, 188, 2, 1, distr1, 241, 156, 245, 209, 222, 132, 167, 175, 3, 3, distr2, 165, 58, 114, 96, 175, 211, 188, 62, 1, 2, true
4852-c,1461009223105,13,target, 79, 226, 164, 107, 115, 173, 96, 175, 3, 2, distr2, 108, 66, 135, 93, 122, 220, 54, 112, 1, 3, distr1, 196, 109, 137, 145, 225, 153, 182, 118, 2, 1, true
4852-c,1461009244012,14,target, 226, 211, 130, 241, 162, 210, 56, 59, 1, 1, distr2, 166, 190, 185, 76, 204, 156, 87, 158, 2, 3, distr1, 121, 222, 223, 184, 115, 164, 135, 219, 3, 2, true
4852-c,1461009278611,15,target, 128, 236, 88, 50, 69, 129, 61, 81, 1, 1, distr2, 123, 52, 197, 135, 56, 125, 202, 107, 3, 2, distr1, 239, 193, 154, 208, 248, 137, 175, 202, 2, 3, true
4852-c,1461009296144,16,target, 137, 200, 122, 240, 160, 243, 114, 105, 2, 1, distr2, 195, 69, 127, 137, 130, 196, 177, 241, 3, 2, distr1, 109, 84, 75, 162, 147, 219, 134, 174, 1, 3, true
4852-c,1461009312583,17,target, 95, 153, 69, 220, 234, 108, 141, 170, 2, 1, distr1, 189, 69, 179, 64, 199, 160, 240, 163, 1, 2, distr2, 67, 72, 71, 104, 229, 179, 170, 57, 3, 3, true
4852-c,1461009332225,18,target, 164, 59, 111, 145, 150, 226, 132, 227, 3, 2, distr1, 191, 233, 82, 54, 205, 222, 224, 52, 2, 3, distr2, 59, 191, 108, 195, 204, 158, 56, 124, 1, 1, true
4852-c,1461009347972,19,target, 223, 153, 173, 150, 164, 195, 208, 132, 3, 1, distr1, 214, 134, 206, 87, 94, 160, 68, 63, 1, 3, distr2, 198, 248, 203, 93, 201, 173, 69, 220, 2, 2, true
4852-c,1461009371040,20,target, 206, 231, 106, 205, 228, 76, 235, 157, 2, 1, distr2, 136, 50, 102, 184, 62, 203, 240, 159, 1, 3, distr1, 79, 237, 241, 230, 124, 82, 176, 193, 3, 2, true
4852-c,1461009383012,21,target, 67, 136, 126, 121, 151, 69, 134, 142, 3, 3, distr2, 97, 184, 221, 77, 161, 54, 217, 210, 2, 2, distr1, 190, 195, 229, 146, 120, 58, 95, 50, 1, 1, true
4852-c,1461009416773,22,target, 130, 190, 191, 55, 219, 212, 110, 154, 3, 3, distr2, 244, 144, 50, 63, 201, 175, 184, 218, 1, 1, distr1, 178, 81, 103, 168, 109, 157, 82, 69, 2, 2, true
4852-c,1461009433530,23,target, 209, 225, 171, 144, 101, 175, 79, 204, 1, 2, distr1, 194, 216, 198, 229, 102, 138, 196, 231, 3, 3, distr2, 159, 135, 89, 222, 237, 210, 139, 114, 2, 1, true
4852-c,1461009464632,24,target, 246, 72, 217, 53, 195, 145, 123, 179, 2, 3, distr2, 177, 140, 197, 108, 90, 80, 57, 240, 1, 1, distr1, 216, 221, 57, 245, 164, 210, 84, 207, 3, 2, true
4852-c,1461009523220,25,target, 213, 117, 149, 234, 181, 101, 89, 50, 1, 2, distr1, 195, 200, 150, 125, 115, 54, 196, 235, 2, 3, distr2, 157, 75, 185, 51, 106, 170, 125, 98, 3, 1, true
4852-c,1461009540467,26,target, 239, 87, 115, 163, 51, 178, 157, 241, 2, 3, distr2, 244, 177, 217, 82, 129, 243, 54, 131, 1, 2, distr1, 166, 142, 241, 133, 193, 127, 124, 156, 3, 1, true
4852-c,1461009575584,27,target, 213, 142, 88, 117, 183, 144, 80, 140, 3, 2, distr2, 107, 70, 191, 151, 121, 93, 124, 242, 2, 1, distr1, 198, 113, 131, 107, 117, 184, 192, 226, 1, 3, true
4852-c,1461009592320,28,target, 116, 222, 185, 119, 227, 62, 204, 100, 3, 2, distr1, 229, 124, 212, 187, 206, 171, 214, 55, 2, 3, distr2, 72, 88, 78, 143, 166, 192, 85, 75, 1, 1, true
4852-c,1461009615516,29,target, 216, 61, 92, 193, 145, 71, 170, 106, 3, 3, distr1, 180, 90, 139, 159, 140, 62, 134, 72, 1, 1, distr2, 172, 96, 66, 231, 164, 60, 102, 207, 2, 2, true
