gameid,time,roundNum,clickStatus,clickP1,clickP2,clickP3,clickP4,clickP5,clickP6,clickP7,clickP8,clickLocS,clickLocL,alt1Status,alt1P1,alt1P2,alt1P3,alt1P4,alt1P5,alt1P6,alt1P7,alt1P8,alt1LocS,alt1LocL,alt2Status,alt2P1,alt2P2,alt2P3,alt2P4,alt2P5,alt2P6,alt2P7,alt2P8,alt2LocS,alt2LocL,outcome
7936-b,1461002415575,1,distr1, 112, 211, 164, 198, 248, 241, 217, 60, 3, 2, target, 163, 92, 61, 51, 74, 222, 121, 229, 1, 1, distr2, 212, 176, 140, 141, 59, 197, 67, 62, 2, 3, false
7936-b,1461002448606,2,target, 170, 136, 227, 229, 162, 204, 150, 104, 2, 3, distr1, 127, 51, 226, 99, 132, 98, 130, 67, 1, 2, distr2, 216, 116, 235, 151, 195, 205, 75, 204, 3, 1, true
7936-b,1461002512703,3,target, 66, 142, 225, 242, 113, 177, 203, 82, 1, 1, distr1, 219, 230, 155, 50, 117, 171, 159, 236, 2, 2, distr2, 160, 215, 93, 226, 190, 162, 178, 50, 3, 3, true
7936-b,1461002546814,4,target, 52, 82, 158, 74, 209, 80, 171, 228, 3, 1, distr1, 139, 136, 85, 193, 159, 228, 208, 204, 1, 2, distr2, 95, 60, 73, 148, 143, 177, 170, 129, 2, 3, true
7936-b,1461002562216,5,target, 124, 147, 107, 132, 76, 235, 57, 209, 3, 1, distr2, 54, 56, 170, 53, 113, 225, 55, 228, 2, 2, distr1, 128, 217, 249, 120, 72, 59, 75, 71, 1, 3, true
7936-b,1461002580523,6,target, 120, 105, 153, 224, 52, 80, 163, 61, 3, 2, distr2, 149, 184, 113, 146, 50, 114, 81, 231, 2, 3, distr1, 211, 167, 206, 154, 187, 90, 185, 59, 1, 1, true
7936-b,1461002594065,7,target, 208, 211, 71, 207, 75, 230, 121, 196, 2, 2, distr2, 208, 59, 238, 186, 78, 244, 144, 151, 3, 1, distr1, 160, 120, 135, 246, 161, 82, 144, 212, 1, 3, true
7936-b,1461002606457,8,target, 131, 171, 133, 222, 202, 233, 249, 117, 1, 1, distr2, 156, 149, 233, 155, 239, 226, 141, 74, 2, 3, distr1, 107, 224, 81, 197, 59, 209, 195, 200, 3, 2, true
7936-b,1461002621089,9,target, 173, 71, 102, 155, 166, 168, 120, 74, 1, 3, distr2, 204, 72, 217, 71, 139, 190, 170, 209, 3, 2, distr1, 218, 215, 204, 186, 168, 82, 126, 247, 2, 1, true
7936-b,1461002648864,10,target, 77, 147, 204, 99, 71, 181, 136, 122, 3, 2, distr2, 53, 213, 107, 167, 218, 96, 216, 105, 2, 3, distr1, 78, 59, 205, 99, 229, 86, 103, 70, 1, 1, true
7936-b,1461002659400,11,target, 189, 73, 143, 213, 93, 145, 209, 77, 3, 2, distr1, 87, 233, 209, 181, 186, 153, 74, 204, 1, 3, distr2, 147, 130, 178, 146, 202, 52, 62, 99, 2, 1, true
7936-b,1461002713898,12,target, 246, 51, 113, 183, 185, 114, 59, 126, 3, 3, distr2, 140, 97, 202, 66, 109, 110, 78, 238, 2, 2, distr1, 77, 114, 184, 80, 128, 111, 229, 110, 1, 1, true
7936-b,1461002744044,13,target, 121, 91, 141, 60, 55, 132, 213, 96, 2, 3, distr1, 178, 149, 112, 50, 81, 174, 77, 161, 1, 2, distr2, 184, 166, 224, 230, 202, 87, 183, 53, 3, 1, true
7936-b,1461002761534,14,target, 219, 245, 144, 60, 116, 68, 232, 194, 2, 3, distr1, 164, 69, 181, 223, 171, 212, 169, 136, 1, 1, distr2, 174, 241, 235, 94, 125, 217, 196, 96, 3, 2, true
7936-b,1461002784398,15,target, 64, 207, 212, 79, 93, 167, 181, 194, 1, 2, distr1, 65, 200, 103, 109, 82, 136, 98, 119, 2, 1, distr2, 72, 119, 230, 120, 116, 175, 156, 66, 3, 3, true
7936-b,1461002824604,16,target, 133, 175, 171, 166, 225, 226, 57, 158, 2, 1, distr1, 149, 188, 231, 195, 194, 79, 191, 152, 3, 2, distr2, 92, 111, 152, 150, 185, 209, 155, 210, 1, 3, true
7936-b,1461002840739,17,distr2, 114, 100, 73, 141, 238, 134, 235, 200, 3, 2, target, 133, 249, 227, 200, 119, 195, 162, 76, 1, 1, distr1, 178, 112, 199, 124, 208, 73, 64, 239, 2, 3, false
7936-b,1461002858026,18,target, 55, 124, 98, 96, 153, 72, 163, 131, 2, 1, distr2, 147, 98, 95, 203, 124, 102, 105, 77, 1, 2, distr1, 174, 115, 232, 56, 243, 83, 225, 157, 3, 3, true
7936-b,1461002875399,19,target, 131, 247, 137, 149, 146, 85, 106, 200, 1, 2, distr2, 223, 243, 127, 231, 142, 128, 218, 209, 2, 1, distr1, 98, 86, 64, 97, 175, 69, 100, 96, 3, 3, true
7936-b,1461002903540,20,target, 99, 62, 66, 60, 172, 232, 192, 89, 1, 2, distr1, 231, 123, 245, 133, 211, 53, 119, 204, 3, 1, distr2, 195, 192, 249, 168, 217, 242, 151, 86, 2, 3, true
7936-b,1461002921516,21,target, 124, 177, 206, 232, 241, 134, 91, 173, 2, 2, distr2, 231, 106, 129, 189, 200, 239, 100, 164, 3, 3, distr1, 223, 63, 202, 208, 74, 145, 86, 51, 1, 1, true
7936-b,1461002935960,22,target, 83, 198, 246, 205, 107, 182, 115, 86, 3, 3, distr1, 189, 194, 53, 94, 239, 210, 229, 183, 2, 2, distr2, 161, 167, 168, 169, 200, 103, 229, 122, 1, 1, true
7936-b,1461002966199,23,target, 188, 235, 58, 51, 125, 50, 100, 191, 3, 1, distr1, 247, 214, 231, 202, 95, 208, 168, 166, 2, 3, distr2, 226, 77, 50, 187, 138, 238, 115, 119, 1, 2, true
7936-b,1461002991314,24,target, 88, 78, 225, 223, 111, 243, 80, 100, 2, 1, distr1, 109, 231, 199, 192, 177, 149, 95, 164, 3, 2, distr2, 150, 179, 170, 154, 139, 53, 90, 167, 1, 3, true
7936-b,1461003017916,25,target, 148, 159, 238, 243, 184, 102, 134, 60, 2, 1, distr2, 209, 153, 244, 139, 175, 135, 195, 232, 3, 2, distr1, 211, 65, 83, 223, 249, 141, 214, 172, 1, 3, true
