gameid,time,roundNum,clickStatus,clickP1,clickP2,clickP3,clickP4,clickP5,clickP6,clickP7,clickP8,clickLocS,clickLocL,alt1Status,alt1P1,alt1P2,alt1P3,alt1P4,alt1P5,alt1P6,alt1P7,alt1P8,alt1LocS,alt1LocL,alt2Status,alt2P1,alt2P2,alt2P3,alt2P4,alt2P5,alt2P6,alt2P7,alt2P8,alt2LocS,alt2LocL,outcome
3831-2,1461007858994,1,target, 217, 166, 210, 118, 161, 107, 135, 169, 3, 3, distr2, 179, 139, 50, 147, 64, 107, 189, 96, 1, 1, distr1, 158, 155, 136, 58, 204, 159, 229, 73, 2, 2, true
3831-2,1461007881906,2,target, 247, 199, 144, 106, 123, 241, 94, 130, 1, 1, distr2, 154, 146, 77, 109, 168, 195, 245, 180, 2, 3, distr1, 209, 176, 159, 109, 242, 148, 76, 80, 3, 2, true
3831-2,1461007943885,3,target, 89, 98, 63, 68, 175, 82, 74, 227, 3, 3, distr2, 237, 101, 170, 203, 231, 76, 239, 213, 2, 1, distr1, 145, 85, 189, 240, 234, 228, 249, 183, 1, 2, true
3831-2,1461007994307,4,target, 242, 163, 148, 75, 205, 129, 165, 121, 2, 2, distr1, 117, 104, 120, 93, 121, 88, 168, 119, 3, 3, distr2, 141, 91, 218, 248, 89, 171, 100, 243, 1, 1, true
3831-2,1461008013480,5,target, 168, 239, 148, 165, 119, 161, 108, 247, 3, 1, distr2, 139, 53, 129, 249, 204, 148, 86, 158, 2, 3, distr1, 90, 71, 136, 201, 231, 85, 235, 106, 1, 2, true
3831-2,1461008038575,6,target, 75, 170, 178, 158, 229, 147, 106, 65, 1, 3, distr1, 234, 196, 148, 176, 140, 102, 106, 193, 2, 1, distr2, 114, 92, 153, 212, 75, 157, 243, 199, 3, 2, true
3831-2,1461008054715,7,target, 176, 249, 70, 147, 183, 58, 113, 144, 1, 1, distr2, 170, 198, 228, 208, 193, 174, 246, 69, 3, 3, distr1, 158, 222, 102, 95, 99, 181, 146, 148, 2, 2, true
3831-2,1461008089230,8,target, 155, 187, 170, 124, 234, 128, 213, 160, 2, 1, distr1, 76, 78, 94, 204, 244, 79, 183, 100, 1, 3, distr2, 164, 188, 78, 177, 127, 77, 246, 185, 3, 2, true
3831-2,1461008106713,9,target, 86, 227, 96, 142, 168, 215, 175, 68, 3, 1, distr1, 130, 105, 191, 92, 53, 170, 157, 87, 1, 3, distr2, 52, 238, 193, 62, 155, 137, 185, 116, 2, 2, true
3831-2,1461008192081,10,target, 90, 178, 92, 65, 118, 58, 171, 228, 1, 1, distr2, 222, 67, 146, 248, 83, 89, 98, 120, 3, 3, distr1, 196, 182, 134, 68, 121, 60, 83, 229, 2, 2, true
3831-2,1461008208705,11,target, 183, 210, 172, 132, 174, 145, 203, 219, 1, 2, distr2, 68, 167, 91, 100, 163, 61, 98, 94, 2, 3, distr1, 249, 88, 132, 195, 71, 125, 78, 74, 3, 1, true
3831-2,1461008232813,12,target, 112, 217, 159, 246, 103, 122, 77, 249, 1, 3, distr2, 248, 98, 243, 147, 228, 233, 107, 210, 3, 1, distr1, 120, 54, 206, 166, 183, 122, 212, 228, 2, 2, true
3831-2,1461008250372,13,target, 165, 87, 167, 198, 149, 154, 243, 58, 3, 2, distr1, 240, 96, 222, 120, 187, 132, 148, 216, 1, 1, distr2, 122, 143, 145, 69, 99, 130, 198, 213, 2, 3, true
3831-2,1461008306496,14,target, 149, 78, 105, 133, 91, 205, 151, 131, 2, 2, distr2, 244, 248, 84, 52, 223, 212, 169, 95, 3, 1, distr1, 212, 118, 121, 164, 178, 77, 159, 62, 1, 3, true
3831-2,1461008332631,15,target, 213, 145, 105, 146, 149, 185, 139, 209, 2, 1, distr2, 133, 128, 114, 155, 90, 110, 129, 165, 1, 2, distr1, 160, 93, 57, 69, 101, 86, 87, 245, 3, 3, true
3831-2,1461008348642,16,target, 95, 129, 178, 208, 105, 104, 106, 96, 3, 2, distr2, 80, 53, 223, 113, 222, 229, 86, 206, 2, 1, distr1, 106, 215, 178, 94, 150, 157, 123, 224, 1, 3, true
3831-2,1461008369309,17,target, 146, 138, 226, 157, 57, 78, 61, 179, 3, 3, distr2, 171, 223, 226, 244, 207, 249, 95, 248, 2, 1, distr1, 122, 81, 204, 95, 242, 129, 97, 183, 1, 2, true
3831-2,1461008398479,18,target, 246, 103, 59, 190, 147, 232, 89, 220, 3, 2, distr1, 52, 91, 218, 210, 235, 80, 211, 177, 1, 1, distr2, 113, 54, 249, 175, 211, 86, 71, 183, 2, 3, true
