gameid,time,roundNum,clickStatus,clickP1,clickP2,clickP3,clickP4,clickP5,clickP6,clickP7,clickP8,clickLocS,clickLocL,alt1Status,alt1P1,alt1P2,alt1P3,alt1P4,alt1P5,alt1P6,alt1P7,alt1P8,alt1LocS,alt1LocL,alt2Status,alt2P1,alt2P2,alt2P3,alt2P4,alt2P5,alt2P6,alt2P7,alt2P8,alt2LocS,alt2LocL,outcome
2204-f,1461006889065,1,target, 71, 214, 223, 206, 198, 202, 109, 246, 3, 3, distr1, 207, 71, 171, 243, 155, 125, 107, 127, 2, 1, distr2, 224, 199, 148, 195, 239, 180, 108, 81, 1, 2, true
2204-f,1461006908197,2,target, 213, 139, 147, 175, 90, 205, 188, 82, 1, 1, distr2, 174, 64, 202, 142, 72, 60, 106, 117, 3, 2, distr1, 104, 146, 201, 138, 95, 57, 58, 135, 2, 3, true
2204-f,1461006929524,3,target, 149, 203, 103, 93, 207, 195, 121, 175, 3, 1, distr2, 56, 241, 228, 61, 146, 167, 162, 229, 1, 3, distr1, 227, 231, 217, 170, 138, 204, 71, 59, 2, 2, true
2204-f,1461006945798,4,target, 229, 247, 161, 235, 83, 138, 230, 139, 3, 2, distr1, 212, 174, 180, 224, 123, 110, 72, 154, 1, 3, distr2, 206, 166, 163, 101, 109, 154, 91, 194, 2, 1, true
2204-f,1461006966465,5,target, 229, 56, 91, 83, 156, 59, 159, 217, 1, 2, distr1, 66, 213, 222, 157, 153, 200, 60, 141, 2, 1, distr2, 128, 229, 93, 171, 143, 180, 216, 215, 3, 3, true
2204-f,1461006990205,6,target, 61, 174, 120, 152, 57, 204, 207, 220, 3, 1, distr2, 115, 154, 62, 172, 50, 100, 66, 229, 1, 2, distr1, 58, 223, 90, 178, 94, 194, 124, 123, 2, 3, true
2204-f,1461007004541,7,target, 89, 147, 54, 197, 220, 249, 178, 162, 3, 2, distr2, 227, 242, 67, 101, 231, 149, 53, 103, 1, 3, distr1, 60, 119, 115, 102, 207, 54, 178, 105, 2, 1, true
2204-f,1461007017078,8,target, 200, 237, 242, 172, 196, 132, 92, 107, 2, 2, distr2, 138, 177, 217, 131, 97, 58, 206, 146, 3, 1, distr1, 190, 193, 83, 127, 51, 123, 159, 145, 1, 3, true
2204-f,1461007027896,9,target, 177, 150, 138, 78, 104, 94, 135, 63, 2, 3, distr2, 134, 152, 237, 126, 128, 62, 118, 86, 1, 1, distr1, 60, 76, 202, 220, 171, 105, 88, 153, 3, 2, true
2204-f,1461007059215,10,target, 221, 161, 187, 96, 176, 105, 103, 160, 2, 2, distr1, 160, 65, 75, 132, 70, 98, 220, 216, 1, 3, distr2, 145, 119, 200, 234, 207, 152, 115, 77, 3, 1, true
2204-f,1461007071294,11,target, 224, 175, 167, 173, 188, 154, 52, 198, 3, 1, distr1, 52, 95, 156, 220, 185, 125, 70, 157, 1, 3, distr2, 167, 211, 207, 168, 229, 196, 208, 245, 2, 2, true
2204-f,1461007084990,12,target, 89, 198, 151, 150, 243, 72, 216, 176, 1, 1, distr1, 127, 203, 54, 87, 232, 246, 208, 197, 3, 3, distr2, 221, 67, 146, 64, 249, 166, 200, 226, 2, 2, true
2204-f,1461007107321,13,target, 210, 184, 223, 88, 230, 89, 101, 173, 1, 3, distr2, 123, 109, 69, 94, 167, 116, 178, 236, 2, 1, distr1, 228, 234, 206, 122, 180, 67, 218, 95, 3, 2, true
2204-f,1461007140223,14,target, 59, 57, 227, 186, 187, 145, 111, 237, 3, 1, distr1, 166, 239, 76, 75, 242, 165, 246, 157, 2, 2, distr2, 104, 77, 246, 130, 233, 66, 81, 242, 1, 3, true
2204-f,1461007165631,15,target, 52, 157, 230, 90, 77, 238, 84, 82, 1, 2, distr1, 181, 96, 228, 203, 227, 102, 208, 197, 3, 3, distr2, 228, 247, 51, 231, 168, 200, 111, 73, 2, 1, true
2204-f,1461007194208,16,target, 80, 90, 94, 81, 70, 60, 71, 192, 3, 3, distr1, 58, 194, 52, 59, 230, 199, 60, 85, 2, 2, distr2, 77, 248, 241, 134, 173, 150, 169, 54, 1, 1, true
2204-f,1461007208909,17,target, 235, 170, 192, 236, 54, 195, 95, 128, 2, 2, distr2, 147, 104, 187, 171, 63, 85, 94, 68, 3, 3, distr1, 164, 138, 118, 172, 133, 225, 176, 159, 1, 1, true
2204-f,1461007223249,18,target, 59, 168, 157, 132, 161, 244, 200, 165, 1, 1, distr2, 165, 72, 132, 191, 54, 217, 69, 91, 2, 2, distr1, 183, 75, 189, 168, 190, 248, 148, 137, 3, 3, true
2204-f,1461007235571,19,target, 66, 146, 188, 71, 61, 105, 211, 77, 1, 2, distr1, 138, 74, 202, 164, 211, 201, 53, 81, 2, 3, distr2, 210, 74, 130, 119, 67, 183, 160, 146, 3, 1, true
2204-f,1461007257194,20,target, 165, 89, 235, 247, 212, 64, 50, 88, 3, 1, distr2, 193, 217, 81, 114, 70, 240, 111, 59, 1, 3, distr1, 206, 160, 115, 121, 89, 108, 232, 203, 2, 2, true
2204-f,1461007283625,21,target, 86, 117, 206, 199, 178, 177, 161, 54, 2, 1, distr2, 105, 108, 50, 238, 196, 89, 131, 181, 1, 3, distr1, 129, 88, 94, 51, 237, 54, 227, 140, 3, 2, true
2204-f,1461007301405,22,target, 159, 150, 177, 140, 82, 171, 91, 130, 3, 1, distr1, 137, 163, 111, 71, 177, 83, 130, 144, 2, 3, distr2, 77, 196, 236, 207, 179, 144, 170, 222, 1, 2, true
2204-f,1461007317832,23,target, 228, 214, 106, 115, 110, 142, 80, 220, 2, 3, distr1, 128, 163, 65, 110, 104, 66, 95, 84, 3, 2, distr2, 106, 137, 120, 193, 206, 170, 164, 208, 1, 1, true
2204-f,1461007330705,24,target, 183, 74, 166, 117, 195, 90, 148, 159, 3, 3, distr2, 189, 58, 196, 217, 117, 237, 208, 235, 2, 2, distr1, 243, 146, 101, 103, 52, 194, 179, 54, 1, 1, true
2204-f,1461007353100,25,target, 124, 130, 50, 209, 141, 193, 56, 75, 1, 2, distr2, 115, 99, 86, 87, 94, 95, 162, 221, 3, 3, distr1, 113, 51, 59, 125, 155, 69, 74, 142, 2, 1, true
2204-f,1461007372155,26,target, 108, 217, 218, 114, 116, 210, 193, 105, 2, 1, distr2, 199, 146, 245, 94, 215, 195, 183, 205, 1, 3, distr1, 90, 88, 234, 92, 188, 70, 55, 144, 3, 2, true
2204-f,1461007396473,27,target, 195, 158, 55, 190, 172, 50, 62, 81, 2, 1, distr1, 97, 77, 84, 178, 150, 202, 144, 155, 3, 2, distr2, 196, 71, 181, 117, 185, 219, 244, 148, 1, 3, true
2204-f,1461007426129,28,target, 126, 114, 107, 115, 140, 150, 196, 222, 1, 1, distr1, 196, 242, 249, 151, 182, 94, 190, 155, 2, 3, distr2, 217, 100, 55, 73, 214, 130, 192, 203, 3, 2, true
2204-f,1461007445739,29,target, 210, 188, 235, 146, 197, 158, 194, 208, 2, 1, distr2, 109, 161, 165, 54, 87, 56, 81, 79, 1, 2, distr1, 150, 56, 226, 222, 50, 238, 156, 247, 3, 3, true
2204-f,1461007459084,30,target, 205, 248, 71, 198, 243, 98, 123, 57, 3, 2, distr1, 88, 181, 239, 121, 199, 123, 70, 216, 2, 1, distr2, 73, 53, 150, 232, 65, 97, 55, 191, 1, 3, true
2204-f,1461007469148,31,target, 81, 179, 121, 85, 139, 88, 200, 244, 2, 2, distr2, 94, 144, 137, 155, 65, 143, 157, 223, 3, 1, distr1, 193, 71, 219, 140, 220, 76, 118, 177, 1, 3, true
2204-f,1461007507219,32,target, 81, 72, 247, 93, 119, 148, 138, 83, 3, 2, distr1, 71, 76, 197, 113, 243, 214, 133, 227, 2, 1, distr2, 84, 155, 122, 59, 94, 61, 128, 245, 1, 3, true
2204-f,1461007539019,33,target, 229, 55, 146, 177, 94, 101, 157, 165, 2, 2, distr1, 156, 165, 102, 183, 178, 100, 245, 206, 3, 1, distr2, 199, 52, 106, 244, 132, 61, 130, 193, 1, 3, true
2204-f,1461007582708,34,target, 101, 135, 143, 88, 81, 213, 189, 111, 3, 2, distr1, 181, 232, 199, 235, 82, 220, 129, 121, 1, 1, distr2, 153, 224, 181, 176, 191, 230, 206, 142, 2, 3, true
2204-f,1461007603322,35,target, 200, 115, 161, 195, 215, 119, 96, 89, 3, 2, distr2, 71, 223, 230, 65, 114, 138, 113, 104, 2, 1, distr1, 200, 229, 120, 245, 59, 210, 115, 79, 1, 3, true
2204-f,1461007615654,36,target, 107, 103, 110, 176, 158, 190, 55, 97, 2, 3, distr2, 118, 136, 69, 84, 236, 105, 103, 101, 3, 1, distr1, 113, 86, 105, 154, 241, 175, 64, 50, 1, 2, true
2204-f,1461007641120,37,target, 180, 137, 50, 206, 98, 168, 127, 191, 3, 2, distr2, 77, 107, 162, 54, 88, 59, 155, 105, 2, 3, distr1, 201, 152, 153, 67, 124, 167, 205, 194, 1, 1, true
2204-f,1461007667534,38,target, 81, 68, 214, 97, 228, 186, 125, 80, 1, 3, distr1, 155, 86, 203, 192, 223, 157, 136, 123, 2, 1, distr2, 174, 236, 226, 120, 218, 59, 73, 147, 3, 2, true
2204-f,1461007679117,39,target, 110, 209, 162, 138, 81, 166, 56, 107, 2, 3, distr2, 156, 133, 103, 145, 176, 161, 183, 160, 1, 2, distr1, 233, 175, 90, 121, 155, 102, 192, 147, 3, 1, true
2204-f,1461007714142,40,target, 214, 180, 143, 138, 82, 144, 182, 141, 3, 3, distr2, 149, 151, 238, 230, 126, 182, 81, 125, 2, 2, distr1, 187, 76, 148, 245, 103, 105, 209, 230, 1, 1, true
2204-f,1461007728468,41,target, 111, 95, 88, 75, 139, 137, 107, 167, 2, 2, distr2, 57, 223, 177, 216, 189, 247, 78, 217, 1, 3, distr1, 82, 92, 108, 204, 78, 60, 73, 139, 3, 1, true
2204-f,1461007740858,42,target, 180, 177, 208, 240, 146, 145, 225, 247, 1, 1, distr2, 145, 158, 154, 102, 165, 172, 183, 89, 2, 2, distr1, 214, 71, 115, 136, 121, 249, 116, 221, 3, 3, true
2204-f,1461007802883,43,target, 170, 163, 68, 120, 171, 193, 121, 138, 3, 2, distr1, 134, 123, 165, 87, 235, 106, 79, 128, 2, 3, distr2, 163, 141, 113, 118, 90, 60, 244, 209, 1, 1, true
2204-f,1461007814897,44,target, 127, 142, 63, 98, 170, 91, 245, 108, 2, 3, distr1, 95, 145, 141, 69, 227, 154, 241, 98, 3, 1, distr2, 128, 181, 238, 95, 119, 222, 226, 76, 1, 2, true
2204-f,1461007827107,45,target, 197, 189, 102, 106, 202, 174, 226, 166, 2, 1, distr1, 202, 129, 169, 75, 63, 135, 58, 180, 3, 3, distr2, 227, 162, 206, 84, 202, 164, 174, 176, 1, 2, true
2204-f,1461007853390,46,target, 222, 85, 129, 221, 210, 176, 144, 242, 3, 2, distr1, 121, 217, 70, 131, 120, 184, 165, 140, 2, 1, distr2, 90, 71, 147, 144, 99, 157, 195, 110, 1, 3, true
2204-f,1461007869939,47,target, 243, 99, 228, 206, 224, 201, 108, 147, 3, 2, distr2, 230, 245, 142, 154, 243, 118, 233, 205, 1, 1, distr1, 183, 114, 198, 137, 116, 156, 214, 219, 2, 3, true
2204-f,1461007889458,48,target, 142, 241, 104, 228, 227, 109, 76, 177, 3, 2, distr1, 84, 82, 92, 200, 139, 94, 66, 175, 1, 3, distr2, 177, 158, 105, 116, 185, 141, 124, 83, 2, 1, true
2204-f,1461007907023,49,target, 244, 84, 201, 108, 175, 249, 231, 215, 3, 2, distr2, 138, 61, 85, 102, 53, 118, 174, 124, 1, 3, distr1, 97, 201, 90, 145, 187, 50, 172, 140, 2, 1, true
2204-f,1461007921739,50,target, 119, 203, 71, 87, 77, 53, 162, 70, 3, 3, distr1, 148, 79, 199, 224, 205, 242, 180, 213, 2, 2, distr2, 235, 93, 100, 77, 166, 67, 207, 151, 1, 1, true
