gameid,time,roundNum,clickStatus,clickP1,clickP2,clickP3,clickP4,clickP5,clickP6,clickP7,clickP8,clickLocS,clickLocL,alt1Status,alt1P1,alt1P2,alt1P3,alt1P4,alt1P5,alt1P6,alt1P7,alt1P8,alt1LocS,alt1LocL,alt2Status,alt2P1,alt2P2,alt2P3,alt2P4,alt2P5,alt2P6,alt2P7,alt2P8,alt2LocS,alt2LocL,outcome
2412-9,1461009544591,1,target, 237, 94, 125, 147, 60, 79, 195, 104, 2, 1, distr2, 205, 153, 135, 74, 183, 191, 50, 136, 1, 2, distr1, 70, 50, 134, 231, 73, 97, 76, 219, 3, 3, true
2412-9,1461009566036,2,target, 157, 108, 67, 121, 120, 215, 204, 73, 3, 1, distr2, 197, 117, 191, 65, 137, 98, 180, 85, 1, 2, distr1, 196, 81, 188, 174, 52, 84, 160, 166, 2, 3, true
2412-9,1461009600572,3,target, 224, 140, 156, 200, 198, 86, 203, 116, 1, 1, distr2, 156, 168, 175, 115, 210, 172, 107, 85, 2, 2, distr1, 84, 241, 95, 104, 197, 89, 151, 203, 3, 3, true
2412-9,1461009611402,4,target, 188, 124, 201, 108, 213, 232, 205, 234, 1, 3, distr2, 71, 74, 128, 90, 189, 235, 191, 52, 2, 2, distr1, 87, 120, 160, 233, 181, 128, 183, 101, 3, 1, true
2412-9,1461009645299,5,distr1, 188, 237, 141, 97, 222, 70, 221, 198, 1, 1, distr2, 109, 192, 105, 123, 60, 85, 99, 176, 3, 2, target, 179, 224, 109, 106, 107, 99, 243, 172, 2, 3, false
2412-9,1461009658362,6,target, 75, 80, 99, 53, 81, 63, 147, 169, 1, 3, distr2, 232, 246, 50, 145, 158, 60, 248, 109, 2, 1, distr1, 143, 172, 244, 184, 218, 84, 136, 132, 3, 2, true
2412-9,1461009684316,7,target, 152, 186, 102, 65, 154, 137, 157, 148, 1, 2, distr1, 84, 146, 154, 213, 171, 201, 166, 152, 2, 3, distr2, 148, 86, 92, 158, 142, 140, 215, 98, 3, 1, true
2412-9,1461009711719,8,distr1, 204, 124, 111, 206, 246, 53, 126, 82, 1, 3, distr2, 220, 181, 73, 138, 184, 149, 134, 192, 3, 1, target, 97, 208, 160, 213, 57, 193, 88, 131, 2, 2, false
2412-9,1461009743452,9,distr2, 52, 158, 166, 65, 157, 243, 110, 144, 2, 3, target, 164, 89, 157, 173, 243, 232, 150, 51, 1, 2, distr1, 129, 180, 52, 232, 103, 124, 237, 65, 3, 1, false
2412-9,1461009765949,10,target, 160, 248, 156, 53, 209, 95, 144, 231, 2, 2, distr1, 64, 228, 171, 67, 189, 145, 119, 78, 1, 1, distr2, 68, 135, 201, 123, 149, 248, 116, 107, 3, 3, true
2412-9,1461009778389,11,target, 237, 80, 231, 204, 221, 178, 219, 97, 1, 2, distr1, 162, 115, 182, 249, 59, 106, 240, 66, 3, 3, distr2, 158, 113, 189, 209, 220, 207, 153, 154, 2, 1, true
