gameid,time,roundNum,clickStatus,clickP1,clickP2,clickP3,clickP4,clickP5,clickP6,clickP7,clickP8,clickLocS,clickLocL,alt1Status,alt1P1,alt1P2,alt1P3,alt1P4,alt1P5,alt1P6,alt1P7,alt1P8,alt1LocS,alt1LocL,alt2Status,alt2P1,alt2P2,alt2P3,alt2P4,alt2P5,alt2P6,alt2P7,alt2P8,alt2LocS,alt2LocL,outcome
6834-0,1461007585304,1,target, 77, 187, 212, 181, 157, 189, 51, 138, 1, 2, distr2, 246, 77, 64, 191, 135, 189, 188, 106, 3, 3, distr1, 61, 229, 180, 134, 170, 93, 54, 89, 2, 1, true
6834-0,1461007604535,2,target, 124, 105, 147, 118, 242, 122, 228, 171, 2, 1, distr2, 245, 78, 169, 94, 60, 54, 154, 226, 3, 3, distr1, 191, 197, 160, 244, 164, 226, 220, 68, 1, 2, true
6834-0,1461007632847,3,target, 181, 219, 127, 199, 128, 201, 108, 53, 3, 2, distr1, 219, 113, 164, 102, 70, 112, 52, 97, 1, 3, distr2, 63, 146, 244, 163, 160, 241, 214, 84, 2, 1, true
6834-0,1461007671512,4,target, 206, 100, 78, 205, 162, 126, 203, 138, 2, 2, distr1, 67, 85, 121, 73, 50, 111, 171, 105, 3, 3, distr2, 241, 120, 138, 85, 53, 222, 69, 125, 1, 1, true
6834-0,1461007728273,5,target, 115, 153, 221, 192, 217, 133, 142, 157, 2, 1, distr2, 95, 105, 161, 64, 85, 59, 155, 195, 3, 3, distr1, 171, 228, 222, 134, 119, 154, 177, 152, 1, 2, true
6834-0,1461007769982,6,distr1, 110, 247, 212, 185, 97, 94, 195, 215, 1, 1, distr2, 167, 87, 179, 108, 164, 215, 142, 160, 2, 2, target, 230, 225, 124, 207, 54, 134, 155, 80, 3, 3, false
6834-0,1461007824315,7,distr2, 93, 70, 134, 62, 54, 55, 211, 199, 1, 1, distr1, 154, 214, 136, 152, 112, 83, 135, 224, 3, 2, target, 143, 58, 157, 236, 204, 154, 233, 147, 2, 3, false
6834-0,1461007858117,8,target, 89, 70, 172, 112, 165, 92, 101, 133, 1, 3, distr1, 118, 221, 169, 173, 120, 138, 229, 231, 2, 2, distr2, 137, 162, 134, 196, 100, 237, 217, 203, 3, 1, true
6834-0,1461007886664,9,target, 244, 246, 168, 169, 188, 219, 55, 205, 1, 1, distr1, 70, 237, 125, 101, 241, 193, 93, 60, 2, 2, distr2, 164, 242, 75, 155, 163, 245, 90, 65, 3, 3, true
6834-0,1461007910726,10,target, 201, 236, 189, 80, 200, 213, 136, 225, 2, 3, distr2, 180, 202, 82, 91, 191, 225, 63, 67, 3, 1, distr1, 239, 208, 204, 93, 227, 89, 92, 88, 1, 2, true
6834-0,1461007933794,11,target, 73, 78, 72, 146, 139, 183, 88, 154, 1, 2, distr1, 74, 113, 119, 205, 235, 110, 246, 183, 2, 3, distr2, 141, 79, 88, 241, 140, 245, 211, 115, 3, 1, true
6834-0,1461007949576,12,distr2, 111, 179, 204, 197, 91, 62, 128, 158, 2, 2, target, 68, 233, 99, 165, 169, 246, 186, 149, 1, 1, distr1, 134, 135, 107, 244, 157, 214, 165, 137, 3, 3, false
6834-0,1461007985024,13,target, 108, 192, 231, 188, 214, 160, 167, 218, 1, 1, distr2, 147, 75, 92, 194, 141, 81, 208, 101, 2, 2, distr1, 144, 161, 240, 100, 167, 196, 94, 65, 3, 3, true
6834-0,1461008017201,14,distr1, 146, 83, 116, 221, 51, 106, 99, 183, 1, 2, target, 194, 248, 153, 210, 73, 91, 123, 249, 2, 1, distr2, 95, 203, 155, 150, 151, 123, 210, 100, 3, 3, false
6834-0,1461008052026,15,target, 50, 185, 208, 108, 217, 240, 135, 55, 3, 1, distr2, 248, 156, 110, 186, 171, 217, 73, 118, 2, 3, distr1, 243, 124, 86, 69, 198, 210, 107, 212, 1, 2, true
6834-0,1461008069346,16,target, 226, 198, 174, 86, 61, 60, 247, 153, 2, 3, distr1, 119, 167, 171, 108, 114, 55, 130, 138, 3, 1, distr2, 147, 222, 161, 126, 114, 76, 94, 206, 1, 2, true
6834-0,1461008108356,17,target, 114, 139, 225, 59, 237, 122, 143, 161, 3, 3, distr1, 70, 118, 150, 139, 143, 234, 157, 80, 2, 1, distr2, 80, 123, 160, 237, 181, 88, 131, 158, 1, 2, true
6834-0,1461008132432,18,target, 65, 90, 62, 218, 239, 131, 213, 152, 3, 1, distr2, 81, 60, 87, 235, 86, 59, 153, 117, 2, 2, distr1, 161, 109, 141, 72, 246, 163, 162, 178, 1, 3, true
6834-0,1461008166327,19,target, 241, 142, 171, 129, 148, 189, 108, 107, 2, 2, distr2, 191, 143, 140, 229, 145, 232, 183, 167, 1, 1, distr1, 81, 59, 214, 63, 136, 115, 51, 166, 3, 3, true
6834-0,1461008202779,20,distr2, 191, 182, 96, 165, 65, 194, 88, 64, 2, 2, distr1, 81, 126, 117, 222, 104, 157, 84, 115, 3, 1, target, 92, 205, 215, 112, 133, 143, 109, 107, 1, 3, false
6834-0,1461008223673,21,target, 63, 57, 113, 162, 83, 102, 222, 116, 1, 2, distr1, 128, 230, 178, 203, 127, 155, 95, 50, 3, 3, distr2, 154, 135, 194, 159, 209, 145, 87, 100, 2, 1, true
