gameid,time,roundNum,clickStatus,clickP1,clickP2,clickP3,clickP4,clickP5,clickP6,clickP7,clickP8,clickLocS,clickLocL,alt1Status,alt1P1,alt1P2,alt1P3,alt1P4,alt1P5,alt1P6,alt1P7,alt1P8,alt1LocS,alt1LocL,alt2Status,alt2P1,alt2P2,alt2P3,alt2P4,alt2P5,alt2P6,alt2P7,alt2P8,alt2LocS,alt2LocL,outcome
1297-b,1461001138923,1,target, 139, 205, 50, 229, 173, 213, 202, 130, 1, 3, distr2, 189, 86, 242, 179, 234, 229, 216, 87, 2, 1, distr1, 235, 106, 182, 179, 200, 140, 158, 121, 3, 2, true
1297-b,1461001158978,2,target, 131, 67, 191, 158, 169, 146, 184, 56, 2, 1, distr2, 230, 222, 210, 161, 51, 242, 131, 164, 3, 3, distr1, 74, 229, 200, 211, 247, 215, 75, 248, 1, 2, true
1297-b,1461001175323,3,target, 158, 186, 71, 233, 247, 218, 56, 204, 2, 2, distr2, 100, 210, 173, 200, 224, 216, 126, 206, 3, 3, distr1, 225, 237, 138, 157, 174, 88, 87, 148, 1, 1, true
1297-b,1461001193400,4,target, 187, 164, 76, 152, 212, 188, 70, 121, 3, 1, distr1, 206, 112, 135, 232, 134, 205, 154, 69, 2, 2, distr2, 180, 161, 143, 174, 162, 73, 234, 86, 1, 3, true
1297-b,1461001213800,5,target, 154, 237, 200, 82, 103, 165, 132, 94, 1, 3, distr2, 239, 84, 220, 196, 207, 96, 123, 95, 3, 2, distr1, 195, 174, 114, 236, 193, 89, 131, 241, 2, 1, true
1297-b,1461001228584,6,target, 227, 157, 245, 80, 53, 196, 100, 112, 2, 2, distr1, 53, 147, 79, 112, 153, 231, 51, 222, 3, 1, distr2, 227, 120, 207, 200, 128, 155, 215, 124, 1, 3, true
1297-b,1461001258443,7,target, 144, 158, 179, 242, 56, 146, 103, 211, 2, 1, distr2, 166, 202, 101, 230, 73, 90, 190, 135, 3, 2, distr1, 86, 136, 143, 172, 156, 55, 165, 118, 1, 3, true
1297-b,1461001278974,8,target, 168, 120, 226, 131, 86, 52, 159, 245, 1, 1, distr1, 119, 96, 204, 151, 65, 143, 58, 86, 2, 3, distr2, 155, 102, 96, 229, 220, 232, 73, 243, 3, 2, true
1297-b,1461001293995,9,target, 239, 187, 159, 54, 226, 221, 170, 205, 3, 3, distr2, 50, 160, 203, 109, 201, 131, 231, 58, 2, 2, distr1, 168, 68, 187, 66, 199, 119, 61, 58, 1, 1, true
1297-b,1461001329790,10,target, 126, 159, 246, 67, 223, 59, 89, 117, 2, 2, distr1, 225, 125, 160, 50, 88, 132, 205, 83, 1, 1, distr2, 234, 75, 189, 71, 104, 247, 176, 131, 3, 3, true
1297-b,1461001341649,11,target, 176, 138, 213, 160, 163, 165, 192, 110, 2, 3, distr2, 219, 126, 109, 155, 235, 113, 100, 179, 1, 1, distr1, 193, 199, 145, 86, 203, 65, 74, 70, 3, 2, true
1297-b,1461001354798,12,target, 104, 201, 193, 67, 202, 146, 81, 66, 1, 2, distr1, 98, 77, 54, 205, 97, 82, 122, 198, 2, 3, distr2, 136, 215, 174, 94, 122, 81, 172, 133, 3, 1, true
1297-b,1461001369339,13,target, 106, 175, 79, 184, 224, 115, 67, 225, 1, 2, distr2, 62, 163, 112, 177, 81, 59, 131, 136, 2, 1, distr1, 139, 211, 131, 143, 185, 248, 220, 190, 3, 3, true
