gameid,time,roundNum,clickStatus,clickP1,clickP2,clickP3,clickP4,clickP5,clickP6,clickP7,clickP8,clickLocS,clickLocL,alt1Status,alt1P1,alt1P2,alt1P3,alt1P4,alt1P5,alt1P6,alt1P7,alt1P8,alt1LocS,alt1LocL,alt2Status,alt2P1,alt2P2,alt2P3,alt2P4,alt2P5,alt2P6,alt2P7,alt2P8,alt2LocS,alt2LocL,outcome
0392-3,1461003000617,1,target, 80, 173, 168, 180, 81, 214, 73, 229, 1, 2, distr1, 178, 109, 249, 131, 122, 108, 181, 216, 3, 3, distr2, 69, 148, 101, 212, 122, 99, 231, 154, 2, 1, true
0392-3,1461003041622,2,target, 167, 122, 87, 106, 66, 179, 111, 123, 3, 3, distr2, 51, 78, 111, 76, 61, 105, 52, 162, 2, 1, distr1, 199, 242, 105, 214, 165, 50, 84, 241, 1, 2, true
0392-3,1461003097525,3,target, 216, 135, 75, 165, 124, 87, 74, 202, 3, 3, distr2, 187, 102, 120, 200, 222, 59, 169, 177, 2, 2, distr1, 58, 59, 158, 106, 128, 83, 235, 190, 1, 1, true
0392-3,1461003106980,4,target, 127, 71, 96, 62, 153, 57, 209, 144, 1, 3, distr2, 125, 105, 60, 134, 153, 100, 173, 214, 2, 1, distr1, 143, 156, 69, 208, 233, 165, 189, 240, 3, 2, true
0392-3,1461003117676,5,target, 122, 228, 146, 133, 189, 157, 90, 188, 1, 2, distr2, 122, 206, 102, 223, 210, 191, 99, 76, 2, 3, distr1, 100, 176, 65, 219, 89, 69, 179, 110, 3, 1, true
0392-3,1461003134767,6,target, 181, 82, 172, 178, 114, 238, 106, 230, 3, 3, distr2, 220, 236, 243, 136, 112, 131, 238, 150, 2, 1, distr1, 156, 154, 205, 50, 220, 123, 117, 165, 1, 2, true
0392-3,1461003156486,7,target, 99, 50, 197, 218, 182, 187, 113, 191, 1, 1, distr2, 182, 236, 224, 78, 119, 69, 225, 140, 2, 3, distr1, 57, 53, 136, 94, 249, 67, 79, 154, 3, 2, true
0392-3,1461003171000,8,target, 176, 70, 209, 78, 110, 237, 135, 234, 2, 3, distr1, 163, 185, 118, 135, 70, 67, 216, 166, 1, 1, distr2, 240, 170, 71, 215, 141, 208, 190, 108, 3, 2, true
0392-3,1461003184973,9,target, 155, 91, 248, 154, 224, 133, 226, 169, 1, 1, distr2, 132, 230, 53, 218, 159, 231, 105, 93, 3, 3, distr1, 78, 247, 89, 148, 189, 97, 87, 67, 2, 2, true
0392-3,1461003205063,10,target, 64, 160, 209, 119, 86, 244, 239, 55, 3, 1, distr2, 202, 223, 145, 55, 127, 174, 78, 230, 2, 3, distr1, 237, 182, 113, 236, 90, 91, 64, 144, 1, 2, true
0392-3,1461003213360,11,target, 181, 156, 119, 135, 108, 101, 160, 83, 3, 2, distr1, 242, 140, 70, 59, 201, 65, 99, 166, 1, 1, distr2, 137, 181, 108, 122, 191, 241, 115, 187, 2, 3, true
0392-3,1461003236813,12,target, 239, 234, 56, 111, 155, 105, 244, 176, 3, 1, distr1, 140, 216, 204, 96, 109, 143, 72, 215, 1, 2, distr2, 214, 60, 229, 142, 105, 133, 153, 237, 2, 3, true
0392-3,1461003247353,13,target, 222, 166, 205, 82, 209, 160, 134, 97, 1, 1, distr1, 107, 173, 242, 71, 220, 98, 188, 131, 3, 3, distr2, 200, 142, 75, 83, 67, 58, 243, 93, 2, 2, true
0392-3,1461003269207,14,distr1, 180, 208, 100, 88, 146, 111, 167, 168, 3, 1, target, 68, 117, 159, 218, 224, 222, 244, 168, 2, 3, distr2, 94, 199, 216, 177, 175, 109, 106, 198, 1, 2, false
0392-3,1461003278527,15,target, 71, 161, 211, 187, 249, 90, 238, 171, 3, 1, distr2, 135, 144, 91, 71, 155, 219, 167, 215, 2, 3, distr1, 138, 245, 74, 169, 236, 104, 144, 171, 1, 2, true
0392-3,1461003292871,16,target, 110, 208, 106, 199, 229, 105, 57, 150, 2, 2, distr1, 129, 163, 142, 73, 243, 178, 210, 230, 3, 3, distr2, 56, 230, 213, 208, 228, 96, 108, 180, 1, 1, true
0392-3,1461003302001,17,target, 108, 82, 200, 131, 165, 102, 244, 228, 2, 1, distr2, 114, 175, 216, 203, 142, 66, 164, 172, 1, 3, distr1, 230, 61, 75, 130, 200, 125, 149, 120, 3, 2, true
0392-3,1461003323352,18,target, 196, 98, 129, 141, 81, 142, 84, 96, 3, 2, distr1, 120, 123, 173, 71, 220, 76, 132, 177, 1, 3, distr2, 245, 122, 147, 154, 54, 189, 82, 100, 2, 1, true
