gameid,time,roundNum,clickStatus,clickP1,clickP2,clickP3,clickP4,clickP5,clickP6,clickP7,clickP8,clickLocS,clickLocL,alt1Status,alt1P1,alt1P2,alt1P3,alt1P4,alt1P5,alt1P6,alt1P7,alt1P8,alt1LocS,alt1LocL,alt2Status,alt2P1,alt2P2,alt2P3,alt2P4,alt2P5,alt2P6,alt2P7,alt2P8,alt2LocS,alt2LocL,outcome
7941-8,1461007819724,1,target, 174, 133, 60, 170, 226, 159, 105, 169, 1, 1, distr2, 193, 203, 191, 180, 156, 174, 68, 205, 3, 3, distr1, 215, 245, 99, 235, 142, 159, 126, 80, 2, 2, true
7941-8,1461007840742,2,target, 144, 247, 127, 235, 59, 184, 108, 148, 1, 3, distr2, 171, 182, 163, 170, 228, 105, 66, 158, 3, 1, distr1, 180, 56, 140, 122, 78, 171, 222, 212, 2, 2, true
7941-8,1461007855342,3,target, 146, 80, 188, 196, 220, 86, 182, 174, 1, 2, distr2, 237, 228, 176, 58, 233, 249, 197, 201, 2, 3, distr1, 194, 206, 162, 77, 112, 84, 136, 125, 3, 1, true
7941-8,1461007890159,4,distr1, 226, 248, 59, 173, 121, 90, 88, 73, 1, 1, target, 108, 58, 171, 233, 147, 195, 215, 97, 2, 3, distr2, 177, 141, 63, 95, 105, 97, 186, 199, 3, 2, false
7941-8,1461007908282,5,distr2, 169, 124, 216, 194, 150, 65, 213, 191, 1, 2, distr1, 216, 188, 95, 240, 141, 93, 145, 242, 3, 3, target, 176, 222, 165, 157, 92, 69, 96, 210, 2, 1, false
7941-8,1461007968694,6,distr1, 194, 218, 110, 124, 207, 111, 170, 190, 1, 2, target, 239, 174, 67, 169, 207, 221, 110, 139, 2, 3, distr2, 133, 164, 106, 146, 171, 231, 103, 102, 3, 1, false
7941-8,1461007988341,7,distr2, 178, 54, 211, 108, 206, 236, 124, 216, 1, 3, distr1, 178, 58, 143, 93, 147, 68, 210, 240, 3, 1, target, 184, 133, 96, 169, 87, 94, 146, 118, 2, 2, false
7941-8,1461008029767,8,target, 156, 193, 187, 99, 71, 136, 247, 233, 1, 1, distr2, 109, 62, 161, 100, 79, 58, 229, 135, 3, 2, distr1, 208, 130, 187, 179, 71, 186, 151, 111, 2, 3, true
7941-8,1461008051430,9,target, 62, 193, 211, 59, 58, 233, 88, 90, 1, 3, distr1, 82, 209, 109, 206, 225, 134, 171, 83, 3, 2, distr2, 146, 205, 115, 139, 157, 55, 245, 100, 2, 1, true
7941-8,1461008062485,10,target, 50, 119, 139, 96, 118, 186, 149, 98, 1, 3, distr2, 205, 200, 198, 182, 85, 131, 138, 215, 2, 1, distr1, 69, 189, 111, 230, 145, 133, 84, 51, 3, 2, true
7941-8,1461008094195,11,target, 77, 124, 244, 93, 210, 87, 137, 60, 1, 3, distr1, 224, 83, 229, 81, 103, 127, 121, 99, 3, 1, distr2, 172, 109, 86, 221, 102, 130, 54, 212, 2, 2, true
7941-8,1461008115524,12,target, 59, 174, 190, 228, 185, 208, 86, 155, 3, 3, distr2, 204, 142, 82, 84, 130, 117, 91, 187, 1, 1, distr1, 101, 154, 90, 62, 82, 229, 201, 197, 2, 2, true
7941-8,1461008132038,13,distr1, 199, 72, 98, 96, 103, 234, 241, 243, 1, 1, target, 221, 195, 244, 79, 126, 62, 238, 180, 2, 3, distr2, 165, 138, 115, 80, 190, 110, 244, 160, 3, 2, false
7941-8,1461008147971,14,target, 242, 240, 231, 103, 138, 86, 245, 114, 2, 2, distr1, 231, 225, 154, 94, 215, 104, 62, 214, 1, 3, distr2, 139, 100, 96, 85, 163, 74, 185, 59, 3, 1, true
7941-8,1461008159114,15,target, 235, 59, 50, 91, 227, 64, 171, 169, 1, 2, distr2, 62, 208, 102, 96, 218, 172, 194, 129, 2, 3, distr1, 176, 75, 132, 70, 199, 185, 60, 105, 3, 1, true
7941-8,1461008185107,16,target, 161, 190, 201, 57, 177, 75, 138, 194, 1, 1, distr2, 161, 174, 133, 237, 76, 99, 183, 58, 2, 2, distr1, 247, 128, 248, 173, 237, 177, 146, 159, 3, 3, true
7941-8,1461008212666,17,target, 165, 127, 208, 214, 146, 123, 197, 54, 1, 1, distr2, 138, 183, 206, 208, 234, 89, 237, 213, 2, 2, distr1, 105, 113, 169, 248, 81, 211, 148, 133, 3, 3, true
7941-8,1461008235301,18,target, 84, 135, 236, 92, 222, 142, 148, 70, 1, 1, distr1, 69, 229, 107, 199, 84, 54, 193, 233, 2, 2, distr2, 232, 122, 140, 155, 243, 102, 236, 87, 3, 3, true
7941-8,1461008267732,19,target, 146, 114, 57, 123, 228, 176, 179, 196, 1, 3, distr1, 164, 74, 239, 75, 182, 225, 174, 77, 2, 2, distr2, 99, 60, 128, 129, 84, 79, 119, 114, 3, 1, true
7941-8,1461008284908,20,target, 157, 63, 166, 118, 124, 98, 51, 121, 3, 1, distr2, 160, 113, 80, 89, 81, 83, 232, 197, 2, 3, distr1, 75, 66, 76, 161, 241, 171, 102, 128, 1, 2, true
7941-8,1461008296918,21,target, 52, 247, 195, 66, 65, 227, 104, 55, 2, 3, distr2, 139, 55, 159, 197, 105, 104, 161, 168, 1, 2, distr1, 94, 102, 124, 104, 68, 227, 164, 64, 3, 1, true
