gameid,time,roundNum,clickStatus,clickP1,clickP2,clickP3,clickP4,clickP5,clickP6,clickP7,clickP8,clickLocS,clickLocL,alt1Status,alt1P1,alt1P2,alt1P3,alt1P4,alt1P5,alt1P6,alt1P7,alt1P8,alt1LocS,alt1LocL,alt2Status,alt2P1,alt2P2,alt2P3,alt2P4,alt2P5,alt2P6,alt2P7,alt2P8,alt2LocS,alt2LocL,outcome
8837-0,1461006535361,1,target, 179, 248, 198, 239, 159, 157, 241, 204, 1, 1, distr2, 73, 235, 107, 78, 161, 128, 226, 164, 2, 3, distr1, 196, 151, 173, 55, 71, 124, 62, 219, 3, 2, true
8837-0,1461006554884,2,target, 233, 229, 204, 210, 208, 221, 218, 175, 3, 1, distr2, 221, 173, 179, 189, 100, 53, 212, 209, 2, 2, distr1, 247, 150, 226, 58, 199, 125, 135, 187, 1, 3, true
8837-0,1461006571482,3,target, 151, 155, 207, 78, 99, 217, 67, 219, 2, 1, distr2, 130, 212, 174, 190, 179, 153, 74, 104, 1, 2, distr1, 142, 126, 160, 133, 124, 112, 128, 231, 3, 3, true
8837-0,1461006601197,4,target, 55, 103, 130, 67, 233, 178, 240, 80, 1, 3, distr2, 156, 245, 239, 98, 104, 248, 189, 169, 2, 2, distr1, 237, 79, 99, 198, 159, 178, 70, 155, 3, 1, true
8837-0,1461006611984,5,target, 170, 156, 158, 178, 70, 107, 117, 133, 1, 2, distr2, 137, 65, 54, 205, 136, 165, 218, 227, 2, 3, distr1, 246, 245, 95, 186, 118, 65, 160, 51, 3, 1, true
8837-0,1461006640650,6,target, 71, 79, 125, 107, 55, 113, 209, 217, 2, 2, distr2, 84, 88, 220, 107, 109, 150, 224, 225, 3, 3, distr1, 200, 109, 225, 222, 55, 79, 76, 169, 1, 1, true
8837-0,1461006687094,7,distr1, 118, 94, 70, 55, 172, 177, 164, 245, 1, 2, target, 55, 150, 74, 58, 75, 204, 193, 132, 3, 1, distr2, 177, 54, 231, 116, 226, 149, 216, 126, 2, 3, false
8837-0,1461006719938,8,target, 160, 178, 206, 87, 117, 188, 191, 156, 3, 1, distr1, 143, 233, 221, 70, 155, 115, 154, 82, 1, 3, distr2, 55, 208, 233, 64, 104, 231, 105, 106, 2, 2, true
8837-0,1461006752327,9,target, 178, 211, 85, 229, 138, 76, 117, 230, 2, 2, distr2, 180, 215, 144, 74, 145, 185, 194, 73, 3, 1, distr1, 53, 141, 162, 98, 84, 99, 82, 190, 1, 3, true
8837-0,1461006776082,10,target, 171, 120, 81, 226, 233, 216, 122, 175, 3, 1, distr1, 83, 224, 79, 192, 208, 85, 78, 124, 2, 3, distr2, 212, 89, 221, 110, 65, 142, 94, 159, 1, 2, true
8837-0,1461006804130,11,distr2, 83, 104, 114, 249, 166, 224, 109, 164, 1, 1, distr1, 139, 130, 111, 204, 97, 224, 243, 71, 3, 3, target, 208, 70, 226, 176, 232, 222, 201, 165, 2, 2, false
8837-0,1461006817440,12,target, 243, 137, 131, 138, 74, 59, 145, 242, 1, 2, distr1, 94, 72, 140, 121, 102, 98, 158, 64, 2, 3, distr2, 180, 123, 245, 89, 211, 114, 102, 124, 3, 1, true
8837-0,1461006827538,13,target, 81, 133, 94, 241, 96, 76, 234, 215, 3, 3, distr2, 60, 139, 174, 75, 81, 162, 73, 171, 2, 2, distr1, 141, 151, 184, 133, 161, 100, 66, 200, 1, 1, true
8837-0,1461006839438,14,target, 118, 71, 194, 68, 107, 135, 86, 74, 2, 3, distr1, 76, 196, 237, 236, 190, 53, 238, 152, 1, 1, distr2, 65, 77, 114, 199, 101, 69, 226, 176, 3, 2, true
8837-0,1461006851371,15,target, 179, 193, 246, 205, 192, 117, 208, 82, 3, 1, distr1, 74, 245, 59, 149, 159, 146, 174, 212, 2, 3, distr2, 126, 145, 239, 176, 133, 249, 216, 63, 1, 2, true
8837-0,1461006859850,16,target, 233, 127, 197, 122, 185, 120, 166, 103, 1, 3, distr2, 216, 221, 109, 190, 107, 61, 217, 179, 2, 2, distr1, 237, 249, 215, 56, 226, 111, 136, 143, 3, 1, true
8837-0,1461006874051,17,target, 206, 73, 187, 63, 212, 159, 226, 152, 2, 2, distr2, 237, 170, 199, 57, 193, 97, 161, 140, 1, 1, distr1, 50, 158, 149, 124, 133, 225, 61, 186, 3, 3, true
8837-0,1461006885200,18,target, 75, 58, 243, 156, 114, 66, 96, 144, 1, 1, distr1, 178, 64, 215, 133, 234, 137, 224, 171, 3, 3, distr2, 62, 153, 116, 225, 239, 141, 125, 149, 2, 2, true
8837-0,1461006931898,19,target, 134, 206, 205, 129, 101, 52, 174, 75, 1, 2, distr2, 174, 83, 189, 230, 138, 159, 224, 61, 3, 1, distr1, 238, 53, 188, 177, 201, 245, 102, 161, 2, 3, true
8837-0,1461006943916,20,target, 97, 243, 69, 84, 108, 175, 236, 192, 1, 3, distr2, 164, 232, 166, 70, 162, 231, 247, 248, 3, 2, distr1, 233, 134, 231, 136, 83, 115, 168, 239, 2, 1, true
8837-0,1461006954731,21,target, 98, 130, 230, 164, 177, 200, 245, 60, 3, 2, distr1, 146, 102, 135, 243, 223, 104, 198, 113, 2, 3, distr2, 106, 239, 233, 242, 189, 80, 105, 65, 1, 1, true
8837-0,1461006967103,22,target, 93, 112, 248, 67, 210, 191, 71, 189, 2, 1, distr2, 65, 213, 165, 205, 112, 227, 183, 97, 3, 3, distr1, 80, 202, 107, 97, 62, 207, 234, 90, 1, 2, true
8837-0,1461006980488,23,target, 55, 141, 140, 150, 180, 173, 225, 62, 3, 1, distr2, 78, 55, 99, 107, 247, 135, 211, 71, 1, 3, distr1, 116, 189, 77, 136, 169, 86, 248, 193, 2, 2, true
