iterationName	gameid	time	trialNum	object1Name	object1SketcherLoc	object1ViewerLoc	object2Name	object2SketcherLoc	object2ViewerLoc	object3Name	object3SketcherLoc	object3ViewerLoc	intendedName	clickedName	correct	condition	eventType
close_only	6112-5ed01e12-ff33-428b-a914-8a4790227a09	1502561876093	1	close_71_a_22cc9b68e67339738d2d730aebe7	1	1	close_71_b_22cc9b68e67339738d2d730aebe7	3	2	close_71_c_22cc9b68e67339738d2d730aebe7	2	3	close_71_a_22cc9b68e67339738d2d730aebe7	close_71_a_22cc9b68e67339738d2d730aebe7	true	close	clickedObj
close_only	6112-5ed01e12-ff33-428b-a914-8a4790227a09	1502561902405	2	close_98_a_c04c5b7d68b4e6481a68dda91fe	2	3	close_98_b_c04c5b7d68b4e6481a68dda91fe	3	1	close_98_c_c04c5b7d68b4e6481a68dda91fe	1	2	close_98_a_c04c5b7d68b4e6481a68dda91fe	close_98_a_c04c5b7d68b4e6481a68dda91fe	true	close	clickedObj
close_only	6112-5ed01e12-ff33-428b-a914-8a4790227a09	1502561956900	3	close_31_a_87e11555e7233fb4a9bdc22a1e0	3	1	close_31_b_87e11555e7233fb4a9bdc22a1e0	2	3	close_31_c_87e11555e7233fb4a9bdc22a1e0	1	2	close_31_a_87e11555e7233fb4a9bdc22a1e0	close_31_a_87e11555e7233fb4a9bdc22a1e0	true	close	clickedObj
close_only	6112-5ed01e12-ff33-428b-a914-8a4790227a09	1502561982037	4	close_68_a_98f923c006fdd918e6d206b2ed8	3	3	close_68_b_98f923c006fdd918e6d206b2ed8	2	2	close_68_c_98f923c006fdd918e6d206b2ed8	1	1	close_68_a_98f923c006fdd918e6d206b2ed8	close_68_a_98f923c006fdd918e6d206b2ed8	true	close	clickedObj
close_only	6112-5ed01e12-ff33-428b-a914-8a4790227a09	1502562012764	5	close_128_a_faca91ff3f9e2b93a87dbaf229da	2	3	close_128_b_faca91ff3f9e2b93a87dbaf229da	3	1	close_128_c_faca91ff3f9e2b93a87dbaf229da	1	2	close_128_a_faca91ff3f9e2b93a87dbaf229da	close_128_b_faca91ff3f9e2b93a87dbaf229da	false	close	clickedObj
close_only	6112-5ed01e12-ff33-428b-a914-8a4790227a09	1502562064719	6	close_24_a_d9a1f2e7290cd2c3baab0c715904	1	1	close_24_b_d9a1f2e7290cd2c3baab0c715904	3	2	close_24_c_d9a1f2e7290cd2c3baab0c715904	2	3	close_24_a_d9a1f2e7290cd2c3baab0c715904	close_24_a_d9a1f2e7290cd2c3baab0c715904	true	close	clickedObj
close_only	6112-5ed01e12-ff33-428b-a914-8a4790227a09	1502562098245	7	close_130_a_8a21b853c8de77f0c8687ff9b0b4	1	3	close_130_b_8a21b853c8de77f0c8687ff9b0b4	2	1	close_130_c_8a21b853c8de77f0c8687ff9b0b4	3	2	close_130_a_8a21b853c8de77f0c8687ff9b0b4	close_130_a_8a21b853c8de77f0c8687ff9b0b4	true	close	clickedObj
close_only	6112-5ed01e12-ff33-428b-a914-8a4790227a09	1502562121850	8	close_4_a_38b5f764afc9d28f200ad3f421b6	3	3	close_4_b_38b5f764afc9d28f200ad3f421b6	1	1	close_4_c_38b5f764afc9d28f200ad3f421b6	2	2	close_4_a_38b5f764afc9d28f200ad3f421b6	close_4_a_38b5f764afc9d28f200ad3f421b6	true	close	clickedObj
close_only	6112-5ed01e12-ff33-428b-a914-8a4790227a09	1502562148987	9	close_118_a_b3e4c494a862986b9226550f5173	3	1	close_118_b_b3e4c494a862986b9226550f5173	1	2	close_118_c_b3e4c494a862986b9226550f5173	2	3	close_118_a_b3e4c494a862986b9226550f5173	close_118_a_b3e4c494a862986b9226550f5173	true	close	clickedObj
close_only	6112-5ed01e12-ff33-428b-a914-8a4790227a09	1502562195582	10	close_102_a_9e6564dce4cc128efc24661f5f8d	2	1	close_102_b_9e6564dce4cc128efc24661f5f8d	1	2	close_102_c_9e6564dce4cc128efc24661f5f8d	3	3	close_102_a_9e6564dce4cc128efc24661f5f8d	close_102_a_9e6564dce4cc128efc24661f5f8d	true	close	clickedObj
