iterationName	gameid	time	trialNum	object1Name	object1SketcherLoc	object1ViewerLoc	object2Name	object2SketcherLoc	object2ViewerLoc	object3Name	object3SketcherLoc	object3ViewerLoc	intendedName	clickedName	correct	condition	eventType
pilot1	3820-c7b765b1-c61b-42ce-afd8-42cdd14cdbf4	1500476308586	1	far_69_a_fe6b3c00	3	2	far_69_b_fe6b3c00	2	3	far_69_c_fe6b3c00	1	1	far_69_a_fe6b3c00	far_69_a_fe6b3c00	true	far	clickedObj
pilot1	3820-c7b765b1-c61b-42ce-afd8-42cdd14cdbf4	1500476336432	2	split_51_a_81628a0b5f7f9ad7ba94	2	2	split_51_b_81628a0b5f7f9ad7ba94	3	3	split_51_c_81628a0b5f7f9ad7ba94	1	1	split_51_a_81628a0b5f7f9ad7ba94	split_51_a_81628a0b5f7f9ad7ba94	true	split	clickedObj
pilot1	3820-c7b765b1-c61b-42ce-afd8-42cdd14cdbf4	1500476361920	3	split_39_a_20b36bb	3	3	split_39_b_20b36bb	1	1	split_39_c_20b36bb	2	2	split_39_a_20b36bb	split_39_a_20b36bb	true	split	clickedObj
pilot1	3820-c7b765b1-c61b-42ce-afd8-42cdd14cdbf4	1500476384470	4	far_57_a_1055f78d441d170c4f34	1	3	far_57_b_1055f78d441d170c4f34	2	1	far_57_c_1055f78d441d170c4f34	3	2	far_57_a_1055f78d441d170c4f34	far_57_a_1055f78d441d170c4f34	true	far	clickedObj
pilot1	3820-c7b765b1-c61b-42ce-afd8-42cdd14cdbf4	1500476399997	5	far_38_a_a66d78cb	2	3	far_38_b_a66d78cb	1	2	far_38_c_a66d78cb	3	1	far_38_a_a66d78cb	far_38_a_a66d78cb	true	far	clickedObj
pilot1	3820-c7b765b1-c61b-42ce-afd8-42cdd14cdbf4	1500476435470	6	close_122_a_2cb0ac27f1cdb3f0b2db	3	3	close_122_b_2cb0ac27f1cdb3f0b2db	2	1	close_122_c_2cb0ac27f1cdb3f0b2db	1	2	close_122_a_2cb0ac27f1cdb3f0b2db	close_122_a_2cb0ac27f1cdb3f0b2db	true	close	clickedObj
pilot1	3820-c7b765b1-c61b-42ce-afd8-42cdd14cdbf4	1500476460662	7	split_98_a_c04c5b7	3	1	split_98_b_c04c5b7	1	3	split_98_c_c04c5b7	2	2	split_98_a_c04c5b7	split_98_a_c04c5b7	true	split	clickedObj
pilot1	3820-c7b765b1-c61b-42ce-afd8-42cdd14cdbf4	1500476492238	8	split_118_a_b3e4c494a862986b	2	2	split_118_b_b3e4c494a862986b	3	1	split_118_c_b3e4c494a862986b	1	3	split_118_a_b3e4c494a862986b	split_118_a_b3e4c494a862986b	true	split	clickedObj
pilot1	3820-c7b765b1-c61b-42ce-afd8-42cdd14cdbf4	1500476512283	9	far_101_a_9c7c3478edebfc1031d38697be8a	2	1	far_101_b_9c7c3478edebfc1031d38697be8a	1	2	far_101_c_9c7c3478edebfc1031d38697be8a	3	3	far_101_a_9c7c3478edebfc1031d38697be8a	far_101_a_9c7c3478edebfc1031d38697be8a	true	far	clickedObj
pilot1	3820-c7b765b1-c61b-42ce-afd8-42cdd14cdbf4	1500476550465	10	split_17_a_81ba38f4d3b7eac1	3	1	split_17_b_81ba38f4d3b7eac1	1	2	split_17_c_81ba38f4d3b7eac1	2	3	split_17_a_81ba38f4d3b7eac1	split_17_a_81ba38f4d3b7eac1	true	split	clickedObj
pilot1	3820-c7b765b1-c61b-42ce-afd8-42cdd14cdbf4	1500476572313	11	far_117_a_665bfb42a0362f71	2	1	far_117_b_665bfb42a0362f71	3	2	far_117_c_665bfb42a0362f71	1	3	far_117_a_665bfb42a0362f71	far_117_a_665bfb42a0362f71	true	far	clickedObj
pilot1	3820-c7b765b1-c61b-42ce-afd8-42cdd14cdbf4	1500476592289	12	split_22_a_8b005a01cf4ae50d	1	3	split_22_b_8b005a01cf4ae50d	3	2	split_22_c_8b005a01cf4ae50d	2	1	split_22_a_8b005a01cf4ae50d	split_22_a_8b005a01cf4ae50d	true	split	clickedObj
pilot1	3820-c7b765b1-c61b-42ce-afd8-42cdd14cdbf4	1500476666378	13	close_30_a_313bfbd7bc2d516e14d7	2	1	close_30_b_313bfbd7bc2d516e14d7	1	2	close_30_c_313bfbd7bc2d516e14d7	3	3	close_30_a_313bfbd7bc2d516e14d7	close_30_a_313bfbd7bc2d516e14d7	true	close	clickedObj
pilot1	3820-c7b765b1-c61b-42ce-afd8-42cdd14cdbf4	1500476703853	14	close_107_a_f112035c6413	2	3	close_107_b_f112035c6413	1	1	close_107_c_f112035c6413	3	2	close_107_a_f112035c6413	close_107_a_f112035c6413	true	close	clickedObj
