iterationName	gameid	time	trialNum	object1Name	object1SketcherLoc	object1ViewerLoc	object2Name	object2SketcherLoc	object2ViewerLoc	object3Name	object3SketcherLoc	object3ViewerLoc	intendedName	clickedName	correct	condition	eventType
close_only	8651-9dd2ad99-9e96-43e0-b066-d90c40c2bbe8	1502563091787	1	close_4_a_38b5f764afc9d28f200ad3f4	3	2	close_4_b_38b5f764afc9d28f200ad3f4	1	3	close_4_c_38b5f764afc9d28f200ad3f4	2	1	close_4_a_38b5f764afc9d28f200ad3f4	close_4_a_38b5f764afc9d28f200ad3f4	true	close	clickedObj
close_only	8651-9dd2ad99-9e96-43e0-b066-d90c40c2bbe8	1502563112839	2	close_51_a_81628a0b5f7f9ad7ba94feec	1	2	close_51_b_81628a0b5f7f9ad7ba94feec	3	1	close_51_c_81628a0b5f7f9ad7ba94feec	2	3	close_51_a_81628a0b5f7f9ad7ba94feec	close_51_a_81628a0b5f7f9ad7ba94feec	true	close	clickedObj
close_only	8651-9dd2ad99-9e96-43e0-b066-d90c40c2bbe8	1502563183275	3	close_24_a_d9a1f2e7290cd2c3baab0c71	2	3	close_24_b_d9a1f2e7290cd2c3baab0c71	1	1	close_24_c_d9a1f2e7290cd2c3baab0c71	3	2	close_24_a_d9a1f2e7290cd2c3baab0c71	close_24_a_d9a1f2e7290cd2c3baab0c71	true	close	clickedObj
close_only	8651-9dd2ad99-9e96-43e0-b066-d90c40c2bbe8	1502563217180	4	close_122_a_2cb0ac27f1cdb3f0b2db0181	1	2	close_122_b_2cb0ac27f1cdb3f0b2db0181	2	1	close_122_c_2cb0ac27f1cdb3f0b2db0181	3	3	close_122_a_2cb0ac27f1cdb3f0b2db0181	close_122_a_2cb0ac27f1cdb3f0b2db0181	true	close	clickedObj
close_only	8651-9dd2ad99-9e96-43e0-b066-d90c40c2bbe8	1502563251225	5	close_25_a_3bb2201ba3b8709523f4da44	1	1	close_25_b_3bb2201ba3b8709523f4da44	3	3	close_25_c_3bb2201ba3b8709523f4da44	2	2	close_25_a_3bb2201ba3b8709523f4da44	close_25_a_3bb2201ba3b8709523f4da44	true	close	clickedObj
close_only	8651-9dd2ad99-9e96-43e0-b066-d90c40c2bbe8	1502563281841	6	close_35_a_3853339519aca1bdfcd49104	1	1	close_35_b_3853339519aca1bdfcd49104	3	3	close_35_c_3853339519aca1bdfcd49104	2	2	close_35_a_3853339519aca1bdfcd49104	close_35_a_3853339519aca1bdfcd49104	true	close	clickedObj
close_only	8651-9dd2ad99-9e96-43e0-b066-d90c40c2bbe8	1502563321452	7	close_64_a_2a1184b04dd8f30e3e92f39	2	1	close_64_b_2a1184b04dd8f30e3e92f39	1	2	close_64_c_2a1184b04dd8f30e3e92f39	3	3	close_64_a_2a1184b04dd8f30e3e92f39	close_64_a_2a1184b04dd8f30e3e92f39	true	close	clickedObj
close_only	8651-9dd2ad99-9e96-43e0-b066-d90c40c2bbe8	1502563339698	8	close_79_a_bbf45d2d189dcd758e5f5b49	2	3	close_79_b_bbf45d2d189dcd758e5f5b49	3	1	close_79_c_bbf45d2d189dcd758e5f5b49	1	2	close_79_a_bbf45d2d189dcd758e5f5b49	close_79_a_bbf45d2d189dcd758e5f5b49	true	close	clickedObj
close_only	8651-9dd2ad99-9e96-43e0-b066-d90c40c2bbe8	1502563369236	9	close_59_a_e4931ffa06d7b05cb04cb542	3	1	close_59_b_e4931ffa06d7b05cb04cb542	1	2	close_59_c_e4931ffa06d7b05cb04cb542	2	3	close_59_a_e4931ffa06d7b05cb04cb542	close_59_a_e4931ffa06d7b05cb04cb542	true	close	clickedObj
close_only	8651-9dd2ad99-9e96-43e0-b066-d90c40c2bbe8	1502563392960	10	close_101_a_9c7c3478edebfc1031d38697	3	2	close_101_b_9c7c3478edebfc1031d38697	2	1	close_101_c_9c7c3478edebfc1031d38697	1	3	close_101_a_9c7c3478edebfc1031d38697	close_101_a_9c7c3478edebfc1031d38697	true	close	clickedObj
close_only	8651-9dd2ad99-9e96-43e0-b066-d90c40c2bbe8	1502563415082	11	close_91_a_f90dab51bec2bcd1a3340564	3	3	close_91_b_f90dab51bec2bcd1a3340564	2	2	close_91_c_f90dab51bec2bcd1a3340564	1	1	close_91_a_f90dab51bec2bcd1a3340564	close_91_a_f90dab51bec2bcd1a3340564	true	close	clickedObj
close_only	8651-9dd2ad99-9e96-43e0-b066-d90c40c2bbe8	1502563448570	12	close_133_a_a5a2d09e5384237869513d09	3	3	close_133_b_a5a2d09e5384237869513d09	1	1	close_133_c_a5a2d09e5384237869513d09	2	2	close_133_a_a5a2d09e5384237869513d09	close_133_a_a5a2d09e5384237869513d09	true	close	clickedObj
close_only	8651-9dd2ad99-9e96-43e0-b066-d90c40c2bbe8	1502563480817	13	close_7_a_64c80a33436b8a84541e733f	3	2	close_7_b_64c80a33436b8a84541e733f	1	3	close_7_c_64c80a33436b8a84541e733f	2	1	close_7_a_64c80a33436b8a84541e733f	close_7_a_64c80a33436b8a84541e733f	true	close	clickedObj
close_only	8651-9dd2ad99-9e96-43e0-b066-d90c40c2bbe8	1502563525602	14	close_31_a_87e11555e7233fb4a9bdc22	2	1	close_31_b_87e11555e7233fb4a9bdc22	1	3	close_31_c_87e11555e7233fb4a9bdc22	3	2	close_31_a_87e11555e7233fb4a9bdc22	close_31_a_87e11555e7233fb4a9bdc22	true	close	clickedObj
close_only	8651-9dd2ad99-9e96-43e0-b066-d90c40c2bbe8	1502563541652	15	close_118_a_b3e4c494a862986b9226550f	3	3	close_118_b_b3e4c494a862986b9226550f	1	2	close_118_c_b3e4c494a862986b9226550f	2	1	close_118_a_b3e4c494a862986b9226550f	close_118_a_b3e4c494a862986b9226550f	true	close	clickedObj
close_only	8651-9dd2ad99-9e96-43e0-b066-d90c40c2bbe8	1502563588077	16	close_82_a_668c488e900c2ede62a9eaa3	1	1	close_82_b_668c488e900c2ede62a9eaa3	2	2	close_82_c_668c488e900c2ede62a9eaa3	3	3	close_82_a_668c488e900c2ede62a9eaa3	close_82_a_668c488e900c2ede62a9eaa3	true	close	clickedObj
close_only	8651-9dd2ad99-9e96-43e0-b066-d90c40c2bbe8	1502563619690	17	close_113_a_3e1e1070ed7a0ba67484091a	1	3	close_113_b_3e1e1070ed7a0ba67484091a	2	2	close_113_c_3e1e1070ed7a0ba67484091a	3	1	close_113_a_3e1e1070ed7a0ba67484091a	close_113_a_3e1e1070ed7a0ba67484091a	true	close	clickedObj
close_only	8651-9dd2ad99-9e96-43e0-b066-d90c40c2bbe8	1502563664831	18	close_86_a_58f44c0057ae64b525633180	1	2	close_86_b_58f44c0057ae64b525633180	3	1	close_86_c_58f44c0057ae64b525633180	2	3	close_86_a_58f44c0057ae64b525633180	close_86_a_58f44c0057ae64b525633180	true	close	clickedObj
close_only	8651-9dd2ad99-9e96-43e0-b066-d90c40c2bbe8	1502563683965	19	close_38_a_a66d78cbf3603e8bba9df3ea	2	2	close_38_b_a66d78cbf3603e8bba9df3ea	3	3	close_38_c_a66d78cbf3603e8bba9df3ea	1	1	close_38_a_a66d78cbf3603e8bba9df3ea	close_38_a_a66d78cbf3603e8bba9df3ea	true	close	clickedObj
close_only	8651-9dd2ad99-9e96-43e0-b066-d90c40c2bbe8	1502563715221	20	close_39_a_20b36bbb42d36e0771dcb8d	3	2	close_39_b_20b36bbb42d36e0771dcb8d	1	1	close_39_c_20b36bbb42d36e0771dcb8d	2	3	close_39_a_20b36bbb42d36e0771dcb8d	close_39_a_20b36bbb42d36e0771dcb8d	true	close	clickedObj
close_only	8651-9dd2ad99-9e96-43e0-b066-d90c40c2bbe8	1502563732772	21	close_138_a_67d9afec46e20fd279c4b4a8	2	3	close_138_b_67d9afec46e20fd279c4b4a8	1	1	close_138_c_67d9afec46e20fd279c4b4a8	3	2	close_138_a_67d9afec46e20fd279c4b4a8	close_138_a_67d9afec46e20fd279c4b4a8	true	close	clickedObj
close_only	8651-9dd2ad99-9e96-43e0-b066-d90c40c2bbe8	1502563766116	22	close_84_a_5402eecc67e489502fa77440	1	1	close_84_b_5402eecc67e489502fa77440	3	3	close_84_c_5402eecc67e489502fa77440	2	2	close_84_a_5402eecc67e489502fa77440	close_84_a_5402eecc67e489502fa77440	true	close	clickedObj
close_only	8651-9dd2ad99-9e96-43e0-b066-d90c40c2bbe8	1502563794131	23	close_111_a_892d8090f05c136dd93768e7	1	3	close_111_b_892d8090f05c136dd93768e7	2	2	close_111_c_892d8090f05c136dd93768e7	3	1	close_111_a_892d8090f05c136dd93768e7	close_111_a_892d8090f05c136dd93768e7	true	close	clickedObj
close_only	8651-9dd2ad99-9e96-43e0-b066-d90c40c2bbe8	1502563808214	24	close_48_a_8d4efa9893f7e49b3a85b56e	2	3	close_48_b_8d4efa9893f7e49b3a85b56e	1	1	close_48_c_8d4efa9893f7e49b3a85b56e	3	2	close_48_a_8d4efa9893f7e49b3a85b56e	close_48_a_8d4efa9893f7e49b3a85b56e	true	close	clickedObj
