iterationName	gameid	time	trialNum	object1Name	object1SketcherLoc	object1ViewerLoc	object2Name	object2SketcherLoc	object2ViewerLoc	object3Name	object3SketcherLoc	object3ViewerLoc	intendedName	clickedName	correct	condition	eventType
pilot1	6507-c79113a0-8210-447b-96da-6a4c2510c505	1500417693981	1	split_39_a_20b36bbb42d36e0771dcb8deedb6c8d	1	3	split_39_b_20b36bbb42d36e0771dcb8deedb6c8d	3	2	split_39_c_20b36bbb42d36e0771dcb8deedb6c8d	2	1	split_39_a_20b36bbb42d36e0771dcb8deedb6c8d	split_39_a_20b36bbb42d36e0771dcb8deedb6c8d	true	split	clickedObj
pilot1	6507-c79113a0-8210-447b-96da-6a4c2510c505	1500417727826	2	close_91_a_f90dab51bec2bcd1a334	1	2	close_91_b_f90dab51bec2bcd1a334	2	1	close_91_c_f90dab51bec2bcd1a334	3	3	close_91_a_f90dab51bec2bcd1a334	close_91_a_f90dab51bec2bcd1a334	true	close	clickedObj
pilot1	6507-c79113a0-8210-447b-96da-6a4c2510c505	1500417751297	3	split_51_a_81628a0b5f7f9ad7ba94feecf6f7a200	3	1	split_51_b_81628a0b5f7f9ad7ba94feecf6f7a200	1	2	split_51_c_81628a0b5f7f9ad7ba94feecf6f7a200	2	3	split_51_a_81628a0b5f7f9ad7ba94feecf6f7a200	split_51_a_81628a0b5f7f9ad7ba94feecf6f7a200	true	split	clickedObj
pilot1	6507-c79113a0-8210-447b-96da-6a4c2510c505	1500417777246	4	split_122_a_2cb0ac27f1cdb3f0b2db0181fdb9	1	1	split_122_b_2cb0ac27f1cdb3f0b2db0181fdb9	3	3	split_122_c_2cb0ac27f1cdb3f0b2db0181fdb9	2	2	split_122_a_2cb0ac27f1cdb3f0b2db0181fdb9	split_122_a_2cb0ac27f1cdb3f0b2db0181fdb9	true	split	clickedObj
pilot1	6507-c79113a0-8210-447b-96da-6a4c2510c505	1500417800007	5	split_31_a_87e11555e7233fb4a9b	2	1	split_31_b_87e11555e7233fb4a9b	1	3	split_31_c_87e11555e7233fb4a9b	3	2	split_31_a_87e11555e7233fb4a9b	split_31_a_87e11555e7233fb4a9b	true	split	clickedObj
pilot1	6507-c79113a0-8210-447b-96da-6a4c2510c505	1500417818876	6	split_13_a_fb9f11f128e006d24987	3	2	split_13_b_fb9f11f128e006d24987	2	1	split_13_c_fb9f11f128e006d24987	1	3	split_13_a_fb9f11f128e006d24987	split_13_a_fb9f11f128e006d24987	true	split	clickedObj
pilot1	6507-c79113a0-8210-447b-96da-6a4c2510c505	1500417834843	7	split_14_a_4fdcd44fd622400a97fe	2	2	split_14_b_4fdcd44fd622400a97fe	1	1	split_14_c_4fdcd44fd622400a97fe	3	3	split_14_a_4fdcd44fd622400a97fe	split_14_a_4fdcd44fd622400a97fe	true	split	clickedObj
pilot1	6507-c79113a0-8210-447b-96da-6a4c2510c505	1500417861020	8	close_35_a_3853339519aca1bdfcd4	1	2	close_35_b_3853339519aca1bdfcd4	3	3	close_35_c_3853339519aca1bdfcd4	2	1	close_35_a_3853339519aca1bdfcd4	close_35_a_3853339519aca1bdfcd4	true	close	clickedObj
pilot1	6507-c79113a0-8210-447b-96da-6a4c2510c505	1500417886480	9	close_121_a_91cf38c4b99d75374fa746d16faa	3	2	close_121_b_91cf38c4b99d75374fa746d16faa	2	1	close_121_c_91cf38c4b99d75374fa746d16faa	1	3	close_121_a_91cf38c4b99d75374fa746d16faa	close_121_a_91cf38c4b99d75374fa746d16faa	true	close	clickedObj
pilot1	6507-c79113a0-8210-447b-96da-6a4c2510c505	1500417905743	10	close_58_a_6cf3b41688dfc4b4707cdefe012d	1	2	close_58_b_6cf3b41688dfc4b4707cdefe012d	3	1	close_58_c_6cf3b41688dfc4b4707cdefe012d	2	3	close_58_a_6cf3b41688dfc4b4707cdefe012d	close_58_a_6cf3b41688dfc4b4707cdefe012d	true	close	clickedObj
pilot1	6507-c79113a0-8210-447b-96da-6a4c2510c505	1500417929533	11	far_30_a_313bfbd7bc2d516e14d782de	1	1	far_30_b_313bfbd7bc2d516e14d782de	2	3	far_30_c_313bfbd7bc2d516e14d782de	3	2	far_30_a_313bfbd7bc2d516e14d782de	far_30_a_313bfbd7bc2d516e14d782de	true	far	clickedObj
