,gameID,trialNum,condition,target,drawDuration,outcome,response,numStrokes,svgStringLength,svgStringLengthPerStroke,svgStringStd,Distractor1,Distractor2,Distractor3,pose
0,6802-2344f3e8-d20a-418b-a5e8-5e37ea1a62f7,1,further,leather,23.471,1,leather,7,953,136.14285714285714,87.634677694927802,sparrow,hatchback,doberman,-1
1,6802-2344f3e8-d20a-418b-a5e8-5e37ea1a62f7,2,closer,chihuahua,33.689999999999998,1,chihuahua,4,2137,534.25,457.41905021544522,bloodhound,basset,weimaraner,-1
2,6802-2344f3e8-d20a-418b-a5e8-5e37ea1a62f7,3,further,redsport,17.513999999999999,0,pug,7,1105,157.85714285714286,165.55139777761602,crow,inlay,pug,-1
3,6802-2344f3e8-d20a-418b-a5e8-5e37ea1a62f7,4,closer,brown,29.734000000000002,0,redantique,4,1132,283.0,305.29657711805419,bluesedan,redantique,bluesport,-1
4,6802-2344f3e8-d20a-418b-a5e8-5e37ea1a62f7,5,further,goldenretriever,21.436,1,goldenretriever,8,858,107.25,59.564565808876672,pigeon,beetle,squat,-1
5,6802-2344f3e8-d20a-418b-a5e8-5e37ea1a62f7,6,closer,nightingale,25.094000000000001,0,bluejay,6,1158,193.0,107.16653706575886,cuckoo,tomtit,bluejay,-1
6,6802-2344f3e8-d20a-418b-a5e8-5e37ea1a62f7,7,further,sparrow,20.233000000000001,1,sparrow,5,977,195.40000000000001,218.51919824125292,hatchback,leather,doberman,-1
7,6802-2344f3e8-d20a-418b-a5e8-5e37ea1a62f7,8,further,pigeon,19.407,1,pigeon,4,962,240.5,204.71016095934272,beetle,squat,goldenretriever,-1
8,6802-2344f3e8-d20a-418b-a5e8-5e37ea1a62f7,9,closer,basset,23.649999999999999,1,basset,7,1716,245.14285714285714,99.540987353277274,bloodhound,weimaraner,chihuahua,-1
9,6802-2344f3e8-d20a-418b-a5e8-5e37ea1a62f7,10,further,white,13.523,1,white,5,1021,204.19999999999999,135.59999999999999,robin,straight,bullmastiff,-1
10,6802-2344f3e8-d20a-418b-a5e8-5e37ea1a62f7,11,further,squat,25.164000000000001,1,squat,11,919,83.545454545454547,55.44262166889893,pigeon,beetle,goldenretriever,-1
11,6802-2344f3e8-d20a-418b-a5e8-5e37ea1a62f7,12,closer,cuckoo,19.198,1,cuckoo,4,925,231.25,331.48783914345938,nightingale,tomtit,bluejay,-1
12,6802-2344f3e8-d20a-418b-a5e8-5e37ea1a62f7,13,closer,weimaraner,24.722000000000001,1,weimaraner,10,1086,108.59999999999999,52.368311028712775,bloodhound,basset,chihuahua,-1
13,6802-2344f3e8-d20a-418b-a5e8-5e37ea1a62f7,14,closer,sling,32.098999999999997,1,sling,10,618,61.799999999999997,29.461160873258198,waiting,knob,woven,-1
14,6802-2344f3e8-d20a-418b-a5e8-5e37ea1a62f7,15,further,straight,16.379999999999999,1,straight,12,1023,85.25,47.099407285725654,robin,white,bullmastiff,-1
15,6802-2344f3e8-d20a-418b-a5e8-5e37ea1a62f7,16,further,bullmastiff,23.254999999999999,1,bullmastiff,8,920,115.0,59.023300483791992,robin,white,straight,-1
16,6802-2344f3e8-d20a-418b-a5e8-5e37ea1a62f7,17,further,crow,18.936,1,crow,7,1242,177.42857142857142,125.62967932192859,redsport,inlay,pug,-1
17,6802-2344f3e8-d20a-418b-a5e8-5e37ea1a62f7,18,closer,woven,24.800999999999998,1,woven,4,1321,330.25,148.65627299243042,waiting,knob,sling,-1
18,6802-2344f3e8-d20a-418b-a5e8-5e37ea1a62f7,19,closer,knob,25.562000000000001,1,knob,7,1574,224.85714285714286,170.23129523548548,waiting,woven,sling,-1
19,6802-2344f3e8-d20a-418b-a5e8-5e37ea1a62f7,20,further,inlay,22.545000000000002,1,inlay,11,1094,99.454545454545453,103.51404264539855,crow,redsport,pug,-1
20,6802-2344f3e8-d20a-418b-a5e8-5e37ea1a62f7,21,closer,bloodhound,39.996000000000002,1,bloodhound,8,1547,193.375,136.6107037351027,basset,weimaraner,chihuahua,-1
21,6802-2344f3e8-d20a-418b-a5e8-5e37ea1a62f7,22,closer,waiting,24.597000000000001,1,waiting,6,1417,236.16666666666666,203.92679786847265,knob,woven,sling,-1
22,6802-2344f3e8-d20a-418b-a5e8-5e37ea1a62f7,23,further,doberman,16.77,1,doberman,6,1787,297.83333333333331,275.90905305110152,sparrow,hatchback,leather,-1
