gameid	time	trialNum	strokeNum	targetName	shiftKeyUsed	svg
0497-f1cfe6e2-408b-4186-9faa-fb3a5132c84d	1493434532214	1	1	white	0	M44,157.725c7.37246,-7.37246 99.8002,12.1998 110,2c6.26962,-6.26962 31.46741,5.06517 36,-4c0.29814,-0.59628 1.33333,0 2,0c5.49364,0 8.89052,-1.44526 14,-4c6.4,-3.2 17.6,3.2 24,0c1.23793,-0.61897 17.56281,-15.21859 12,-18c-5.47523,-2.73761 -6.30225,-13.15112 -12,-16c-6.84184,-3.42092 -17.67782,1.67782 -20,4c-0.23834,0.23834 -3.35387,0 -4,0c-7.28385,0 -63.72745,-1.86373 -68,-4c-8.26927,-4.13463 -14.1114,-9.0557 -20,-12c-0.59628,-0.29814 -1.33333,0 -2,0c-6.04641,0 -32.90846,-1.39436 -38,2c-12.69624,8.46416 -28.70737,7.41474 -35,20c-3.10197,6.20393 -1,10.71508 -1,19c0,1.02498 0,10.13387 0,5
0497-f1cfe6e2-408b-4186-9faa-fb3a5132c84d	1493434534121	1	2	white	0	M94,151.725c4.64661,0 13.94978,16.05022 8,22c-11.04587,11.04587 -30.58093,-11.16187 -34,-18c-0.18594,-0.37188 -7.04644,-0.95356 -4,-4c4.6262,-4.6262 30.37868,-1 38,-1c4.18036,0 11.09255,5 8,5
0497-f1cfe6e2-408b-4186-9faa-fb3a5132c84d	1493434536509	1	3	white	0	M194,139.725c-1.75853,0 -10.05923,-2.94077 -12,-1c-11.61489,11.61489 -15.43921,20.56079 -4,32c6.18372,6.18372 19.87577,-8.87577 22,-11c6.44671,-6.44671 -14,-21.63925 -14,-22
0497-f1cfe6e2-408b-4186-9faa-fb3a5132c84d	1493434616275	2	1	redantique	0	M83,165.725c-2.69265,0 -24.18143,1.63715 -25,0c-1.72743,-3.45485 2.83139,-1.4157 4,-2c2.5095,-1.25475 4.3595,-10.3595 6,-12c3.78984,-3.78984 -1.10827,-15.44587 4,-18c2.80046,-1.40023 13.18112,8.40944 18,6c0.49451,-0.24725 0,-5.15699 0,-6c0,-8.15083 -4.89134,-27.10866 2,-34c2.25915,-2.25915 56.86474,-9.13526 62,-4c7.85269,7.85269 8,20.62383 8,36c0,0.94281 1.05719,-2 2,-2c12.99284,0 20.36939,10 36,10c9.69721,0 15.93674,-3.96837 24,-8c8.55568,-4.27784 50.58827,4.58827 54,8c3.62026,3.62026 4.76792,8.76792 8,12c0.97762,0.97762 -3.9308,23.31027 -6,24c-12.38585,4.12862 -128.77154,6.61423 -138,2c-4.15514,-2.07757 -50.64236,-11 -55,-11c-1.89076,0 -9,-0.90083 -9,1
0497-f1cfe6e2-408b-4186-9faa-fb3a5132c84d	1493434617672	2	2	redantique	0	M79,163.725c-4.59793,0 -6.06358,2.53179 -9,4c-6.85966,3.42983 11.14171,12.14171 17,18c1.04099,1.04099 11.61254,-12 12,-12
0497-f1cfe6e2-408b-4186-9faa-fb3a5132c84d	1493434620437	2	3	redantique	0	M240,177.725c-20.02202,0 -15.16402,5.67196 -10,16c1.67008,3.34015 22.02516,-7.98742 16,-11c-2.69623,-1.34812 -8,0.52587 -8,-3
0497-f1cfe6e2-408b-4186-9faa-fb3a5132c84d	1493434621967	2	4	redantique	0	M275,141.725c0,6.41449 -3.829,28 -1,28
0497-f1cfe6e2-408b-4186-9faa-fb3a5132c84d	1493434625238	2	5	redantique	0	M70,129.725c-17.93382,0 -11,11.80724 -11,25
0497-f1cfe6e2-408b-4186-9faa-fb3a5132c84d	1493434688164	3	1	goldenretriever	0	M131,66.725c0,18.30636 2.98819,33.96457 8,49c1.91094,5.73282 -4.03206,23.96794 0,28c1.58114,1.58114 3.54233,3.8307 3,6c-3.57903,14.31613 -13.67731,18.67731 -20,25c-4.47053,4.47053 -4.0828,13.12421 -8,19c-14.8106,22.21591 -0.15366,31.84634 13,45c5.73922,5.73922 -4.09132,-24.90868 0,-29c2.66387,-2.66387 6.62141,-13.86424 8,-18c3.27801,-9.83403 17.08588,-23.08588 23,-29c1.22874,-1.22874 10.59151,-4.40849 12,-3c4.64333,4.64333 9.08172,9.08172 14,14c6.9517,6.9517 -10.42257,55.78872 6,64c0.78628,0.39314 1.62636,5.58243 4,4c6.11793,-4.07862 9.14613,-14.57306 16,-18c1.19257,-0.59628 0,-2.66667 0,-4c0,-9.66573 -1.17255,-19.51765 -4,-28c-0.66737,-2.0021 1.39196,-8.60804 0,-10c-3.24205,-3.24205 -8,-12.94874 -8,-20c0,-1.33333 1.19257,-3.40372 0,-4c-18.93121,-9.4656 5.36024,-43.27952 -4,-62c-4.16205,-8.32409 -5.74399,-14.97597 -8,-24c-0.33527,-1.34108 1.14702,-13.42649 0,-14c-5.95865,-2.97933 -4.28308,-14.56617 -8,-22c-2.58578,-5.17156 -8.0082,-8.0164 -10,-12c-0.65752,-1.31504 -8.7944,0.41119 -10,-2c-5.92088,-11.84175 -40.43712,1.87424 -44,9c-3.7974,7.5948 -4,14.31785 -4,25c0,1.94117 -1.21349,10.78651 0,12c3.00414,3.00414 18.91938,-4 20,-4
0497-f1cfe6e2-408b-4186-9faa-fb3a5132c84d	1493434690347	3	2	goldenretriever	0	M128,25.725c0,5.93167 -2,10.17437 -2,17c0,9.44431 0.15176,12.15176 5,17c15.45936,15.45936 23.09347,-29.56083 25,-41c0.45189,-2.71134 2,-8 2,-8c0,0 -3,8.47466 -3,9
0497-f1cfe6e2-408b-4186-9faa-fb3a5132c84d	1493434694939	3	3	goldenretriever	0	M155,145.725c0,43.38238 71,64.99699 71,24c0,-3.69703 3.08484,-9.83031 1,-14c-0.19263,-0.38525 -4.18412,0 -5,0c-9.24267,0 -10.1938,12 -19,12c-0.74536,0 -0.47295,1.47295 -1,2c-0.23834,0.23834 -3.35387,0 -4,0c-5.20427,0 -1.52294,-5.76147 -4,-7c-9.49033,-4.74516 -17.40486,-13.70243 -24,-17c-0.59628,-0.29814 -1.5286,0.4714 -2,0c-0.4714,-0.4714 0,-1.33333 0,-2
0497-f1cfe6e2-408b-4186-9faa-fb3a5132c84d	1493434783957	4	1	woven	0	M94,122.725c0,16.13445 100.42665,17.42665 112,29c0.38529,0.38529 0,5.40895 0,6c0,18.71152 -8,41.42901 -8,58c0,1 0.89443,2.55279 0,3c-8.97902,4.48951 -12.5527,-12 -20,-12c-17.82541,0 -96.51805,-11.51805 -106,-21c-5.2943,-5.2943 7.59068,-27.18135 10,-32c1.70258,-3.40515 -2.50749,-20 2,-20
