gameid	time	trialNum	strokeNum	targetName	shiftKeyUsed	svg
3386-aa9c5325-81c8-494a-a747-6e6e7153e866	1493340685385	1	1	goldenretriever	0	M89,120.26666c0,1.72779 6.7905,3.7905 8,5c19.84027,19.84027 73.19911,15.60011 102,12c14.1432,-1.7679 28.33526,-4.16763 38,-9c2.1147,-1.05735 3.26378,-3 0,-3
3386-aa9c5325-81c8-494a-a747-6e6e7153e866	1493340687798	1	2	goldenretriever	0	M89,119.26666c-9.16575,0 -12.63965,-18.68018 -20,-15c-6.34046,3.17023 -29.63978,17.36022 -20,27
3386-aa9c5325-81c8-494a-a747-6e6e7153e866	1493340690278	1	3	goldenretriever	0	M49,135.26666c-8.1253,0 -20.18931,-6.62137 -26,5c-4.70412,9.40825 18,10.53545 18,16
3386-aa9c5325-81c8-494a-a747-6e6e7153e866	1493340693089	1	4	goldenretriever	0	M41,156.26666c3.3571,0 7.40661,3.40661 9,5c6.37214,6.37214 22.34348,-9.32826 31,-5c15.09957,7.54979 25.77358,18.77358 38,31
3386-aa9c5325-81c8-494a-a747-6e6e7153e866	1493340694464	1	5	goldenretriever	0	M119,187.26666c0,8.38865 -21.96541,54.9827 -24,56c-0.84327,0.42164 -1.05719,2 -2,2
3386-aa9c5325-81c8-494a-a747-6e6e7153e866	1493340697838	1	6	goldenretriever	0	M93,245.26666c0.74536,0 1.33333,0.66667 2,1c2.65448,1.32724 20,1 20,1c0,0 -0.73333,-0.46667 -1,-1c-1.48662,-2.97323 8.64258,-21.64258 12,-25c3.20831,-3.20831 19,-16.78812 19,-21
3386-aa9c5325-81c8-494a-a747-6e6e7153e866	1493340701104	1	7	goldenretriever	0	M143,197.26666c0,16.58018 -23,30.23728 -23,44c0,0.78301 -0.49898,4.50102 0,5c12.44574,12.44574 38.23829,-21.95317 41,-33c1.49723,-5.98891 -4,-5.74333 -4,-9
3386-aa9c5325-81c8-494a-a747-6e6e7153e866	1493340710554	1	8	goldenretriever	0	M158,204.26666c5.68806,0 12.03558,3.98814 18,2c9.69025,-3.23008 42.04101,-20.04101 47,-25c0.70469,-0.70469 5,-7 5,-7c0,0 0,2.66667 0,4c0,9.00498 19.09089,19.81822 16,26c-2.38551,4.77102 -16.93306,39.13389 -16,41c1.34464,2.68927 7.11243,0 9,0c4.51012,0 3.50694,-3.33796 6,-5c17.46826,-11.64551 15,-28.14827 15,-45
3386-aa9c5325-81c8-494a-a747-6e6e7153e866	1493340717747	1	9	goldenretriever	0	M263,188.26666c13.81147,27.62294 -5.37906,40.86283 2,63c0.4499,1.3497 6.66464,1.46586 8,2c18.26658,7.30663 3.23683,-13.11842 7,-15c2.64892,-1.32446 15.40279,-22.59721 10,-28c-5.86277,-5.86277 -17.07985,-52.15969 -23,-64c-1.86308,-3.72615 -20,-17.19462 -20,-20
3386-aa9c5325-81c8-494a-a747-6e6e7153e866	1493340720491	1	10	goldenretriever	0	M241,120.26666c20.21306,0 39.28241,-16.28241 53,-30c0.33193,-0.33193 3,-5 3,-5c0,0 -1.04248,17.04248 -2,18c-8.18271,8.18271 -24.87401,33 -41,33
3386-aa9c5325-81c8-494a-a747-6e6e7153e866	1493340724697	1	11	goldenretriever	0	M59,126.26666
3386-aa9c5325-81c8-494a-a747-6e6e7153e866	1493340726195	1	12	goldenretriever	0	M59,123.26666c0,1.59829 -0.20819,1.79181 1,3
3386-aa9c5325-81c8-494a-a747-6e6e7153e866	1493340731215	1	13	goldenretriever	0	M26,138.26666c2.01361,0 3.20528,4.41057 4,6c1.95381,3.90763 -1,6.20168 -1,0c0,-1.4714 -0.5286,-2 -2,-2
3386-aa9c5325-81c8-494a-a747-6e6e7153e866	1493340732275	1	14	goldenretriever	0	M27,145.26666c-1.53604,0 -2,-1.31532 -2,-3
3386-aa9c5325-81c8-494a-a747-6e6e7153e866	1493340736325	1	15	goldenretriever	0	M46,155.26666c0,-2.99158 9.39944,-13.60056 11,-12c0.89005,0.89005 6.12358,10.43821 3,12c-2.01725,1.00862 -5.73402,3.73402 -8,6
3386-aa9c5325-81c8-494a-a747-6e6e7153e866	1493340755815	2	1	chihuahua	0	M110,122.26666c0,-8.45594 17.8681,-25.06595 30,-19c12.44713,6.22356 30,24.30223 30,36
3386-aa9c5325-81c8-494a-a747-6e6e7153e866	1493340757515	2	2	chihuahua	0	M112,116.26666c-10.26322,0 -9,17.93618 -9,24
3386-aa9c5325-81c8-494a-a747-6e6e7153e866	1493340761960	2	3	chihuahua	0	M115,120.26666c-11.39965,0 -24.31345,-21 -42,-21
3386-aa9c5325-81c8-494a-a747-6e6e7153e866	1493340763619	2	4	chihuahua	0	M71,104.26666c0,4.43345 27,29.67423 27,31
3386-aa9c5325-81c8-494a-a747-6e6e7153e866	1493340767785	2	5	chihuahua	0	M154,112.26666c7.42111,-7.42111 22.16054,-20.08027 30,-24c1.17126,-0.58563 3,-4 3,-4c0,0 1,4.40387 1,5c0,2.83263 1.27913,9.44175 0,12c-4.84875,9.69751 -12.42229,19.71115 -23,25c-1.09102,0.54551 -2,0.96358 -2,2
3386-aa9c5325-81c8-494a-a747-6e6e7153e866	1493340771554	2	6	chihuahua	0	M107,140.26666c0,8.64332 19,6.2406 19,14
3386-aa9c5325-81c8-494a-a747-6e6e7153e866	1493340774283	2	7	chihuahua	0	M166,144.26666c-6.52133,0 -18.31325,16.31325 -22,20c-2.90838,2.90838 -8.37008,-5.18504 -10,-6c-2.57418,-1.28709 -8,-3.99949 -8,-9
3386-aa9c5325-81c8-494a-a747-6e6e7153e866	1493340779131	2	8	chihuahua	0	M137,145.26666c-14.64566,0 1.54402,11.45598 4,9c5.23128,-5.23128 -2.8883,-7.8883 -5,-10c-1.91584,-1.91584 16.99604,0 1,0c-14.13262,0 17.15014,14.15014 5,2c-1.15154,-1.15154 -0.51851,-2 -2,-2
3386-aa9c5325-81c8-494a-a747-6e6e7153e866	1493340781405	2	9	chihuahua	0	M121,134.26666c-3.31245,-3.31245 5,-3 5,-3c0,0 -7.22367,-0.22367 -8,-1c-2.35702,-2.35702 6.66667,0 10,0
3386-aa9c5325-81c8-494a-a747-6e6e7153e866	1493340782789	2	10	chihuahua	0	M149,132.26666c2.66667,0 5.33333,0 8,0c2.68742,0 -6.09971,0.90029 -8,-1
3386-aa9c5325-81c8-494a-a747-6e6e7153e866	1493340785255	2	11	chihuahua	0	M113,147.26666c0,4.50073 -5.17052,5.34104 -7,9c-3.99051,7.98103 -1.90767,32.09233 4,38
3386-aa9c5325-81c8-494a-a747-6e6e7153e866	1493340788985	2	12	chihuahua	0	M162,150.26666c5.64945,0 7.89284,11.89284 11,15c28.92217,28.92217 -25.78566,60.42868 -42,28
3386-aa9c5325-81c8-494a-a747-6e6e7153e866	1493340790067	2	13	chihuahua	0	M106,191.26666c0,9.65002 37,28.71888 37,12
3386-aa9c5325-81c8-494a-a747-6e6e7153e866	1493340798432	2	14	chihuahua	0	M108,191.26666c0,7.8176 11.40881,62.29559 2,67c-3.61134,1.80567 15,7.33478 15,6c0,-3.66368 -6.92201,-8.15598 -6,-10c4.30064,-8.60128 14.44513,-25.21947 12,-35c-2.12506,-8.50024 -8,-16.57531 -8,-23
3386-aa9c5325-81c8-494a-a747-6e6e7153e866	1493340803301	2	15	chihuahua	0	M152,207.26666c0,9.48025 -2.2779,18.8337 -5,27c-3.2549,9.76471 -2.18324,18.63351 2,27c0.6753,1.3506 7,7 7,7c0,0 1.66139,-6.67723 1,-8c-2.65762,-5.31523 35.86742,-48.04419 12,-56
3386-aa9c5325-81c8-494a-a747-6e6e7153e866	1493340822210	3	1	hatchback	0	M78,121.26666c42.33257,0 71.82213,1.82213 95,25c4.75985,4.75985 18.17615,9.58808 25,13c11.89946,5.94973 24.09,29.09 34,39
3386-aa9c5325-81c8-494a-a747-6e6e7153e866	1493340826345	3	2	hatchback	0	M77,123.26666c-5.14788,0 -16.58127,8.58127 -20,12c-25.79631,25.79631 -18.93306,39.33468 -11,79c1.20533,6.02663 6,12.02647 6,18
3386-aa9c5325-81c8-494a-a747-6e6e7153e866	1493340832544	3	3	hatchback	0	M53,228.26666c-10.5571,-21.11419 23.97433,-43.05134 42,-7c1.35751,2.71502 3.82145,9.3571 2,13c-12.48632,24.97264 -48,14.97818 -48,-10
3386-aa9c5325-81c8-494a-a747-6e6e7153e866	1493340835804	3	4	hatchback	0	M100,230.26666c31.33528,0 62.35344,8 95,8
3386-aa9c5325-81c8-494a-a747-6e6e7153e866	1493340839806	3	5	hatchback	0	M195,238.26666c0,-39.45952 50.23907,-10.47814 40,10c-2.92689,5.85379 -8.24561,8.44912 -16,10c-2.94297,0.58859 -12.60483,7.39517 -16,4c-2.31853,-2.31853 -21.0709,-20.9291 -14,-28c2.79044,-2.79044 9.72584,-4.72584 14,-9
3386-aa9c5325-81c8-494a-a747-6e6e7153e866	1493340846541	3	6	hatchback	0	M236,240.26666c0.91919,0 24.87578,7.24843 27,3c4.38431,-8.76863 9.20069,-17.20069 17,-25c0.80324,-0.80324 -6.25553,-8.88329 -7,-10c-10.82904,-16.24357 -29.30861,-17 -48,-17
3386-aa9c5325-81c8-494a-a747-6e6e7153e866	1493340849975	3	7	hatchback	0	M237,219.26666c7.96318,0 17.75466,13.24534 10,21
3386-aa9c5325-81c8-494a-a747-6e6e7153e866	1493340851164	3	8	hatchback	0	M235,220.26666c-4.3467,0 -9.29768,1 -13,1
3386-aa9c5325-81c8-494a-a747-6e6e7153e866	1493340855442	3	9	hatchback	0	M60,144.26666c31.85927,31.85927 49.50187,38.00054 95,51c9.81986,2.80567 39.90613,12.72925 50,6c5.452,-3.63467 11.81494,-9.81494 16,-14
3386-aa9c5325-81c8-494a-a747-6e6e7153e866	1493340861492	3	10	hatchback	0	M136,126.26666c0,9.91247 -15.78045,58 -2,58
3386-aa9c5325-81c8-494a-a747-6e6e7153e866	1493340865588	3	11	hatchback	0	M144,135.26666c6.65819,0 50,57.80249 50,61
