gameid	time	trialNum	strokeNum	targetName	shiftKeyUsed	svg
1141-ca308fef-84d5-4e97-86dd-62bddaac5077	1493443116127	1	1	sling	0	M38,137.6c0,32.09029 -4,60.1742 -4,92
1141-ca308fef-84d5-4e97-86dd-62bddaac5077	1493443118315	1	2	sling	0	M36,189.6c18.78184,0 28.40349,8 42,8c2.33297,0 5,-0.25653 5,2
1141-ca308fef-84d5-4e97-86dd-62bddaac5077	1493443120272	1	3	sling	0	M86,146.6c0,27.66667 0,55.33333 0,83
1141-ca308fef-84d5-4e97-86dd-62bddaac5077	1493443122272	1	4	sling	0	M90,197.6c12.49859,0 32.71146,-3 48,-3
1141-ca308fef-84d5-4e97-86dd-62bddaac5077	1493443124111	1	5	sling	0	M142,149.6c0,21.87938 -5.81361,74.37279 2,90c1.9767,3.9534 -0.58701,3 -2,3
1141-ca308fef-84d5-4e97-86dd-62bddaac5077	1493443128395	1	6	sling	0	M142,151.6c0,-6.79773 -2.01529,-18.96941 1,-25c1.41421,-2.82843 5.82843,-7.58579 3,-9c-3.39311,-1.69656 -57.47912,-6.52088 -60,-4c-2.40683,2.40683 0,20.45314 0,24c0,2.31728 -0.87533,14 1,14
1141-ca308fef-84d5-4e97-86dd-62bddaac5077	1493443130225	1	7	sling	0	M34,141.6c9.08207,0 40.67062,-2.65875 44,4c0.83151,1.66302 4,-1.99794 4,2
1141-ca308fef-84d5-4e97-86dd-62bddaac5077	1493443132561	1	8	sling	0	M50,139.6c0,11.7692 1,23.91484 1,36c0,4.42337 3,17.27242 3,15
1141-ca308fef-84d5-4e97-86dd-62bddaac5077	1493443133991	1	9	sling	0	M70,143.6c0,16.66667 0,33.33333 0,50
1141-ca308fef-84d5-4e97-86dd-62bddaac5077	1493443136064	1	10	sling	0	M38,162.6c0,1.86782 2.29167,1 4,1c9.97079,0 23.59643,7 36,7c1.51454,0 4,-0.90064 4,1
1141-ca308fef-84d5-4e97-86dd-62bddaac5077	1493443142854	1	11	sling	0	M136,137.6c2.964,0 2,1.33333 2,4c0,2.44567 -13.31581,25.31581 -16,28c-6.22396,6.22396 -12.8273,9.41365 -20,13c-2.72744,1.36372 -16,1.71976 -16,4
1141-ca308fef-84d5-4e97-86dd-62bddaac5077	1493443146717	1	12	sling	0	M87,118.6c16.48936,0 38.43288,8 56,8
1141-ca308fef-84d5-4e97-86dd-62bddaac5077	1493443152271	1	13	sling	0	M102,197.6c0,7.93734 8,20.15574 8,30
1141-ca308fef-84d5-4e97-86dd-62bddaac5077	1493443174917	2	1	beetle	0	M51,193.6c12.15394,0 97.67087,-5.55275 103,-2c4.79142,3.19428 16.65324,4 24,4
1141-ca308fef-84d5-4e97-86dd-62bddaac5077	1493443177075	2	2	beetle	0	M58,191.6c-6.64632,0 -18,-15.02215 -18,4c0,3.771 -0.56481,9.43519 2,12c0.57213,0.57213 4.23843,0 5,0c10.19039,0 6.14117,-14.85883 11,-10
1141-ca308fef-84d5-4e97-86dd-62bddaac5077	1493443179061	2	3	beetle	0	M182,187.6c-13.65098,0 -20,-0.00427 -20,16c0,1.94813 -1.10195,9.94902 1,11c3.45819,1.72909 6.17234,-2.08617 8,-3c5.19037,-2.59519 10.82652,-1.47957 13,-8c0.99466,-2.98398 -5,-10.71533 -5,-17
1141-ca308fef-84d5-4e97-86dd-62bddaac5077	1493443181564	2	4	beetle	0	M42,185.6c0,-10.85272 9.54133,-23.38845 16,-32c5.1898,-6.91974 13.75366,-24.58455 21,-27c25.44334,-8.48111 62.56614,-6.21693 85,5c9.73645,4.86823 5.9802,41.9802 15,51c0.24828,0.24828 3,1 3,1c0,0 -4.00866,2 -6,2
1141-ca308fef-84d5-4e97-86dd-62bddaac5077	1493443183890	2	5	beetle	0	M91,133.6c-7.31071,7.31071 -11.44615,12.36923 -3,18c2.37307,1.58205 5.96321,6.01839 10,4c0.59628,-0.29814 0,-1.33333 0,-2c0,-7.71885 5.24119,-16 -8,-16
1141-ca308fef-84d5-4e97-86dd-62bddaac5077	1493443185920	2	6	beetle	0	M126,133.6c0,8.16061 -1.74665,18.41778 6,21c1.84215,0.61405 4.24121,4.75879 6,3c7.70042,-7.70042 -5.76846,-16 -14,-16
